query_id,src,dst,reachable,path_edges_count,path_cost,path_nodes,path_edge_ids,ep_id,num_virtual_edges_used,num_real_option_edges_used,virtual_edge_ratio
0,158,212,True,5,46.47945126772965,158 198 217 235 234 212,-1 652 799 952 -1,0,2,3,0.4
1,203,303,True,4,37.50841260163617,203 221 241 281 303,-1 833 992 -1,1,2,2,0.5
2,1,12,True,6,57.56632371894054,1 3 5 7 8 10 12,-1 19 36 51 59 -1,2,2,4,0.3333333333333333
3,392,381,True,6,57.63379452057494,392 390 389 387 385 383 381,-1 1546 1537 1522 1506 -1,3,2,4,0.3333333333333333
4,41,9,True,6,54.68287272080678,41 21 22 3 5 7 9,-1 115 121 19 36 -1,4,2,4,0.3333333333333333
5,347,353,True,5,46.82679782100386,347 367 369 370 372 353,-1 1419 1429 1437 -1,5,2,3,0.4
6,283,384,True,5,44.641654876504035,283 301 341 361 362 384,-1 1164 1334 1379 -1,6,2,3,0.4
7,367,292,True,5,45.85210256618355,367 369 371 352 332 292,-1 1430 1442 1348 -1,7,2,3,0.4
8,381,392,True,6,57.010487714209795,381 383 385 367 369 370 392,-1 1495 1505 1419 1429 -1,8,2,4,0.3333333333333333
9,384,383,True,1,10.0,384 383,-1,9,1,0,1.0
10,315,229,True,5,44.36704276774322,315 293 273 252 231 229,-1 1103 1031 996 -1,10,2,3,0.4
11,238,132,False,0,inf,,,11,0,0,0.0
12,30,126,True,5,45.78816022304059,30 28 27 46 86 126,-1 169 162 243 -1,12,2,3,0.4
13,223,340,True,6,51.64175569471322,223 221 241 281 301 321 340,-1 833 992 1050 1163 -1,13,2,4,0.3333333333333333
14,227,47,True,9,67.60343955327068,227 207 187 167 147 127 107 87 67 47,-1 711 640 611 558 474 410 381 -1,14,2,7,0.2222222222222222
15,387,301,True,5,47.59621738283906,387 385 383 362 341 301,-1 1506 1489 1385 -1,15,2,3,0.4
16,300,366,True,5,48.07198157507487,300 321 361 362 364 366,-1 1288 1379 1389 -1,16,2,3,0.4
17,227,312,True,6,56.36589117137634,227 228 229 231 252 292 312,-1 886 895 913 1003 -1,17,2,4,0.3333333333333333
18,124,7,True,6,51.68057089569355,124 126 106 86 46 26 7,-1 464 402 373 238 -1,18,2,4,0.3333333333333333
19,380,201,True,7,62.20363007744439,380 361 341 301 281 241 221 201,-1 1376 1328 1156 1043 986 -1,19,2,5,0.2857142857142857
20,306,201,True,6,55.78206597806444,306 304 302 281 241 221 201,-1 1184 1165 1043 986 -1,20,2,4,0.3333333333333333
21,144,1,True,8,63.52110021257569,144 142 121 101 81 61 41 21 1,-1 521 422 392 368 314 230 -1,21,2,6,0.25
22,260,383,True,5,44.633173364929256,260 281 301 341 361 383,-1 1050 1164 1334 -1,22,2,3,0.4
