segment_source,segment_edge_id,planner_edge_id,src,dst,num_initiation_samples,min_initiation_distance,median_initiation_distance,distance_scale,state_conditioned_risk_score,state_conditioned_risk_penalty,episode_id,replan_index,current_cluster
graph,0,0,1,3,54,2.91911244392395,21.202938079833984,2.91911244392395,0.6321205588285577,0.15803013970713942,0,0,1
bank,3,3,1,0,128,0.408990740776062,27.12362289428711,2.91911244392395,0.13073557115397205,0.03268389278849301,0,0,1
bank,4,4,1,2,128,2.076274871826172,23.37239646911621,2.91911244392395,0.5089794182087473,0.12724485455218681,0,0,1
bank,5,5,1,3,54,2.91911244392395,21.202938079833984,2.91911244392395,0.6321205588285577,0.15803013970713942,0,0,1
bank,6,6,1,20,56,12.823959350585938,23.104530334472656,2.91911244392395,0.9876376809298523,0.24690942023246307,0,0,1
bank,7,7,1,21,128,0.35920295119285583,26.407672882080078,2.91911244392395,0.11578241692668911,0.02894560423167228,0,0,1
bank,8,8,1,22,57,10.897655487060547,25.373714447021484,2.91911244392395,0.9760840226229249,0.24402100565573123,0,0,1
bank,9,9,2,0,29,1.372180700302124,26.46677589416504,1.566208004951477,0.58360315361416,0.14590078840354,0,1,2
bank,10,10,2,1,128,1.372180700302124,24.821712493896484,1.566208004951477,0.58360315361416,0.14590078840354,0,1,2
bank,11,11,2,3,128,1.566208004951477,19.75760841369629,1.566208004951477,0.6321205588285577,0.15803013970713942,0,1,2
bank,12,12,2,4,76,1.583503007888794,21.406795501708984,1.566208004951477,0.636160555953813,0.15904013898845326,0,1,2
bank,13,13,2,21,128,3.8533778190612793,12.77903938293457,1.566208004951477,0.9145926532455938,0.22864816331139845,0,1,2
bank,14,14,2,22,128,1.897615909576416,13.01655387878418,1.566208004951477,0.702279129821761,0.17556978245544025,0,1,2
bank,15,15,2,23,14,1.566208004951477,18.409278869628906,1.566208004951477,0.6321205588285577,0.15803013970713942,0,1,2
bank,9,9,2,0,29,1.8407502174377441,26.234397888183594,2.0367493629455566,0.5949596744983665,0.14873991862459163,0,2,2
bank,10,10,2,1,128,1.8407502174377441,24.728281021118164,2.0367493629455566,0.5949596744983665,0.14873991862459163,0,2,2
bank,11,11,2,3,128,2.0367493629455566,19.389686584472656,2.0367493629455566,0.6321205588285577,0.15803013970713942,0,2,2
bank,12,12,2,4,76,2.055511474609375,21.490428924560547,2.0367493629455566,0.6354938269773343,0.15887345674433356,0,2,2
bank,13,13,2,21,128,4.160862445831299,12.992810249328613,2.0367493629455566,0.8703470095705969,0.2175867523926492,0,2,2
bank,14,14,2,22,128,2.3605148792266846,13.284615516662598,2.0367493629455566,0.6861882151671177,0.17154705379177942,0,2,2
bank,15,15,2,23,14,2.0367493629455566,18.699871063232422,2.0367493629455566,0.6321205588285577,0.15803013970713942,0,2,2
bank,9,9,2,0,29,1.4870707988739014,25.848285675048828,1.3958193063735962,0.6554013458866956,0.1638503364716739,0,3,2
bank,10,10,2,1,128,1.1001405715942383,23.88283348083496,1.3958193063735962,0.5453231489984097,0.13633078724960243,0,3,2
bank,11,11,2,3,128,1.2159812450408936,19.49711799621582,1.3958193063735962,0.5815339423587054,0.14538348558967634,0,3,2
bank,12,12,2,4,76,1.4672768115997314,20.36994171142578,1.3958193063735962,0.6504798101048347,0.16261995252620867,0,3,2
bank,13,13,2,21,128,2.58797550201416,11.532377243041992,1.3958193063735962,0.8434047195523009,0.21085117988807522,0,3,2
bank,14,14,2,22,128,1.3958193063735962,11.735492706298828,1.3958193063735962,0.6321205588285577,0.15803013970713942,0,3,2
bank,15,15,2,23,14,1.1807438135147095,17.713958740234375,1.3958193063735962,0.5708352994592136,0.1427088248648034,0,3,2
graph,0,0,1,3,54,3.1263439655303955,20.348533630371094,3.1263439655303955,0.6321205588285577,0.15803013970713942,0,4,1
bank,3,3,1,0,128,0.31108933687210083,26.827129364013672,3.1263439655303955,0.09471529486383634,0.023678823715959085,0,4,1
bank,4,4,1,2,128,2.2673757076263428,22.75489044189453,3.1263439655303955,0.5157956834174711,0.12894892085436777,0,4,1
bank,5,5,1,3,54,3.1263439655303955,20.348533630371094,3.1263439655303955,0.6321205588285577,0.15803013970713942,0,4,1
bank,6,6,1,20,56,11.94412899017334,22.370840072631836,3.1263439655303955,0.9780826826427478,0.24452067066068695,0,4,1
bank,7,7,1,21,128,0.704647958278656,25.406715393066406,3.1263439655303955,0.20179547168590029,0.05044886792147507,0,4,1
bank,8,8,1,22,57,11.169790267944336,24.370271682739258,3.1263439655303955,0.9719227695925559,0.24298069239813896,0,4,1
bank,118,118,22,0,5,1.6078531742095947,1.6412200927734375,1.5434675812721252,0.6471509373822523,0.16178773434556307,0,5,22
bank,119,119,22,1,77,1.5561174154281616,2.4569859504699707,1.5434675812721252,0.6351232756329739,0.15878081890824347,0,5,22
bank,120,120,22,2,128,1.5308177471160889,11.924495697021484,1.5434675812721252,0.6290931314640937,0.15727328286602343,0,5,22
bank,121,121,22,3,97,1.5308177471160889,22.381010055541992,1.5434675812721252,0.6290931314640937,0.15727328286602343,0,5,22
bank,122,122,22,21,128,1.5561174154281616,10.412015914916992,1.5434675812721252,0.6351232756329739,0.15878081890824347,0,5,22
bank,123,123,22,23,18,1.5308177471160889,22.854032516479492,1.5434675812721252,0.6290931314640937,0.15727328286602343,0,5,22
bank,118,118,22,0,5,1.8006806373596191,1.8298765420913696,1.788176715373993,0.6346840026786074,0.15867100066965184,0,6,22
bank,119,119,22,1,77,1.7897635698318481,2.675668954849243,1.788176715373993,0.6324468756736412,0.1581117189184103,0,6,22
bank,120,120,22,2,128,1.7865898609161377,12.014789581298828,1.788176715373993,0.6317939522765545,0.15794848806913864,0,6,22
bank,121,121,22,3,97,1.7865898609161377,22.570505142211914,1.788176715373993,0.6317939522765545,0.15794848806913864,0,6,22
bank,122,122,22,21,128,1.7897635698318481,10.06088924407959,1.788176715373993,0.6324468756736412,0.1581117189184103,0,6,22
bank,123,123,22,23,18,1.7865898609161377,23.040729522705078,1.788176715373993,0.6317939522765545,0.15794848806913864,0,6,22
graph,0,0,1,3,54,3.1819586753845215,20.577890396118164,3.1819586753845215,0.6321205588285577,0.15803013970713942,0,7,1
bank,3,3,1,0,128,0.08518341928720474,26.999128341674805,3.1819586753845215,0.026415589549258045,0.006603897387314511,0,7,1
bank,4,4,1,2,128,2.3146443367004395,22.91236686706543,3.1819586753845215,0.5168497171107644,0.1292124292776911,0,7,1
bank,5,5,1,3,54,3.1819586753845215,20.577890396118164,3.1819586753845215,0.6321205588285577,0.15803013970713942,0,7,1
bank,6,6,1,20,56,12.173828125,22.594144821166992,3.1819586753845215,0.978201003343182,0.2445502508357955,0,7,1
bank,7,7,1,21,128,0.546455442905426,25.62890625,3.1819586753845215,0.15779814121226998,0.039449535303067496,0,7,1
bank,8,8,1,22,57,11.232880592346191,24.592008590698242,3.1819586753845215,0.9707003006766755,0.24267507516916886,0,7,1
bank,0,0,0,1,128,0.8036141395568848,24.76500701904297,12.83222770690918,0.06070405486092689,0.015176013715231723,1,0,0
bank,1,1,0,20,128,12.83222770690918,23.158689498901367,12.83222770690918,0.6321205588285577,0.15803013970713942,1,0,0
bank,2,2,0,21,55,12.83222770690918,26.68857765197754,12.83222770690918,0.6321205588285577,0.15803013970713942,1,0,0
bank,0,0,0,1,128,0.5892447233200073,24.727413177490234,12.838059425354004,0.04486087686054385,0.011215219215135963,1,1,0
bank,1,1,0,20,128,12.838059425354004,23.138612747192383,12.838059425354004,0.6321205588285577,0.15803013970713942,1,1,0
bank,2,2,0,21,55,12.838059425354004,26.634105682373047,12.838059425354004,0.6321205588285577,0.15803013970713942,1,1,0
bank,0,0,0,1,128,0.5882960557937622,24.731651306152344,12.843318939208984,0.04477236896033032,0.01119309224008258,1,2,0
bank,1,1,0,20,128,12.843318939208984,23.143442153930664,12.843318939208984,0.6321205588285577,0.15803013970713942,1,2,0
bank,2,2,0,21,55,12.843318939208984,26.638280868530273,12.843318939208984,0.6321205588285577,0.15803013970713942,1,2,0
bank,9,9,2,0,29,1.56014883518219,26.31681251525879,1.7405641078948975,0.5919422890051012,0.1479855722512753,1,3,2
