edge_id,src,dst,num_segments,num_episodes,num_unique_starts,num_unique_terminations,min_h,median_h,mean_h,max_h,num_unique_start_goal_pairs,num_unique_episodes,support_density_per_episode,support_count,reverse_support_raw,reverse_support_certified,reverse_support_count,asymmetry,src_density,dst_density,src_bottleneck_score,dst_bottleneck_score,edge_bottleneck_score,cost,cost_support_unit
0,2,21,197,15,197,19,2,8.0,9.446700507614214,25,197,15,13.133333333333333,197,85,85,85,0.39716312056737446,0.00384,0.001335,0.49557695833984555,0.7000075364621832,0.7000075364621832,8.07124704998791,unique_starts
1,2,42,3,3,3,3,25,25.0,25.0,25,3,3,1.0,3,133,133,133,-0.9558823529411695,0.00384,0.002905,0.49557695833984555,0.49705178564663943,0.49705178564663943,25.577350269189626,unique_starts
2,2,43,129,8,91,13,3,10.0,10.542635658914728,25,129,8,16.125,129,0,0,0,0.9999999999999923,0.00384,0.00192,0.49557695833984555,0.4331654262548746,0.49557695833984555,10.104828483672192,unique_starts
3,2,61,297,20,250,29,1,6.0,7.515151515151516,25,297,20,14.85,297,122,122,122,0.4176610978520276,0.00384,0.0015,0.49557695833984555,0.3710627677939842,0.49557695833984555,6.063245553203368,unique_starts
4,2,113,82,2,18,13,12,19.0,19.134146341463413,25,82,2,41.0,82,0,0,0,0.9999999999999879,0.00384,0.00241,0.49557695833984555,0.4103723565273706,0.49557695833984555,19.235702260395517,unique_starts
5,2,135,20,2,14,3,19,22.0,22.15,25,20,2,10.0,20,0,0,0,0.99999999999995,0.00384,0.00185,0.49557695833984555,0.3995990381287526,0.49557695833984555,22.267261241912426,unique_starts
6,2,136,180,8,63,40,14,23.0,22.344444444444445,25,180,8,22.5,180,303,303,303,-0.2546583850931672,0.00384,0.00209,0.49557695833984555,0.37521778100135,0.49557695833984555,23.12598815766974,unique_starts
7,2,144,82,6,34,19,1,4.0,4.414634146341464,10,82,6,13.666666666666666,82,352,352,352,-0.6221198156682013,0.00384,0.00326,0.49557695833984555,0.4284130917563028,0.49557695833984555,4.171498585142508,unique_starts
8,2,171,12,3,5,8,14,19.0,19.416666666666668,25,12,3,4.0,12,9,9,9,0.14285714285713608,0.00384,0.00343,0.49557695833984555,0.6091865893282263,0.6091865893282263,19.447213595499957,unique_starts
9,2,175,82,6,39,28,1,3.0,3.4146341463414633,7,82,6,13.666666666666666,82,162,162,162,-0.32786885245901504,0.00384,0.00503,0.49557695833984555,0.7573380297747923,0.7573380297747923,3.160128153805087,unique_starts
10,2,179,110,8,110,8,2,9.0,10.454545454545455,25,110,8,13.75,110,76,76,76,0.18279569892473022,0.00384,0.00165,0.49557695833984555,0.5689519284458886,0.5689519284458886,9.09534625892456,unique_starts
