edge_id,src,dst,num_segments,num_episodes,num_unique_starts,num_unique_terminations,min_h,median_h,mean_h,max_h,num_unique_start_goal_pairs,num_unique_episodes,support_density_per_episode,support_count,reverse_support_raw,reverse_support_certified,reverse_support_count,asymmetry,src_density,dst_density,src_bottleneck_score,dst_bottleneck_score,edge_bottleneck_score,cost,cost_support_unit
0,4,6,50,17,30,30,7,10.0,9.44,10,50,17,2.9411764705882355,50,40,40,40,0.11111111111110988,0.0091,0.010255,0.5708371775563242,0.4942256235210543,0.5708371775563242,10.182574185835055,unique_starts
1,4,26,13,4,8,8,8,10.0,9.538461538461538,10,13,4,3.25,13,8,8,8,0.23809523809522679,0.0091,0.00467,0.5708371775563242,0.6157022221184753,0.6157022221184753,10.353553390593273,unique_starts
2,6,4,40,15,25,26,7,10.0,9.5,10,40,15,2.6666666666666665,40,50,50,50,-0.11111111111110988,0.010255,0.0091,0.4942256235210543,0.5708371775563242,0.5708371775563242,10.2,unique_starts
3,6,7,6148,59,1131,1149,1,7.0,6.756994144437216,10,6148,59,104.20338983050847,6148,5706,5706,5706,0.03728699173274844,0.010255,0.010105,0.4942256235210543,0.5426091782944411,0.5426091782944411,7.029735051672502,unique_starts
4,6,26,837,26,148,194,1,7.0,6.4420549581839905,10,837,26,32.19230769230769,837,884,884,884,-0.02730970366066239,0.010255,0.00467,0.4942256235210543,0.6157022221184753,0.6157022221184753,7.082199493652679,unique_starts
5,6,27,100,8,42,25,2,8.0,7.57,10,100,8,12.5,100,329,329,329,-0.5337995337995325,0.010255,0.00359,0.4942256235210543,1.2483050882681392,1.2483050882681392,8.154303349962092,unique_starts
6,7,6,5706,56,1096,1062,1,7.0,6.741675429372591,10,5706,56,101.89285714285714,5706,6148,6148,6148,-0.03728699173274844,0.010105,0.010255,0.5426091782944411,0.4942256235210543,0.5426091782944411,7.030206104666509,unique_starts
7,7,9,36,14,24,24,8,10.0,9.61111111111111,10,36,14,2.5714285714285716,36,128,128,128,-0.5609756097560942,0.010105,0.01447,0.5426091782944411,0.8979178206761399,0.8979178206761399,10.204124145231932,unique_starts
8,7,26,240,14,79,56,1,8.0,7.3375,10,240,14,17.142857142857142,240,319,319,319,-0.14132379248658292,0.010105,0.00467,0.5426091782944411,0.6157022221184753,0.6157022221184753,8.112508790092603,unique_starts
9,7,27,832,31,183,219,1,6.0,6.152644230769231,10,832,31,26.838709677419356,832,626,626,626,0.14128943758573378,0.010105,0.00359,0.5426091782944411,1.2483050882681392,1.2483050882681392,6.073922127095457,unique_starts
10,9,7,128,34,72,74,7,10.0,9.40625,10,128,34,3.764705882352941,128,36,36,36,0.5609756097560942,0.01447,0.010105,0.8979178206761399,0.5426091782944411,0.8979178206761399,10.117851130197758,unique_starts
11,9,10,6723,66,1315,1179,1,7.0,6.74282314442957,10,6723,66,101.86363636363636,6723,7588,7588,7588,-0.06044301586192439,0.01447,0.010545,0.8979178206761399,0.6435638621308869,0.8979178206761399,7.027576371656987,unique_starts
