cluster,num_segments,num_episodes,min_h,median_h,mean_h,max_h
1,11668,72,1,4.0,4.811621528968118,10
3,8384,95,1,4.0,4.221135496183206,10
4,9928,93,1,4.0,4.370769540692989,10
6,11068,109,1,4.0,4.4082038308637514,10
7,10485,107,1,4.0,4.328469241773963,10
9,17747,126,1,4.0,4.698653293514397,10
10,10225,126,1,4.0,4.16440097799511,10
12,17475,88,1,5.0,4.882346208869814,10
32,9830,105,1,4.0,4.73794506612411,10
46,13909,97,1,4.0,4.614494212380473,10
47,10258,84,1,4.0,4.352115422109573,10
86,9733,86,1,4.0,4.476112195623138,10
87,6842,81,1,4.0,4.204618532592809,10
121,10244,80,1,4.0,4.437231550175713,10
126,8490,124,1,4.0,4.103415783274441,10
166,8298,88,1,4.0,4.452759701132803,10
206,7451,116,1,4.0,4.163333780700577,10
207,7716,117,1,4.0,4.296267496111975,10
212,6285,86,1,3.0,3.901829753381066,10
218,8455,113,1,4.0,4.151153163808398,10
221,7817,88,1,4.0,4.287450428553154,10
229,6349,75,1,3.0,3.9773192628760436,10
232,11354,133,1,4.0,4.203716751805531,10
233,7680,121,1,3.0,4.014192708333334,10
235,9248,97,1,4.0,4.20242214532872,10
252,7841,98,1,4.0,4.396505547761765,10
261,9275,69,1,4.0,4.533369272237197,10
272,12724,104,1,4.0,4.47925180760767,10
301,11324,120,1,4.0,4.483398092546803,10
306,8995,92,1,4.0,4.344858254585881,10
312,21358,120,1,4.0,4.741876580204139,10
313,10474,145,1,3.0,3.983196486538094,10
315,8357,89,1,4.0,4.5731721909776235,10
341,11003,75,1,4.0,4.758520403526311,10
352,19249,116,1,4.0,4.792976258506935,10
372,9059,112,1,4.0,4.610884203554476,10
387,8219,94,1,4.0,4.378634870422193,10
389,14509,120,1,4.0,4.589840788476118,10
390,10347,124,1,4.0,4.220547018459457,10
392,15496,90,1,4.0,4.80072276716572,10
