edge_id,src,dst,num_segments,num_episodes,num_unique_starts,num_unique_terminations,min_h,median_h,mean_h,max_h,num_unique_start_goal_pairs,num_unique_episodes,support_density_per_episode,support_count,reverse_support_raw,reverse_support_certified,reverse_support_count,asymmetry,src_density,dst_density,src_bottleneck_score,dst_bottleneck_score,edge_bottleneck_score,cost,cost_support_unit,repair_score,repair_reason
5685,412,474,64,7,23,28,1,3.0,3.1875,5,64,7,9.142857142857142,64,4,0,0,0.9999999999999843,0.0012,0.002335,0.2056951542298071,0.5662756700833872,0.5662756700833872,3.208514414057075,unique_starts,4.373011274488849,low_compatibility_junction
6539,474,471,60,5,21,24,1,4.0,3.6666666666666665,5,60,5,12.0,60,0,0,0,0.9999999999999832,0.002335,0.002075,0.5662756700833872,0.3616582078716776,0.5662756700833872,4.218217890235993,unique_starts,4.340259815042824,low_compatibility_junction
3138,232,474,35,5,12,19,1,3.0,3.342857142857143,5,35,5,7.0,35,13,13,13,0.4583333333333237,0.0021,0.002335,0.3803225835973342,0.5662756700833872,0.5662756700833872,3.288675134594813,unique_starts,4.328017198354368,low_compatibility_junction
5850,424,474,25,7,14,16,2,4.0,4.24,5,25,7,3.571428571428572,25,8,8,8,0.5151515151514995,0.001685,0.002335,0.4155399882458219,0.5662756700833872,0.5662756700833872,4.267261241912425,unique_starts,4.306025846475144,low_compatibility_junction
5901,427,474,37,3,13,14,1,4.0,3.72972972972973,5,37,3,12.333333333333334,37,0,0,0,0.9999999999999728,0.002075,0.002335,0.296963759177733,0.5662756700833872,0.5662756700833872,4.277350098112614,unique_starts,4.300755448270508,low_compatibility_junction
17,0,474,22,4,5,18,1,3.0,2.9545454545454546,5,22,4,5.5,22,0,0,0,0.9999999999999546,0.001705,0.002335,0.3375990584525463,0.5662756700833872,0.5662756700833872,3.447213595499958,unique_starts,4.286955866564938,low_compatibility_junction
5303,384,474,24,4,11,11,1,4.0,4.0,5,24,4,6.0,24,0,0,0,0.9999999999999584,0.001705,0.002335,0.3805558484640921,0.5662756700833872,0.5662756700833872,4.301511344577763,unique_starts,4.28689769530779,low_compatibility_junction
2507,181,474,19,3,10,8,1,4.0,3.736842105263158,5,19,3,6.333333333333333,19,0,0,0,0.9999999999999476,0.001805,0.002335,0.249959396679601,0.5662756700833872,0.5662756700833872,4.316227766016838,unique_starts,4.270670867119457,low_compatibility_junction
5916,428,474,19,4,5,15,1,4.0,3.473684210526316,5,19,4,4.75,19,3,3,3,0.7272727272726943,0.001345,0.002335,0.2145203410344311,0.5662756700833872,0.5662756700833872,4.447213595499958,unique_starts,4.260910015694648,low_compatibility_junction
5875,425,474,14,4,4,14,1,4.0,3.571428571428572,5,14,4,3.5,14,5,0,0,0.9999999999999286,0.002055,0.002335,0.3903871556634165,0.5662756700833872,0.5662756700833872,4.5,unique_starts,4.245534110639627,low_compatibility_junction
6527,474,232,13,3,5,9,1,4.0,3.5384615384615383,5,13,3,4.333333333333333,13,35,35,35,-0.4583333333333237,0.002335,0.0021,0.5662756700833872,0.3803225835973342,0.5662756700833872,4.447213595499958,unique_starts,4.241920594305127,low_compatibility_junction
4617,331,474,12,3,7,6,2,4.5,4.166666666666667,5,12,3,4.0,12,0,0,0,0.9999999999999166,0.00202,0.002335,0.4149076743819239,0.5662756700833872,0.5662756700833872,4.877964473009227,unique_starts,4.239544040550339,low_compatibility_junction
6538,474,428,3,2,2,3,1,2.0,2.6666666666666665,5,3,2,1.5,3,19,19,19,-0.7272727272726943,0.002335,0.001345,0.5662756700833872,0.2145203410344311,0.5662756700833872,2.7071067811865475,unique_starts,4.232700753707026,low_compatibility_junction
