cluster,selected,selection_method,density,bottleneck_score,rank_density,rank_bottleneck
0,False,bottleneck,0.003585,0.1981613373336255,120,175
1,False,bottleneck,0.00907,0.3105222003345024,21,150
2,False,bottleneck,0.00347,0.248928149968278,125,165
3,True,bottleneck,0.0082,0.44934035023466784,28,105
4,True,bottleneck,0.0091,0.495599078783463,19,94
5,False,bottleneck,0.00468,0.29602237941926685,92,156
6,True,bottleneck,0.010255,0.527723816805098,13,87
7,True,bottleneck,0.010105,0.5800016512476838,15,75
8,True,bottleneck,0.00467,0.7368347664948858,93,58
9,True,bottleneck,0.01447,0.9798789539186675,3,27
10,True,bottleneck,0.010545,0.9515908662170119,11,30
11,True,bottleneck,0.00518,0.6020644764586397,75,72
12,True,bottleneck,0.01313,0.4474103966327606,4,107
13,False,bottleneck,0.005725,0.3308203884562842,61,141
17,False,bottleneck,1.5e-05,0.0006832157982757903,258,256
18,False,bottleneck,0.00224,0.1251634700936502,155,198
19,False,bottleneck,0.00079,0.03732134718626137,212,227
20,False,bottleneck,0.001795,0.12183921439090985,166,199
21,False,bottleneck,0.003125,0.28164392728826876,134,159
22,False,bottleneck,0.000645,0.10077736187107512,220,210
23,False,bottleneck,0.00144,0.07158748424880382,180,220
24,False,bottleneck,0.00069,0.10856943058999785,216,205
25,False,bottleneck,0.001285,0.1893962725362772,191,178
26,True,bottleneck,0.00467,0.4274512616602158,94,116
27,True,bottleneck,0.00359,1.0828043461587458,119,18
28,True,bottleneck,0.000865,0.5057185921123419,208,92
29,True,bottleneck,0.001155,0.5088179125338907,198,90
30,True,bottleneck,0.001225,0.5622489774048703,194,80
31,True,bottleneck,0.00336,0.5982246085458549,128,74
32,True,bottleneck,0.007805,0.8349615336791261,31,38
33,False,bottleneck,0.00316,0.3948949616935551,133,124
34,False,bottleneck,4.5e-05,0.005819675670039435,249,245
37,False,bottleneck,8.5e-05,0.018269245769613175,246,236
38,False,bottleneck,0.001305,0.18041463157522547,190,180
39,False,bottleneck,0.000655,0.035464324130274234,219,230
40,False,bottleneck,0.00354,0.15280578865533592,122,184
41,False,bottleneck,0.005345,0.36317247873302333,69,132
42,False,bottleneck,2.5e-05,0.003337876157666688,253,252
45,False,bottleneck,2e-05,0.0024817995123727473,255,254
46,True,bottleneck,0.01195,1.0604081513013455,8,21
47,True,bottleneck,0.009835,0.9590872207793941,16,29
52,False,bottleneck,0.00558,0.34062432241153573,63,137
53,True,bottleneck,0.00707,0.7490868448401176,42,54
54,True,bottleneck,0.00308,1.5516718788917903,135,1
55,True,bottleneck,0.0048,1.4228396388268674,89,3
56,True,bottleneck,0.002965,1.2444405616543697,137,8
57,False,bottleneck,0.002645,0.3814749436366416,148,128
58,False,bottleneck,0.004235,0.232093452891502,101,169
59,False,bottleneck,0.000695,0.04556790574666595,215,224
60,False,bottleneck,0.000965,0.16281902860120698,205,183
61,False,bottleneck,0.001925,0.2549376228338338,164,164
62,False,bottleneck,2e-05,0.003424306581175763,256,251
66,True,bottleneck,0.00398,0.8282678518212147,109,41
67,True,bottleneck,0.003255,0.6389791682130053,130,66
72,False,bottleneck,0.000395,0.03275729343250973,233,231
73,False,bottleneck,0.00067,0.08043723255284312,218,219
74,False,bottleneck,0.00103,0.2126829165222333,204,173
75,False,bottleneck,0.00076,0.17886763172855485,213,181
76,False,bottleneck,0.00064,0.13905828168838782,221,192
77,False,bottleneck,0.000205,0.08261755544659065,240,218
78,False,bottleneck,0.00043,0.03959863155653046,229,225
79,False,bottleneck,0.000225,0.015001758510818131,239,240
80,False,bottleneck,0.00317,0.2851518831751133,132,158
81,False,bottleneck,0.00449,0.3826024811002415,98,127
86,True,bottleneck,0.008785,0.8609375278959072,22,36
87,True,bottleneck,0.00718,1.05828826381053,40,22
100,False,bottleneck,0.00176,0.12672004962367955,170,197
