cluster,num_segments,num_episodes,min_h,median_h,mean_h,max_h
3,5832,95,1,3.0,2.74519890260631,5
4,6679,93,1,3.0,2.7680790537505615,5
6,7370,109,1,3.0,2.756987788331072,5
7,7118,106,1,3.0,2.7416409103680808,5
8,3105,105,1,3.0,2.6863123993558777,5
9,11039,126,1,3.0,2.8056889210979254,5
10,7194,126,1,3.0,2.711148179038087,5
11,3644,100,1,3.0,2.7384742041712404,5
12,10372,88,1,3.0,2.8410142691862705,5
26,3242,85,1,3.0,2.733497840838988,5
27,2459,74,1,3.0,2.7295648637657584,5
28,456,28,1,2.0,2.5767543859649122,5
29,665,31,1,2.0,2.5969924812030074,5
30,621,41,1,2.0,2.4798711755233493,5
31,2402,59,1,3.0,2.7647793505412155,5
32,6042,105,1,3.0,2.8247269116186695,5
46,8824,97,1,3.0,2.791251133272892,5
47,6921,84,1,3.0,2.748446756249097,5
53,5137,103,1,3.0,2.772824605801051,5
54,1977,70,1,2.0,2.671219018715225,5
55,3484,69,1,3.0,2.772675086107922,5
56,1898,61,1,2.0,2.654899894625922,5
66,2683,81,1,3.0,2.737607156168468,5
67,2112,67,1,3.0,2.7211174242424243,5
86,6372,86,1,3.0,2.76789077212806,5
87,4758,81,1,3.0,2.7023959646910467,5
101,2006,47,1,3.0,2.7318045862412763,5
106,3094,83,1,3.0,2.729153199741435,5
107,1997,72,1,2.0,2.6104156234351525,5
121,6776,80,1,3.0,2.761806375442739,5
122,2136,58,1,3.0,2.728932584269663,5
123,3792,81,1,3.0,2.6719409282700424,5
124,4607,84,1,3.0,2.700021706099414,5
125,2399,72,1,3.0,2.7090454355981657,5
126,6035,124,1,3.0,2.6969345484672744,5
127,3229,63,1,2.0,2.625270981728089,5
144,1443,40,1,2.0,2.5613305613305615,5
145,1223,36,1,3.0,2.7473426001635324,5
146,4241,109,1,3.0,2.695119075689696,5
147,2137,59,1,2.0,2.601310248011231,5
157,3359,45,1,3.0,2.8675200952664484,5
166,5451,88,1,3.0,2.753072830673271,5
167,3243,63,1,2.0,2.6651248843663273,5
178,4485,84,1,3.0,2.76164994425864,5
186,4896,94,1,3.0,2.739174836601307,5
187,3233,71,1,2.0,2.6702752861119703,5
198,4944,93,1,3.0,2.763551779935275,5
203,2289,68,1,2.0,2.6068152031454783,5
204,3270,74,1,2.0,2.6556574923547402,5
205,1867,57,1,3.0,2.7080878414568827,5
206,5225,116,1,3.0,2.6999043062200956,5
207,5258,117,1,3.0,2.721186763027767,5
208,2649,63,1,3.0,2.7659494148735373,5
209,3640,87,1,2.0,2.6244505494505495,5
210,3782,91,1,3.0,2.6858804865150714,5
212,4661,86,1,2.0,2.64170778802832,5
213,2697,75,1,2.0,2.628476084538376,5
214,1189,49,1,2.0,2.6248948696383514,5
215,4071,77,1,2.0,2.657577990665684,5
216,2500,77,1,2.0,2.6468,5
217,3031,74,1,3.0,2.772682283074893,5
218,5955,113,1,3.0,2.7205709487825356,5
221,5344,88,1,3.0,2.7292290419161676,5
222,1117,45,1,2.0,2.6365264100268577,5
223,2983,56,1,2.0,2.610794502179014,5
224,3662,58,1,2.0,2.671764063353359,5
225,860,37,1,2.0,2.619767441860465,5
226,3645,64,1,2.0,2.639506172839506,5
227,3252,59,1,2.0,2.646678966789668,5
228,1019,43,1,2.0,2.617271835132483,5
229,4637,75,1,2.0,2.654518007332327,5
230,3645,70,1,2.0,2.6087791495198904,5
231,1686,60,1,3.0,2.6725978647686834,5
232,7904,133,1,3.0,2.695723684210526,5
233,5558,121,1,2.0,2.663727959697733,5
234,1740,72,1,2.0,2.6057471264367815,5
235,6444,97,1,3.0,2.6944444444444446,5
236,3459,88,1,2.0,2.618386816999133,5
241,3117,73,1,3.0,2.67404555662496,5
252,5222,98,1,3.0,2.7481807736499424,5
260,3262,66,1,3.0,2.706928264868179,5
261,5988,69,1,3.0,2.768370073480294,5
272,8333,104,1,3.0,2.7693507740309613,5
273,4364,64,1,3.0,2.7170027497708524,5
281,3463,91,1,3.0,2.7138319376263356,5
292,4181,108,1,3.0,2.6962449174838556,5
293,3089,90,1,3.0,2.706053739074134,5
294,1021,33,1,3.0,2.725759059745348,5
300,3437,72,1,3.0,2.680826302007565,5
301,7408,120,1,3.0,2.775917926565875,5
302,2617,86,1,3.0,2.6931601069927398,5
303,3331,87,1,3.0,2.674872410687481,5
304,3436,75,1,3.0,2.7127473806752036,5
305,3026,72,1,3.0,2.7531394580304034,5
306,6071,92,1,3.0,2.749299950584747,5
312,13120,120,1,3.0,2.8121951219512193,5
313,7644,145,1,3.0,2.6780481423338567,5
314,2530,90,1,2.0,2.6600790513833994,5
315,5358,89,1,3.0,2.784434490481523,5
316,3265,83,1,3.0,2.693415007656968,5
317,3588,76,1,3.0,2.7879041248606464,5
321,2475,67,1,3.0,2.7006060606060607,5
326,3947,64,1,3.0,2.816316189511021,5
332,4314,109,1,3.0,2.724849327770051,5
333,1595,50,1,3.0,2.6940438871473353,5
338,2714,52,1,3.0,2.803610906411201,5
347,3615,45,1,3.0,2.7983402489626554,5
352,11678,116,1,3.0,2.8277958554547014,5
353,3575,68,1,2.0,2.6475524475524477,5
358,4379,47,1,3.0,2.869376569993149,5
367,2850,74,1,3.0,2.7442105263157894,5
368,1689,55,1,3.0,2.700414446417999,5
372,5743,112,1,3.0,2.8001044750130593,5
378,1319,26,1,3.0,2.78013646702047,5
387,5510,94,1,3.0,2.7626134301270415,5
388,2540,97,1,2.0,2.648425196850394,5
389,9269,119,1,3.0,2.7779695760060417,5
390,7196,124,1,3.0,2.7285992217898833,5
391,2824,88,1,3.0,2.7106940509915014,5
392,9392,90,1,3.0,2.820272572402044,5
