query_id,src,dst,reachable,path_edges_count,path_cost,path_nodes,path_edge_ids
0,229,404,True,3,20.91221689648704,229 157 402 404,2789 1844 4745
1,84,119,True,2,17.40293876296925,84 115 119,950 1222
2,385,369,True,3,19.615403533117213,385 157 28 369,4530 1810 412
3,402,500,True,5,25.152711071357366,402 7 196 207 303 500,4710 101 2456 2628 3742
4,389,98,True,3,15.711243481045404,389 385 232 98,4625 4536 2861
5,311,203,True,5,24.215949646896167,311 87 196 207 303 203,3816 998 2456 2628 3737
6,184,40,True,5,39.33770422421192,184 315 173 73 362 40,2367 3849 2136 840 4335
7,246,495,True,4,24.672522207358686,246 10 173 73 495,3027 180 2136 843
8,147,26,True,2,22.82978222657524,147 227 26,1698 2735
9,39,73,True,4,16.49032150174356,39 117 10 173 73,538 1251 180 2136
10,389,319,True,2,16.921128370301318,389 21 319,4612 287
11,143,271,True,4,18.068567684117323,143 163 410 164 271,1611 1895 4880 1921
12,509,385,True,3,18.991217414927696,509 361 217 385,5783 4317 2684
13,252,244,True,3,20.3618073195658,252 371 316 244,3200 4404 3884
14,494,172,True,5,19.719024918626538,494 474 163 410 164 172,5637 5409 1895 4880 1916
15,478,261,True,2,16.54046407632399,478 113 261,5445 1184
16,440,117,True,3,13.404700538379252,440 263 405 117,5206 3355 4816
