cluster,num_segments,num_episodes,min_h,median_h,mean_h,max_h
1,11668,72,1,4.0,4.811621528968118,10
3,8384,95,1,4.0,4.221135496183206,10
4,9928,93,1,4.0,4.370769540692989,10
6,11068,109,1,4.0,4.4082038308637514,10
7,10485,107,1,4.0,4.328469241773963,10
9,17747,126,1,4.0,4.698653293514397,10
10,10225,126,1,4.0,4.16440097799511,10
11,5242,100,1,4.0,4.217665013353682,10
12,17475,88,1,5.0,4.882346208869814,10
13,5284,47,1,3.0,4.032740348221044,10
32,9830,105,1,4.0,4.73794506612411,10
41,6798,49,1,4.0,4.744042365401588,10
46,13909,97,1,4.0,4.614494212380473,10
47,10258,84,1,4.0,4.352115422109573,10
52,6791,64,1,4.0,4.732145486673539,10
53,7716,103,1,4.0,4.406817003628823,10
86,9733,86,1,4.0,4.476112195623138,10
87,6842,81,1,4.0,4.204618532592809,10
121,10244,80,1,4.0,4.437231550175713,10
123,5154,81,1,3.0,3.954986418315871,10
124,6430,84,1,4.0,4.085225505443235,10
126,8490,124,1,4.0,4.103415783274441,10
127,4355,63,1,3.0,3.900803673938002,10
146,5957,109,1,4.0,4.0958536175927485,10
166,8298,88,1,4.0,4.452759701132803,10
178,6769,84,1,4.0,4.422957600827301,10
186,7302,94,1,4.0,4.3672966310599834,10
187,4689,71,1,4.0,4.232672211558968,10
198,7470,93,1,4.0,4.424497991967871,10
204,4411,74,1,3.0,3.9013829063704377,10
206,7451,116,1,4.0,4.163333780700577,10
207,7716,117,1,4.0,4.296267496111975,10
209,4837,87,1,3.0,3.8147612156295225,10
210,5369,91,1,4.0,4.145650959210281,10
212,6285,86,1,3.0,3.901829753381066,10
215,5612,77,1,3.0,4.002672843905916,10
218,8455,113,1,4.0,4.151153163808398,10
221,7817,88,1,4.0,4.287450428553154,10
224,5164,58,1,4.0,4.11831913245546,10
226,4960,64,1,3.0,3.944758064516129,10
227,4530,59,1,3.0,4.06158940397351,10
229,6349,75,1,3.0,3.9773192628760436,10
230,4849,70,1,3.0,3.8420292843885337,10
232,11354,133,1,4.0,4.203716751805531,10
233,7680,121,1,3.0,4.014192708333334,10
235,9248,97,1,4.0,4.20242214532872,10
236,4519,88,1,3.0,3.7446337685328612,10
252,7841,98,1,4.0,4.396505547761765,10
261,9275,69,1,4.0,4.533369272237197,10
272,12724,104,1,4.0,4.47925180760767,10
273,6339,64,1,4.0,4.252879002997318,10
281,4985,91,1,4.0,4.202808425275827,10
292,6031,108,1,4.0,4.2061018073288015,10
300,4766,72,1,3.0,4.039446076374318,10
301,11324,120,1,4.0,4.483398092546803,10
306,8995,92,1,4.0,4.344858254585881,10
307,5670,37,1,4.0,4.3883597883597885,10
312,21358,120,1,4.0,4.741876580204139,10
313,10474,145,1,3.0,3.983196486538094,10
315,8357,89,1,4.0,4.5731721909776235,10
318,7809,73,1,4.0,4.692534255346395,10
326,6296,64,1,4.0,4.662484116899619,10
332,6214,109,1,4.0,4.2067911168329575,10
340,5155,62,1,4.0,4.2709990300678955,10
341,11003,75,1,4.0,4.758520403526311,10
346,6162,56,1,4.0,4.466244725738397,10
352,19249,116,1,4.0,4.792976258506935,10
353,4846,68,1,3.0,3.9312835328105655,10
358,7536,47,1,5.0,4.963375796178344,10
361,6467,77,1,4.0,4.704963661666924,10
372,9059,112,1,4.0,4.610884203554476,10
381,6041,60,1,4.0,4.629862605528886,10
383,5489,70,1,4.0,4.203315722353799,10
384,6354,71,1,4.0,4.495121183506453,10
386,6649,77,1,4.0,4.339148744172056,10
387,8219,94,1,4.0,4.378634870422193,10
389,14509,120,1,4.0,4.589840788476118,10
390,10347,124,1,4.0,4.220547018459457,10
392,15496,90,1,4.0,4.80072276716572,10
393,5048,47,1,4.0,4.072503961965134,10
