query_id,src,dst,reachable,path_edges_count,path_cost,path_nodes,path_edge_ids
0,158,212,True,8,32.28918076963254,158 178 197 217 236 235 234 233 212,431 453 472 574 677 672 667 657
1,203,303,True,7,28.974230575732967,203 222 221 241 261 281 282 303,500 602 599 702 726 750 760
2,1,12,True,11,44.70057550726598,1 2 3 4 5 6 7 8 9 10 11 12,4 9 13 17 22 27 32 36 40 45 49
3,392,381,True,11,44.8790731543082,392 391 390 389 388 387 386 385 384 383 382 381,1131 1126 1122 1117 1113 1109 1104 1100 1096 1091 1087
4,41,9,True,9,36.776383351080504,41 21 2 3 4 5 6 7 8 9,158 73 9 13 17 22 27 32 36
5,347,353,True,8,32.62079405173134,347 367 368 389 390 391 372 352 353,981 1039 1046 1118 1123 1125 1059 984
6,283,384,True,8,31.84883722188205,283 304 305 326 346 366 386 385 384,765 856 862 937 975 1034 1104 1100
7,367,292,True,9,36.62570455724822,367 368 389 390 391 372 352 332 312 292,1039 1046 1118 1123 1125 1059 982 944 877
8,381,392,True,11,44.82570291774885,381 382 383 384 385 386 387 388 389 390 391 392,1083 1088 1092 1097 1101 1105 1110 1114 1118 1123 1127
9,384,383,True,1,4.0541530361073885,384 383,1096
10,315,229,True,7,28.708018374275312,315 294 273 252 251 231 230 229,894 802 735 708 704 646 641
11,238,132,False,0,inf,,
12,30,126,True,8,32.857252604175656,30 9 8 27 47 67 86 106 126,120 39 37 109 174 228 265 291
13,223,340,True,8,32.79608692832463,223 222 221 241 261 281 301 321 340,607 602 599 702 726 752 841 929
14,227,47,True,9,36.80318979422079,227 206 186 166 146 126 106 86 66 47,623 512 460 437 394 330 287 263 221
15,387,301,True,8,33.13710451826253,387 367 347 326 305 304 303 302 301,1107 1037 977 933 859 855 850 845
16,300,366,True,8,32.67678108145015,300 301 302 303 304 305 326 346 366,832 839 846 851 856 862 937 975
17,227,312,True,8,32.3588684787437,227 228 229 230 231 252 272 292 312,627 632 637 642 649 710 733 792
18,124,7,True,7,28.977512984877087,124 125 106 86 66 46 26 7,320 323 287 263 220 165 97
19,380,201,True,9,36.83486604330782,380 360 340 320 300 281 261 241 221 201,1076 1001 960 920 831 748 723 697 594
20,306,201,True,8,33.283906482361644,306 305 304 283 282 261 241 221 201,866 859 852 761 754 723 697 594
21,144,1,True,9,36.99111622416048,144 123 122 121 101 81 61 41 21 1,383 314 310 303 278 259 216 158 72
22,260,383,True,7,28.825691771937684,260 280 301 321 341 361 382 383,720 746 841 930 970 1013 1088
23,10,40,True,10,41.02951324473709,10 9 8 7 6 5 24 23 22 21 40,44 39 35 31 26 23 88 85 81 76
24,384,304,True,6,25.1135151298308,384 385 366 346 326 305 304,1097 1099 1031 972 933 859
25,127,4,True,7,28.925036738990627,127 107 86 66 46 26 5 4,337 293 263 220 165 95 21
26,318,392,True,9,36.70147098628692,318 317 316 315 314 313 332 352 372 392,914 907 902 897 892 887 947 985 1063
