query_id,src,dst,reachable,path_edges_count,path_cost,path_nodes,path_edge_ids,ep_id,num_virtual_edges_used,num_real_option_edges_used,virtual_edge_ratio
0,158,212,True,5,46.539736060114514,158 198 217 215 214 212,-1 212 305 292 -1,0,2,3,0.4
1,203,303,True,4,37.50841260163617,203 221 241 281 303,-1 320 406 -1,1,2,2,0.5
2,1,12,True,6,57.56632371894054,1 3 5 7 8 10 12,-1 3 11 21 28 -1,2,2,4,0.3333333333333333
3,392,381,True,6,57.64041022913567,392 390 388 386 384 383 381,-1 574 566 558 555 -1,3,2,4,0.3333333333333333
4,41,9,True,10,91.30892333722184,41 81 121 123 124 126 106 86 46 27 9,-1 135 159 165 168 170 147 136 104 -1,4,2,8,0.2
5,347,353,True,5,47.63150579676057,347 367 389 390 372 353,-1 542 572 573 -1,5,2,3,0.4
6,283,384,True,5,47.97792159189302,283 301 341 361 383 384,-1 454 517 536 -1,6,2,3,0.4
7,367,292,True,5,47.92018093135539,367 389 390 372 332 292,-1 572 573 543 -1,7,2,3,0.4
8,381,392,True,6,57.717711480535485,381 383 384 386 388 390 392,-1 554 556 560 569 -1,8,2,4,0.3333333333333333
9,384,383,True,1,10.0,384 383,-1,9,1,0,1.0
10,315,229,True,5,44.36704276774322,315 293 273 252 231 229,-1 442 425 407 -1,10,2,3,0.4
11,238,132,False,0,inf,,,11,0,0,0.0
12,30,126,True,5,46.772682934480954,30 8 27 46 86 126,-1 30 73 107 -1,12,2,3,0.4
13,223,340,True,6,51.64175569471322,223 221 241 281 301 321 340,-1 320 406 433 453 -1,13,2,4,0.3333333333333333
14,227,47,True,9,69.55373729929141,227 206 186 166 146 126 107 87 67 47,-1 233 201 188 180 171 154 142 -1,14,2,7,0.2222222222222222
15,387,301,True,6,54.498817561199786,387 367 347 326 305 303 301,-1 538 521 500 461 -1,15,2,4,0.3333333333333333
16,300,366,True,6,55.677060552413366,300 301 303 305 326 346 366,-1 452 457 465 503 -1,16,2,4,0.3333333333333333
17,227,312,True,6,57.2855777272009,227 208 209 231 252 292 312,-1 252 263 369 412 -1,17,2,4,0.3333333333333333
18,124,7,True,6,51.68057089569355,124 126 106 86 46 26 7,-1 170 147 136 103 -1,18,2,4,0.3333333333333333
19,380,201,True,7,62.20363007744439,380 361 341 301 281 241 221 201,-1 534 514 450 429 402 -1,19,2,5,0.2857142857142857
20,306,201,True,7,61.77602273422079,306 304 303 301 281 241 221 201,-1 458 455 450 429 402 -1,20,2,5,0.2857142857142857
21,144,1,True,9,76.17480433280342,144 146 126 106 86 46 26 4 3 1,-1 180 170 147 136 103 60 4 -1,21,2,7,0.2222222222222222
22,260,383,True,5,44.633173364929256,260 281 301 341 361 383,-1 433 454 517 -1,22,2,3,0.4
23,10,40,False,0,inf,,,23,0,0,0.0
24,384,304,True,6,50.38846389580887,384 386 367 347 326 306 304,-1 557 538 521 501 -1,24,2,4,0.3333333333333333
25,127,4,True,5,44.62431650064724,127 106 86 46 26 4,-1 147 136 103 -1,25,2,3,0.4
26,318,392,True,6,55.77393900251768,318 316 315 313 353 372 392,-1 487 484 482 531 -1,26,2,4,0.3333333333333333
27,229,124,True,5,42.214554209961406,229 207 187 166 146 124,-1 243 206 188 -1,27,2,3,0.4
28,301,227,True,6,60.3154790470266,301 281 241 222 224 226 227,-1 429 403 325 338 -1,28,2,4,0.3333333333333333
29,198,230,True,5,46.584815451767994,198 217 215 213 212 230,-1 305 291 278 -1,29,2,3,0.4
30,215,135,False,0,inf,,,30,0,0,0.0
31,221,381,True,5,48.010713659000054,221 241 281 301 341 381,-1 406 433 454 -1,31,2,3,0.4
32,124,203,True,5,44.58635513824866,124 146 187 206 205 203,-1 185 209 236 -1,32,2,3,0.4
33,10,40,False,0,inf,,,33,0,0,0.0
34,306,220,True,6,52.368190686400716,306 304 303 301 281 260 220,-1 458 455 450 430 -1,34,2,4,0.3333333333333333
35,55,6,True,5,48.3862233544792,55 53 32 10 8 6,-1 119 87 38 -1,35,2,3,0.4
36,144,0,True,10,86.3709204679416,144 146 126 106 86 46 26 4 3 1 0,-1 180 170 147 136 103 60 4 1 -1,36,2,8,0.2
37,390,252,True,4,41.15470053837925,390 372 332 292 252,-1 543 505 -1,37,2,2,0.5
38,7,187,True,6,55.11829810912673,7 26 46 86 126 146 187,-1 66 107 141 174 -1,38,2,4,0.3333333333333333
39,398,313,False,0,inf,,,39,0,0,0.0
40,76,6,True,6,55.439752127236424,76 54 53 32 10 8 6,-1 126 119 87 38 -1,40,2,4,0.3333333333333333
41,233,138,True,6,53.634857857745835,233 215 217 198 178 158 138,-1 294 304 211 198 -1,41,2,4,0.3333333333333333
42,58,9,False,0,inf,,,42,0,0,0.0
43,381,220,True,6,52.795798029624315,381 361 341 301 281 260 220,-1 534 514 450 430 -1,43,2,4,0.3333333333333333
44,153,238,False,0,inf,,,44,0,0,0.0
45,199,253,True,5,46.602705809335426,199 218 216 215 233 253,-1 313 299 295 -1,45,2,3,0.4
46,153,238,False,0,inf,,,46,0,0,0.0
47,346,260,True,6,56.50261285747942,346 326 305 303 301 300 260,-1 500 461 455 451 -1,47,2,4,0.3333333333333333
48,41,10,True,11,99.46142190755444,41 81 121 123 124 126 106 86 46 27 8 10,-1 135 159 165 168 170 147 136 104 71 -1,48,2,9,0.18181818181818182
49,155,236,False,0,inf,,,49,0,0,0.0
50,3,147,True,6,52.775132370206705,3 5 26 46 87 107 147,-1 12 66 108 145 -1,50,2,4,0.3333333333333333
51,139,212,True,6,56.94798435057838,139 158 198 217 215 214 212,-1 187 212 305 292 -1,51,2,4,0.3333333333333333
52,238,133,False,0,inf,,,52,0,0,0.0
53,386,301,True,5,44.68018422504794,386 384 383 361 341 301,-1 555 552 534 -1,53,2,3,0.4
54,327,260,True,6,54.406656847625655,327 306 305 303 301 300 260,-1 467 461 455 451 -1,54,2,4,0.3333333333333333
55,23,120,True,8,78.87037464219927,23 4 26 46 86 126 124 122 120,-1 7 66 107 141 172 166 -1,55,2,6,0.25
56,358,273,False,0,inf,,,56,0,0,0.0
57,4,52,True,5,48.98046195826803,4 6 8 29 31 52,-1 16 31 80 -1,57,2,3,0.4
58,186,235,True,5,51.0704145627391,186 207 209 231 233 235,-1 247 263 368 -1,58,2,3,0.4
59,223,123,True,7,58.73321804885425,223 205 206 186 166 146 124 123,-1 228 233 201 188 179 -1,59,2,5,0.2857142857142857
60,107,210,True,5,44.52842743617262,107 146 187 207 208 210,-1 185 210 246 -1,60,2,3,0.4
61,358,353,False,0,inf,,,61,0,0,0.0
62,380,392,True,7,68.05104481386883,380 381 383 384 386 388 390 392,-1 551 554 556 560 569 -1,62,2,5,0.2857142857142857
63,209,198,True,5,51.085071254195775,209 231 233 215 217 198,-1 368 381 294 -1,63,2,3,0.4
64,261,347,True,5,48.62737015291337,261 301 303 305 326 347,-1 452 457 465 -1,64,2,3,0.4
65,299,393,True,7,62.43170717124683,299 318 317 315 313 332 352 393,-1 494 490 484 481 508 -1,65,2,5,0.2857142857142857
66,138,232,True,6,56.94798435057838,138 158 198 217 215 214 232,-1 187 212 305 292 -1,66,2,4,0.3333333333333333
67,46,52,True,5,46.919759812245026,46 27 8 29 31 52,-1 71 31 80 -1,67,2,3,0.4
68,152,238,False,0,inf,,,68,0,0,0.0
69,9,127,True,4,37.64176593182971,9 27 47 87 127,-1 74 113 -1,69,2,2,0.5
70,24,53,True,6,55.82516012111037,24 26 8 10 11 32 53,-1 64 28 40 49 -1,70,2,4,0.3333333333333333
71,233,220,True,7,66.50930047427545,233 231 209 207 206 224 222 220,-1 362 257 245 239 336 -1,71,2,5,0.2857142857142857
72,19,13,False,0,inf,,,72,0,0,0.0
73,19,32,False,0,inf,,,73,0,0,0.0
74,155,235,False,0,inf,,,74,0,0,0.0
75,301,227,True,6,60.3154790470266,301 281 241 222 224 226 227,-1 429 403 325 338 -1,75,2,4,0.3333333333333333
76,4,52,True,5,48.98046195826803,4 6 8 29 31 52,-1 16 31 80 -1,76,2,3,0.4
77,18,13,False,0,inf,,,77,0,0,0.0
78,201,126,True,7,58.46892030924977,201 203 205 206 186 166 146 126,-1 215 228 233 201 188 -1,78,2,5,0.2857142857142857
79,218,133,False,0,inf,,,79,0,0,0.0
80,58,10,False,0,inf,,,80,0,0,0.0
81,158,232,True,5,46.539736060114514,158 198 217 215 214 232,-1 212 305 292 -1,81,2,3,0.4
82,135,216,False,0,inf,,,82,0,0,0.0
83,318,392,True,6,55.77393900251768,318 316 315 313 353 372 392,-1 487 484 482 531 -1,83,2,4,0.3333333333333333
84,3,52,True,6,55.98505917333811,3 5 7 9 29 31 52,-1 11 22 37 80 -1,84,2,4,0.3333333333333333
85,286,392,True,7,59.55293963332888,286 306 326 346 367 389 390 392,-1 469 503 520 542 572 -1,85,2,5,0.2857142857142857
86,299,232,True,7,62.769371001365265,299 318 317 315 293 273 252 232,-1 494 490 483 442 425 -1,86,2,5,0.2857142857142857
87,213,146,True,6,54.002820513505085,213 231 230 208 187 167 146,-1 366 356 250 207 -1,87,2,4,0.3333333333333333
88,13,1,True,6,60.511486937737786,13 11 9 27 5 3 1,-1 43 36 68 8 -1,88,2,4,0.3333333333333333
89,229,178,True,6,58.05191292338054,229 231 232 214 216 218 178,-1 367 373 287 301 -1,89,2,4,0.3333333333333333
90,304,369,True,5,42.23766160258515,304 306 326 346 367 369,-1 469 503 520 -1,90,2,3,0.4
91,226,300,True,5,49.97195577557387,226 224 222 241 281 300,-1 336 326 406 -1,91,2,3,0.4
92,383,303,True,4,37.6397285553448,383 361 341 301 303,-1 534 514 -1,92,2,2,0.5
93,347,353,True,5,47.63150579676057,347 367 389 390 372 353,-1 542 572 573 -1,93,2,3,0.4
94,158,232,True,5,46.539736060114514,158 198 217 215 214 232,-1 212 305 292 -1,94,2,3,0.4
95,4,121,True,7,65.36226369821398,4 26 46 86 126 124 123 121,-1 66 107 141 172 167 -1,95,2,5,0.2857142857142857
96,398,312,False,0,inf,,,96,0,0,0.0
97,146,40,False,0,inf,,,97,0,0,0.0
98,20,123,True,4,41.07735026918962,20 41 81 121 123,-1 102 135 -1,98,2,2,0.5
99,393,213,True,6,58.6615691325064,393 372 332 292 252 232 213,-1 543 505 435 408 -1,99,2,4,0.3333333333333333
100,347,261,True,6,56.50384016599959,347 326 305 303 301 281 261,-1 500 461 455 450 -1,100,2,4,0.3333333333333333
101,146,41,False,0,inf,,,101,0,0,0.0
102,238,313,True,6,54.06359912625781,238 216 215 233 273 293 313,-1 299 295 386 428 -1,102,2,4,0.3333333333333333
