edge_id,src,dst,num_segments,num_episodes,num_unique_starts,num_unique_terminations,min_h,median_h,mean_h,max_h,num_unique_start_goal_pairs,num_unique_episodes,support_density_per_episode,support_count,reverse_support_raw,reverse_support_certified,reverse_support_count,asymmetry,src_density,dst_density,src_bottleneck_score,dst_bottleneck_score,edge_bottleneck_score,cost,cost_support_unit
0,0,9,32,5,32,6,10,16.0,15.90625,20,32,5,6.4,32,0,0,0,0.9999999999999687,0.001705,0.00098,0.2706119007187786,0.3373667719536545,0.3373667719536545,16.17677669529664,unique_starts
1,0,12,15,2,8,4,19,22.0,22.0,25,15,2,7.5,15,6,0,0,0.9999999999999333,0.001705,0.001385,0.2706119007187786,0.2696492275696411,0.2706119007187786,22.353553390593273,unique_starts
2,0,13,63,12,63,13,14,20.0,19.714285714285715,25,63,12,5.25,63,17,17,17,0.5749999999999929,0.001705,0.001505,0.2706119007187786,0.3708333926728763,0.3708333926728763,20.12598815766974,unique_starts
3,0,15,406,13,61,96,9,19.0,18.807881773399014,25,406,13,31.23076923076923,406,0,0,0,0.9999999999999974,0.001705,0.00087,0.2706119007187786,0.13419028107535547,0.2706119007187786,19.128036879932896,unique_starts
4,0,19,25,2,7,9,20,24.0,23.36,25,25,2,12.5,25,0,0,0,0.99999999999996,0.001705,0.00141,0.2706119007187786,0.21439399898727407,0.2706119007187786,24.37796447300923,unique_starts
5,0,29,41,3,10,14,17,22.0,21.926829268292682,25,41,3,13.666666666666666,41,44,44,44,-0.035294117647058414,0.001705,0.00195,0.2706119007187786,0.3219143616191119,0.3219143616191119,22.316227766016837,unique_starts
6,0,36,21,2,6,8,20,23.0,23.238095238095237,25,21,2,10.5,21,0,0,0,0.9999999999999525,0.001705,0.0019,0.2706119007187786,0.34797527489011554,0.34797527489011554,23.408248290463863,unique_starts
7,0,47,95,4,15,36,3,16.0,14.957894736842105,25,95,4,23.75,95,53,53,53,0.2837837837837819,0.001705,0.00232,0.2706119007187786,0.29378906145817457,0.29378906145817457,16.25819888974716,unique_starts
8,0,58,629,10,69,108,1,11.0,10.736089030206678,22,629,10,62.9,629,11,11,11,0.9656249999999984,0.001705,0.0027,0.2706119007187786,0.45943690378043944,0.45943690378043944,11.12038585308577,unique_starts
9,0,65,12,2,8,4,8,12.0,12.5,18,12,2,6.0,12,0,0,0,0.9999999999999166,0.001705,0.0008,0.2706119007187786,0.26634184419933116,0.2706119007187786,12.353553390593273,unique_starts
10,0,67,360,12,69,81,1,17.0,15.708333333333334,25,360,12,30.0,360,57,57,57,0.7266187050359695,0.001705,0.00209,0.2706119007187786,0.23860170392431435,0.2706119007187786,17.120385853085768,unique_starts
11,0,84,166,8,27,47,3,20.0,18.771084337349397,25,166,8,20.75,166,0,0,0,0.999999999999994,0.001705,0.003185,0.2706119007187786,0.4087675614805981,0.4087675614805981,20.192450089729874,unique_starts
12,0,85,97,5,23,21,1,8.0,7.494845360824742,14,97,5,19.4,97,159,159,159,-0.24218749999999903,0.001705,0.001585,0.2706119007187786,0.3235060737188043,0.3235060737188043,8.208514414057074,unique_starts
13,0,89,9,2,5,3,11,13.0,12.777777777777779,15,9,2,4.5,9,22,22,22,-0.4193548387096639,0.001705,0.001085,0.2706119007187786,0.24809704844441027,0.2706119007187786,13.447213595499958,unique_starts
14,0,106,15,2,8,4,21,24.0,23.533333333333335,25,15,2,7.5,15,170,170,170,-0.8378378378378334,0.001705,0.000865,0.2706119007187786,0.2551786904790148,0.2706119007187786,24.353553390593273,unique_starts
15,0,115,259,12,89,56,1,6.0,6.173745173745174,17,259,12,21.583333333333332,259,169,169,169,0.2102803738317752,0.001705,0.002855,0.2706119007187786,0.4573735327292514,0.4573735327292514,6.105999788000636,unique_starts
16,0,120,17,2,7,6,21,24.0,23.764705882352942,25,17,2,8.5,17,0,0,0,0.9999999999999413,0.001705,0.00351,0.2706119007187786,0.6286366289947183,0.6286366289947183,24.37796447300923,unique_starts
17,0,121,13,3,8,5,17,20.0,21.0,25,13,3,4.333333333333333,13,0,0,0,0.9999999999999231,0.001705,0.00212,0.2706119007187786,0.4790562634901327,0.4790562634901327,20.353553390593273,unique_starts
18,0,129,82,6,30,16,11,19.0,18.646341463414632,25,82,6,13.666666666666666,82,14,14,14,0.708333333333326,0.001705,0.001675,0.2706119007187786,0.27810125208115827,0.27810125208115827,19.182574185835055,unique_starts
19,0,134,92,3,26,15,17,22.0,21.97826086956522,25,92,3,30.666666666666668,92,352,352,352,-0.5855855855855843,0.001705,0.002225,0.2706119007187786,0.34744356707662793,0.34744356707662793,22.196116135138183,unique_starts
20,0,153,193,10,34,60,1,8.0,8.797927461139896,25,193,10,19.3,193,85,85,85,0.3884892086330921,0.001705,0.00198,0.2706119007187786,0.29131221874090446,0.29131221874090446,8.171498585142508,unique_starts
21,0,156,27,7,20,10,14,19.0,19.74074074074074,25,27,7,3.857142857142857,27,10,10,10,0.459459459459447,0.001705,0.001425,0.2706119007187786,0.3103850408553331,0.3103850408553331,19.22360679774998,unique_starts
22,0,163,14,2,10,3,20,23.0,22.785714285714285,25,14,2,7.0,14,114,114,114,-0.7812499999999939,0.001705,0.000755,0.2706119007187786,0.8074492857931624,0.8074492857931624,23.316227766016837,unique_starts
23,0,169,66,7,26,27,18,23.0,22.818181818181817,25,66,7,9.428571428571429,66,16,16,16,0.6097560975609682,0.001705,0.003075,0.2706119007187786,0.5191317792488794,0.5191317792488794,23.196116135138183,unique_starts
24,0,179,45,8,45,9,12,17.0,17.511111111111113,25,45,8,5.625,45,4,0,0,0.9999999999999777,0.001705,0.00165,0.2706119007187786,0.5689519284458886,0.5689519284458886,17.149071198499986,unique_starts
