query_id,reachable,num_adjacent_edge_pairs,strict_compatible_rate
0,True,7,0.5714285714285714
1,True,6,1.0
2,True,10,1.0
3,True,10,1.0
4,True,8,0.875
5,True,7,1.0
6,True,7,1.0
7,True,8,1.0
8,True,10,1.0
9,True,0,1.0
10,True,6,0.16666666666666666
11,False,0,0.0
12,True,7,1.0
13,True,7,1.0
14,True,8,1.0
15,True,7,0.5714285714285714
16,True,7,1.0
17,True,7,0.7142857142857143
18,True,6,0.6666666666666666
19,True,8,1.0
20,True,7,0.8571428571428571
21,True,8,1.0
22,True,6,1.0
23,True,9,0.8888888888888888
24,True,5,0.4
25,True,6,1.0
26,True,8,1.0
27,True,6,1.0
28,True,8,0.875
29,True,7,0.8571428571428571
30,True,7,0.7142857142857143
31,True,7,1.0
32,True,7,1.0
33,True,9,0.8888888888888888
34,True,6,0.6666666666666666
35,True,8,1.0
36,True,8,1.0
37,True,7,1.0
38,True,8,1.0
39,True,7,1.0
40,True,9,1.0
41,True,7,1.0
42,True,8,1.0
43,True,7,1.0
44,True,8,0.625
45,True,6,1.0
46,True,8,0.625
47,True,6,0.6666666666666666
48,True,9,0.8888888888888888
49,True,5,0.2
50,True,7,0.7142857142857143
51,True,8,0.625
52,False,0,0.0
53,True,7,0.7142857142857143
54,True,6,0.6666666666666666
55,True,6,1.0
56,True,5,0.8
57,True,8,1.0
58,True,8,0.875
59,True,8,1.0
60,True,7,1.0
61,True,7,1.0
62,True,11,1.0
63,True,8,0.875
64,True,6,0.8333333333333334
65,True,9,0.8888888888888888
66,True,8,0.625
67,True,6,0.8333333333333334
68,True,8,0.625
69,True,6,1.0
70,True,8,1.0
71,True,12,1.0
72,True,7,1.0
73,True,6,1.0
74,True,6,0.3333333333333333
75,True,8,0.875
76,True,8,1.0
77,True,7,1.0
78,True,8,1.0
79,False,0,0.0
80,True,7,1.0
81,True,7,0.5714285714285714
82,True,5,0.2
83,True,8,1.0
84,True,9,1.0
85,True,8,0.75
86,True,7,0.42857142857142855
87,True,8,1.0
88,True,11,0.9090909090909091
89,True,9,0.8888888888888888
90,True,5,0.8
91,True,8,0.875
92,True,5,1.0
93,True,7,1.0
94,True,7,0.5714285714285714
95,True,7,1.0
96,True,8,1.0
97,True,8,0.875
98,True,5,0.8
99,True,8,1.0
100,True,5,0.4
101,True,8,1.0
102,True,8,1.0
103,True,9,1.0
104,True,7,0.8571428571428571
105,True,11,1.0
106,True,8,1.0
107,True,1,1.0
108,True,6,1.0
109,True,9,1.0
110,True,8,0.75
111,True,7,1.0
112,True,7,0.7142857142857143
113,True,6,0.6666666666666666
114,True,7,1.0
115,True,8,1.0
116,True,8,0.625
117,True,7,1.0
118,True,8,0.875
119,True,6,0.5
120,True,7,1.0
121,True,9,1.0
122,True,6,0.5
123,True,7,1.0
124,True,5,0.4
125,True,7,0.7142857142857143
126,True,6,0.5
127,True,4,0.5
128,True,8,1.0
129,True,6,0.8333333333333334
130,True,9,0.7777777777777778
131,True,7,0.8571428571428571
132,True,7,0.8571428571428571
133,True,6,0.6666666666666666
134,True,8,1.0
135,True,7,1.0
136,True,8,0.75
137,True,6,0.6666666666666666
138,True,8,1.0
139,True,7,1.0
140,True,6,1.0
141,True,7,1.0
142,True,7,0.7142857142857143
143,True,8,1.0
144,True,9,1.0
145,True,10,1.0
146,True,0,1.0
147,True,7,0.8571428571428571
148,True,6,0.3333333333333333
149,True,10,1.0
150,True,8,0.875
151,True,7,0.8571428571428571
152,True,7,0.7142857142857143
153,True,7,0.7142857142857143
154,True,9,1.0
155,True,7,1.0
156,True,8,0.875
157,True,10,1.0
