query_id,src,dst,reachable,path_edges_count,path_cost,path_nodes,path_edge_ids
0,229,404,True,4,14.61726356702096,229 149 42 334 404,1085 720 256 1630
1,84,119,True,3,15.082182187665467,84 316 404 119,402 1520 1833
2,389,98,True,2,14.148045101028075,389 296 98,1793 1427
3,311,203,True,4,20.56834440275476,311 87 196 1 203,1474 415 973 2
4,184,40,True,3,25.623292317151083,184 50 303 40,952 278 1435
5,246,495,True,4,24.444383102348848,246 238 309 239 495,1207 1157 1465 1169
6,441,326,True,3,16.54079145962941,441 196 28 326,1964 974 183
7,147,26,True,2,14.40091431901307,147 227 26,712 1060
8,280,494,True,5,23.46489850781043,280 509 279 474 317 494,1373 2198 1367 2047 1541
9,389,319,True,3,15.589220361342853,389 58 243 319,1789 306 1189
10,10,239,True,3,14.433548766908125,10 238 309 239,91 1157 1465
11,143,271,True,2,11.647213595499958,143 440 271,679 1947
12,509,385,True,3,14.623918400878008,509 361 243 385,2201 1682 1190
13,252,244,True,4,20.43968952013334,252 30 404 115 244,1236 197 1831 545
14,494,172,True,3,15.867633906377883,494 199 171 172,2110 995 870
15,478,261,True,2,12.096089015629605,478 481 261,2069 2076
16,440,117,True,4,15.095093452268722,440 167 474 39 117,1944 838 2033 220
