,118,205,174,90,354,71,468,112,35,80,37,238,259,0,1,61,283,109,221,85,31,172,233,452,339,266,201,60,372,255,348,245,28,243,111,497,301,419,150,186,108,189,19,450,57,244,124,139,362,82,324,157,302,252,163,338,114,229,18,43,11,256,272,164,320,222,231,367,203,21,275,417,444,358,154,463,331,27,355,212,441,9,106,448,447,51,184,116,63,54,207,77,343,68,235,145,382,91,132,353,418,155,105,449,376,292,147,56,202,199,502,390,287,278,159,104,240,370,380,219,46,273,25,464,78,365,485,67
118,6889,664,0,0,0,0,0,193,0,0,0,5,0,7728,36,0,0,0,0,651,0,0,0,0,16,0,70,0,26,0,0,147,0,230,0,0,0,0,0,184,2090,0,125,0,586,0,0,0,0,0,0,0,0,0,88,0,16,0,179,0,0,6,0,0,0,0,0,0,148,200,0,0,6,0,0,108,0,0,0,0,36,0,295,0,0,0,0,0,18,0,1505,0,0,0,31,0,297,0,0,0,0,0,8,0,0,1047,0,0,0,0,0,0,1173,27,0,0,0,0,0,0,0,0,0,2,186,113,0,0
205,778,5091,0,0,0,2,0,53,0,0,0,1447,0,674,0,136,0,109,0,0,0,0,0,0,0,1059,0,0,0,0,0,0,361,0,0,0,0,0,0,0,2042,37,49,0,1589,0,0,80,1023,0,142,1382,0,0,0,0,0,0,0,0,0,0,126,0,0,0,0,0,1,0,0,0,0,0,9,0,0,0,26,0,0,0,735,6,0,0,0,73,0,109,149,0,0,519,106,0,139,0,102,0,0,0,4,0,0,28,15,0,0,12,0,0,0,2,0,0,0,3,0,0,0,6,117,0,818,63,0,0
174,0,0,5123,0,0,128,40,0,0,0,177,39,47,0,0,0,0,0,0,0,83,0,0,138,43,328,0,0,0,622,143,0,80,0,0,0,97,7,0,0,0,0,0,0,0,0,0,0,0,0,0,94,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,404,0,0,0,0,15,0,0,25,0,11,0,47,46,0,1088,361,2771,0,94,0,322,0,0,0,334,0,0,0,0,0,0,0,0,0,0,0,0,0,2377,5,361,0,0,0,0,0,0,24,0,30,0,0,891,84,0,0,0
90,0,0,0,3059,593,0,793,110,0,0,0,0,110,0,1658,361,0,0,204,6,91,4,876,0,109,0,739,0,5,0,0,0,0,0,152,0,21,16,0,0,0,0,149,0,57,0,471,0,0,0,94,293,177,36,389,0,127,0,0,3,63,2428,348,102,2180,0,44,59,116,0,0,123,54,0,105,126,97,16,44,164,1567,0,0,94,0,0,0,0,548,0,0,204,6,80,140,6,0,0,0,42,17,0,0,32,0,0,0,878,0,0,34,0,50,4,156,16,0,0,0,57,0,34,0,0,0,0,157,103
354,0,0,0,284,5668,0,524,0,0,0,0,0,67,0,920,0,0,0,402,144,16,0,558,0,264,0,1519,1,29,0,0,0,0,0,990,0,0,6,0,0,0,0,0,0,0,0,880,3,0,0,16,79,2,0,346,0,16,0,0,24,0,21,122,14,119,0,0,0,0,0,0,0,143,0,2,57,30,0,0,0,89,0,0,2,0,0,0,0,2820,0,0,122,152,4,71,0,0,0,0,0,0,0,0,0,0,0,0,229,193,0,54,0,2,33,6,1797,0,0,0,7,1,0,0,0,0,334,30,0
71,0,2,242,0,0,3835,71,0,1,0,245,0,548,0,0,65,0,0,0,0,698,0,0,1207,214,0,8,176,99,283,0,83,0,0,0,9,255,627,0,1,15,0,0,0,0,1130,0,182,0,0,0,0,0,5,0,67,78,0,7,181,0,0,129,78,0,0,0,0,0,0,46,0,0,0,0,165,165,94,9,67,11,0,0,0,0,19,896,4,0,5,44,356,0,0,131,852,0,0,0,0,14,0,0,8,50,9,23,0,0,191,93,511,0,804,0,0,480,0,0,609,164,118,41,229,0,0,0,57
468,0,0,12,2392,217,23,1828,19,0,13,7,0,134,0,696,170,225,26,5,56,35,0,481,0,146,0,333,209,122,31,0,7,0,12,46,0,41,63,0,0,0,0,40,0,0,0,82,443,6,0,273,1,105,0,192,3,470,278,161,633,29,1146,396,188,833,234,5,0,0,0,0,66,0,0,20,242,246,89,245,15,1061,0,0,111,0,0,111,0,256,0,0,83,0,0,802,54,0,175,0,0,7,0,0,57,1216,0,159,728,4,0,148,35,40,21,7,9,10,0,0,427,79,34,0,169,0,0,0,121
112,0,0,0,333,2,0,7,3944,0,0,0,0,0,10,69,28,0,0,605,0,0,39,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,1979,0,93,0,805,56,164,0,28,0,0,642,0,22,155,0,14,0,0,0,25,0,0,737,358,0,0,65,19,0,1271,0,0,39,789,0,82,0,0,0,6,0,48,0,0,0,0,0,0,0,4,0,27,0,0,0,839,0,15,0,0,229,0,40,0,0,0,1,0,0,15,0,0,0,6,0,0,13,0,0,0,0,0,0,0,0,0,186,0,0
35,0,0,0,0,0,3,0,0,4457,0,0,0,0,0,1,108,0,0,0,0,5,1754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,131,35,0,0,12,118,209,0,14,0,48,65,0,372,0,0,136,0,0,0,1927,317,0,0,0,13,0,0,8,0,1302,7,0,0,0,0,0,36,0,0,0,0,0,0,0,13,4,294,78,3,151,0,0,35,0,0,326,2263,71,0,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0,170,0,0,0,0,0,378
