cluster,num_segments,num_episodes,min_h,median_h,mean_h,max_h
0,1021,39,1,3.0,3.4613124387855043,14
1,2380,25,1,5.0,7.875210084033614,25
2,4886,31,1,5.0,6.528857961522718,25
3,2169,54,1,3.0,2.9972337482710927,12
4,3758,33,1,4.0,4.9960085151676425,25
5,2574,24,1,6.0,7.21950271950272,25
6,2734,37,1,4.0,5.956108266276518,25
7,3439,35,1,4.0,5.28002326257633,19
8,1644,64,1,2.0,3.059610705596107,15
9,8,8,1,1.0,1.0,1
10,3534,33,1,4.0,5.309564233163554,25
11,445,38,1,2.0,2.2404494382022473,6
12,142,49,1,1.0,1.1126760563380282,2
13,57,43,1,1.0,1.087719298245614,2
14,173,50,1,3.0,2.8728323699421967,7
15,618,19,1,3.0,3.1601941747572817,9
16,3603,30,1,5.0,6.184013322231474,25
17,215,33,1,2.0,2.125581395348837,9
18,2052,18,1,6.0,6.950292397660819,25
19,773,37,1,2.0,2.6131953428201813,8
20,775,29,1,3.0,3.1161290322580646,11
21,2,2,1,1.0,1.0,1
22,2700,74,1,3.0,3.49,19
23,1043,59,1,2.0,2.6337488015340362,14
24,2906,39,1,4.0,4.5065381968341365,19
25,1260,26,1,3.0,4.454761904761905,25
26,890,43,1,2.0,2.966292134831461,25
27,3541,1,1,11.0,11.713640214628636,25
28,1280,49,1,2.0,3.13203125,25
29,1269,29,1,3.0,3.4767533490937748,25
30,2111,39,1,3.0,3.753671245855045,15
31,203,84,1,1.0,1.2315270935960592,3
32,1225,2,1,6.0,7.435918367346939,25
33,2108,2,1,11.0,11.74573055028463,25
34,90,74,1,1.0,1.0,1
35,1247,39,1,3.0,3.0336808340016037,8
36,1079,43,1,3.0,2.969416126042632,10
37,1913,37,1,3.0,3.6706743335075798,22
38,1419,37,1,3.0,3.226215644820296,11
39,1843,50,1,3.0,4.962561041779707,25
40,1634,47,1,3.0,3.226438188494492,14
41,2726,25,1,5.0,7.263389581804843,25
42,1786,59,1,3.0,3.2032474804031357,12
43,409,99,1,1.0,1.466992665036675,3
44,1499,30,1,5.0,6.384923282188125,25
45,10,7,1,1.0,1.1,2
46,2063,41,1,3.0,3.332040717401842,11
47,2798,20,1,4.0,5.378484631879914,25
48,1279,25,1,3.0,4.104769351055512,25
49,2754,2,1,9.5,10.534132171387073,25
50,4226,24,1,5.0,5.685754850922859,25
51,1204,36,1,2.0,2.8654485049833887,9
52,7085,5,1,11.0,11.801270289343684,25
53,1766,26,1,4.0,4.469988674971687,16
54,3132,26,1,7.0,8.263090676883781,25
55,1625,37,1,4.0,4.6843076923076925,19
56,1781,53,1,2.0,2.9584503088152725,25
57,1539,40,1,3.0,3.087719298245614,10
58,2127,38,1,3.0,4.442407146215327,25
59,1517,31,1,3.0,3.0039551746868822,9
60,2273,27,1,4.0,4.570171579410471,18
61,31,25,1,1.0,1.0,1
62,1788,30,1,4.0,6.458053691275167,25
63,2230,45,1,3.0,3.385201793721973,13
64,1263,11,1,4.0,5.628661916072843,25
65,583,30,1,5.0,6.427101200686106,22
66,1054,8,1,4.0,4.355787476280835,25
67,2670,30,1,5.0,7.3382022471910116,25
68,1968,28,1,3.0,4.158028455284553,25
69,2029,27,1,4.0,4.668309512074914,20
70,1541,3,1,6.0,7.866320571057755,25
71,8230,1,1,13.0,12.862454434993925,25
72,40,3,1,2.0,3.05,15
73,1342,32,1,3.0,3.6363636363636362,16
74,50,38,1,1.0,1.1,2
75,3356,7,1,9.0,9.946364719904649,25
76,1720,36,1,4.0,4.498255813953488,16
77,1353,46,1,2.0,3.3244641537324466,25
78,2902,21,1,5.0,6.2742935906271535,24
79,2141,47,1,3.0,3.263428304530593,25
80,1912,45,1,3.0,3.3091004184100417,12
81,2618,6,1,7.0,9.154316271963332,25
82,807,42,1,2.0,2.519206939281289,25
83,1061,45,1,3.0,2.941564561734213,10
84,4023,40,1,6.0,7.947054436987323,25
85,734,41,1,2.0,3.122615803814714,15
86,1341,30,1,3.0,3.4295302013422817,12
87,1740,24,1,3.0,4.158620689655172,15
88,3873,31,1,6.0,7.758068680609346,25
89,448,42,1,2.0,2.6183035714285716,11
90,1584,46,1,3.0,3.451388888888889,13
91,1940,10,1,5.0,6.401030927835052,25
92,1647,36,1,3.0,3.6278081360048575,15
93,1382,38,1,3.0,3.0709117221418234,13
94,1091,26,1,3.0,4.101741521539871,15
95,1453,39,1,3.0,3.415691672401927,14
96,1407,20,1,4.0,4.658848614072495,25
97,2757,19,1,5.0,6.401886108088502,25
98,4633,27,1,6.0,8.078998489099936,25
99,3324,11,1,7.0,8.438628158844764,25
100,2351,36,1,4.0,4.811569544874521,25
101,5666,5,1,8.0,9.516060713025063,25
102,662,38,1,2.0,2.419939577039275,7
103,24,6,1,1.0,1.25,2
104,631,40,1,2.0,2.4025356576862125,8
105,2997,1,1,12.0,12.553887220553888,25
106,160,36,1,2.0,1.9625,5
107,1671,1,1,12.0,12.09216038300419,25
108,1560,41,1,3.0,3.528205128205128,25
109,4972,32,1,8.0,9.46781979082864,25
110,633,16,1,3.0,3.156398104265403,9
