cluster,num_segments,num_episodes,min_h,median_h,mean_h,max_h
1,11543,72,1,4.0,4.8100147275405005,10
3,8313,95,1,4.0,4.213761578250932,10
4,9865,93,1,4.0,4.367562088190573,10
6,10984,110,1,4.0,4.396576839038602,10
7,10394,107,1,4.0,4.326726957860304,10
9,17615,126,1,4.0,4.699403917116094,10
10,10171,126,1,4.0,4.162127617736703,10
12,17316,88,1,5.0,4.880919380919381,10
26,4801,86,1,4.0,4.263695063528432,10
27,3573,74,1,4.0,4.255247691015953,10
29,849,31,1,3.0,3.625441696113074,10
31,3793,59,1,4.0,4.627471658317954,10
32,9810,105,1,4.0,4.7363914373088685,10
46,13896,98,1,4.0,4.616220495106505,10
47,10163,84,1,4.0,4.350585457050084,10
53,7696,103,1,4.0,4.404495841995842,10
67,3037,67,1,4.0,4.21172209417188,10
86,9736,87,1,4.0,4.4733976992604765,10
87,6778,81,1,4.0,4.209943936264385,10
106,4561,84,1,4.0,4.242490681868011,10
107,2613,72,1,3.0,3.7355530042097205,10
121,10186,80,1,4.0,4.433732574121343,10
123,5115,81,1,3.0,3.9534701857282504,10
124,6394,84,1,4.0,4.077103534563653,10
126,8553,125,1,4.0,4.112942827078218,10
127,4326,63,1,3.0,3.9045307443365695,10
146,6031,110,1,4.0,4.100149228983585,10
166,8489,90,1,4.0,4.431028389680764,10
167,4667,65,1,3.0,3.975144632526248,10
178,6758,84,1,4.0,4.424977804084048,10
186,7367,96,1,4.0,4.340572824759061,10
187,4783,73,1,4.0,4.201756219945641,10
198,7453,93,1,4.0,4.424795384408963,10
204,4523,76,1,3.0,3.883926597391112,10
206,7509,117,1,4.0,4.165667865228393,10
207,7696,117,1,4.0,4.297817047817047,10
208,3898,64,1,4.0,4.322473063109287,10
209,4788,87,1,3.0,3.81077694235589,10
210,5342,91,1,4.0,4.146012729314863,10
212,6183,86,1,3.0,3.8972990457706613,10
215,5586,77,1,3.0,4.001611170784103,10
218,8409,113,1,4.0,4.151861101201094,10
221,7820,90,1,4.0,4.2837595907928385,10
222,1481,46,1,3.0,3.6914247130317355,10
224,5405,60,1,4.0,4.155596669750231,10
226,4901,64,1,3.0,3.9467455621301775,10
229,6297,75,1,3.0,3.977608384945212,10
230,4823,70,1,3.0,3.8391042919344804,10
231,2267,60,1,3.0,3.913542126157918,10
232,11305,133,1,4.0,4.20344980097302,10
233,7631,121,1,3.0,4.011793998165378,10
235,9126,97,1,4.0,4.195704580319965,10
236,4493,88,1,3.0,3.739594925439573,10
241,4307,73,1,3.0,4.01880659391688,10
252,7822,98,1,4.0,4.3946560981846075,10
261,9211,69,1,4.0,4.531429812181088,10
272,12632,104,1,4.0,4.479892336922102,10
273,6304,64,1,4.0,4.249365482233503,10
281,4983,91,1,4.0,4.20389323700582,10
292,6029,108,1,4.0,4.206999502405043,10
293,4547,89,1,4.0,4.303716736309655,10
301,11257,120,1,4.0,4.483077196411122,10
306,8946,92,1,4.0,4.3429465682986805,10
312,21103,120,1,4.0,4.739420935412027,10
313,10442,146,1,3.0,3.9791227734150545,10
315,8356,90,1,4.0,4.564624222115845,10
318,7817,73,1,4.0,4.6911858769348855,10
332,6314,110,1,4.0,4.216186252771618,10
341,10952,75,1,4.0,4.757395909422937,10
352,19203,117,1,4.0,4.789303754621674,10
353,4802,68,1,3.0,3.9346105789254477,10
358,7518,47,1,5.0,4.962090981644054,10
372,9133,114,1,4.0,4.599145954231906,10
378,1966,26,1,4.0,4.371820956256358,10
384,6373,72,1,4.0,4.493174329201318,10
386,6608,78,1,4.0,4.32611985472155,10
387,8255,95,1,4.0,4.374439733494851,10
389,14451,121,1,4.0,4.5865338038890044,10
390,10307,125,1,4.0,4.215387600659746,10
392,15674,91,1,4.0,4.80579303304836,10
