edge_id,src,dst,num_segments,num_episodes,num_unique_starts,num_unique_terminations,min_h,median_h,mean_h,max_h,num_unique_start_goal_pairs,num_unique_episodes,support_density_per_episode,support_count,reverse_support_raw,reverse_support_certified,reverse_support_count,asymmetry,src_density,dst_density,src_bottleneck_score,dst_bottleneck_score,edge_bottleneck_score,cost,cost_support_unit,repair_score,repair_reason
250,9,179,104,82,104,102,1,1.0,1.1826923076923077,2,104,82,1.2682926829268293,104,0,0,0,0.9999999999999905,0.00098,0.00165,0.2575069226717554,0.3901730212642237,0.3901730212642237,1.098058067569092,unique_starts,4.614562773144822,low_compatibility_junction
10736,498,179,97,73,96,88,1,1.0,1.1443298969072164,2,97,73,1.3287671232876712,97,0,0,0,0.9999999999999898,0.000995,0.00165,0.228099206690136,0.3901730212642237,0.3901730212642237,1.1020620726159658,unique_starts,4.607762622481107,low_compatibility_junction
4226,198,179,93,76,93,89,1,1.0,1.1397849462365592,2,93,76,1.2236842105263157,93,0,0,0,0.9999999999999892,0.000925,0.00165,0.1906490287559561,0.3901730212642237,0.3901730212642237,1.1036951694730426,unique_starts,4.606598244333849,low_compatibility_junction
10441,483,179,52,35,52,46,1,1.0,1.1346153846153846,2,52,35,1.4857142857142858,52,0,0,0,0.9999999999999808,0.000865,0.00165,0.1594767683256221,0.3901730212642237,0.3901730212642237,1.1386750490563071,unique_starts,4.556642730889783,low_compatibility_junction
1316,61,21,124,75,123,113,1,1.0,1.1209677419354838,2,124,75,1.653333333333333,124,0,0,0,0.999999999999992,0.0015,0.001335,0.3160722068114281,0.4564190951629047,0.4564190951629047,1.0901669634667432,unique_starts,4.521547175684097,low_compatibility_junction
3826,179,43,232,65,77,232,1,2.0,2.1163793103448274,4,232,65,3.569230769230769,232,0,0,0,0.9999999999999956,0.00165,0.00192,0.3901730212642237,0.3347441798582614,0.3901730212642237,2.113960576459638,unique_starts,4.503223756266469,low_compatibility_junction
6606,302,21,89,68,88,88,1,1.0,1.0561797752808988,2,89,68,1.3088235294117647,89,0,0,0,0.9999999999999888,0.00104,0.001335,0.2624064003425131,0.4564190951629047,0.4564190951629047,1.1066003581778052,unique_starts,4.500788208674888,low_compatibility_junction
9051,418,179,20,19,20,20,1,1.0,1.0,1,20,19,1.0526315789473684,20,2,0,0,0.99999999999995,0.00083,0.00165,0.1685921774424185,0.3901730212642237,0.3901730212642237,1.223606797749979,unique_starts,4.490951657800575,low_compatibility_junction
3846,179,253,166,52,58,166,1,2.0,2.1204819277108435,5,166,52,3.1923076923076925,166,0,0,0,0.999999999999994,0.00165,0.00182,0.3901730212642237,0.3046073510335969,0.3901730212642237,2.1313064328597227,unique_starts,4.48066922243868,low_compatibility_junction
3832,179,129,165,41,63,162,1,2.0,2.0242424242424244,4,165,41,4.024390243902439,165,0,0,0,0.999999999999994,0.00165,0.001675,0.3901730212642237,0.2623840773242651,0.3901730212642237,2.1259881576697426,unique_starts,4.4769263050221815,low_compatibility_junction
4153,195,21,64,44,64,59,1,1.0,1.140625,2,64,44,1.4545454545454546,64,0,0,0,0.9999999999999843,0.0012,0.001335,0.3064439062221105,0.4564190951629047,0.4564190951629047,1.125,unique_starts,4.47278101677828,low_compatibility_junction
3856,179,313,161,37,57,161,1,2.0,2.0559006211180124,5,161,37,4.351351351351352,161,0,0,0,0.9999999999999938,0.00165,0.001605,0.3901730212642237,0.2436041687039265,0.3901730212642237,2.1324532357065045,unique_starts,4.471475776721903,low_compatibility_junction
3842,179,245,103,36,43,103,1,2.0,1.8932038834951457,4,103,36,2.861111111111111,103,0,0,0,0.9999999999999905,0.00165,0.00107,0.3901730212642237,0.2067867221138473,0.3901730212642237,2.1524985703326047,unique_starts,4.449913810174477,low_compatibility_junction
3877,179,488,125,26,45,125,1,2.0,2.04,4,125,26,4.807692307692308,125,0,0,0,0.999999999999992,0.00165,0.001465,0.3901730212642237,0.2608663370743529,0.3901730212642237,2.149071198499986,unique_starts,4.449828743983498,low_compatibility_junction
3823,179,13,152,83,120,152,2,4.0,3.7960526315789473,6,152,83,1.8313253012048192,152,0,0,0,0.9999999999999934,0.00165,0.001505,0.3901730212642237,0.2865622549344049,0.3901730212642237,4.091287092917527,unique_starts,4.442951477379996,low_compatibility_junction
3844,179,250,9,9,9,9,1,1.0,1.0,1,9,9,1.0,9,1,0,0,0.9999999999998888,0.00165,0.0009,0.3901730212642237,0.1877013400260701,0.3901730212642237,1.3333333333333333,unique_starts,4.433097946339322,low_compatibility_junction
3824,179,34,163,98,123,163,5,6.0,6.343558282208589,8,163,98,1.663265306122449,163,0,0,0,0.999999999999994,0.00165,0.00163,0.3901730212642237,0.3865326323824087,0.3901730212642237,6.090166963466743,unique_starts,4.428809860546299,low_compatibility_junction
3847,179,256,165,95,117,164,5,6.0,6.351515151515152,8,165,95,1.736842105263158,165,0,0,0,0.999999999999994,0.00165,0.001515,0.3901730212642237,0.3194630613992499,0.3901730212642237,6.092450032704205,unique_starts,4.427320917521282,low_compatibility_junction
3859,179,333,151,71,89,149,3,5.0,5.2052980132450335,7,151,71,2.126760563380281,151,0,0,0,0.9999999999999934,0.00165,0.00127,0.3901730212642237,0.2501323472050706,0.3901730212642237,5.105999788000636,unique_starts,4.4196833409602005,low_compatibility_junction
3864,179,392,103,62,84,103,3,4.0,4.009708737864078,6,103,62,1.6612903225806452,103,0,0,0,0.9999999999999905,0.00165,0.001005,0.3901730212642237,0.2074367165891868,0.3901730212642237,4.109108945117996,unique_starts,4.415331566843526,low_compatibility_junction
3873,179,472,110,68,88,110,3,5.0,4.727272727272728,6,110,68,1.6176470588235294,110,0,0,0,0.999999999999991,0.00165,0.001335,0.3901730212642237,0.2708741239951356,0.3901730212642237,5.106600358177805,unique_starts,4.408167927081979,low_compatibility_junction
3858,179,322,121,53,77,121,3,5.0,4.900826446280992,7,121,53,2.2830188679245285,121,0,0,0,0.9999999999999918,0.00165,0.001085,0.3901730212642237,0.2223485024088916,0.3901730212642237,5.113960576459638,unique_starts,4.402409983729413,low_compatibility_junction
3835,179,158,100,48,67,100,3,5.0,4.77,6,100,48,2.083333333333333,100,0,0,0,0.99999999999999,0.00165,0.000985,0.3901730212642237,0.208023344924493,0.3901730212642237,5.122169444356305,unique_starts,4.390752049287623,low_compatibility_junction
516,21,141,163,57,74,163,1,2.0,1.8650306748466257,4,163,57,2.8596491228070176,163,0,0,0,0.999999999999994,0.001335,0.001665,0.4564190951629047,0.2829149490189609,0.4564190951629047,2.116247638743819,unique_starts,4.387280020508721,low_compatibility_junction
505,21,31,148,57,72,146,1,2.0,1.7027027027027026,4,148,57,2.5964912280701755,148,0,0,0,0.9999999999999932,0.001335,0.001575,0.4564190951629047,0.253724018996931,0.4564190951629047,2.117851130197758,unique_starts,4.383516928981619,low_compatibility_junction
3861,179,353,107,39,69,107,4,6.0,6.196261682242991,8,107,39,2.743589743589744,107,0,0,0,0.9999999999999908,0.00165,0.00139,0.3901730212642237,0.3047929711516137,0.3901730212642237,6.120385853085769,unique_starts,4.380526239692448,low_compatibility_junction
545,21,381,122,42,66,120,1,2.0,1.6311475409836065,3,122,42,2.9047619047619047,122,0,0,0,0.999999999999992,0.001335,0.001595,0.4564190951629047,0.2770365019391315,0.4564190951629047,2.123091490979333,unique_starts,4.368233482356548,low_compatibility_junction
539,21,319,117,42,57,117,1,2.0,1.7435897435897436,3,117,42,2.7857142857142856,117,0,0,0,0.9999999999999916,0.001335,0.002245,0.4564190951629047,0.3764940972803103,0.4564190951629047,2.1324532357065045,unique_starts,4.36349736095323,low_compatibility_junction
7714,354,179,62,13,62,13,2,4.0,4.5,10,62,13,4.769230769230769,62,8,8,8,0.7714285714285605,0.002235,0.00165,0.3607660103765312,0.3901730212642237,0.3901730212642237,4.127000127000191,unique_starts,4.356689558497088,low_compatibility_junction
509,21,74,130,77,105,129,2,3.0,3.076923076923077,5,130,77,1.6883116883116882,130,0,0,0,0.9999999999999925,0.001335,0.001315,0.4564190951629047,0.2591953684530776,0.4564190951629047,3.097590007294853,unique_starts,4.353341636189724,low_compatibility_junction
3216,155,179,90,13,90,14,2,7.0,6.655555555555556,10,90,13,6.923076923076923,90,1,0,0,0.9999999999999888,0.00202,0.00165,0.331414950278739,0.3901730212642237,0.3901730212642237,7.105409255338946,unique_starts,4.350522722550125,low_compatibility_junction
