segment_source,segment_edge_id,planner_edge_id,src,dst,num_initiation_samples,min_initiation_distance,median_initiation_distance,distance_scale,state_conditioned_risk_score,state_conditioned_risk_penalty,episode_id,replan_index,current_cluster
bank,0,0,0,1,128,0.8169641494750977,25.061939239501953,13.14925479888916,0.06023935785350598,0.015059839463376495,0,0,0
bank,1,1,0,20,128,13.14925479888916,23.46295166015625,13.14925479888916,0.6321205588285577,0.15803013970713942,0,0,0
bank,2,2,0,21,55,13.14925479888916,26.969472885131836,13.14925479888916,0.6321205588285577,0.15803013970713942,0,0,0
bank,0,0,0,1,128,0.6926248073577881,24.831249237060547,12.926915168762207,0.052169939222364126,0.013042484805591031,0,1,0
bank,1,1,0,20,128,12.926915168762207,23.23508071899414,12.926915168762207,0.6321205588285577,0.15803013970713942,0,1,0
bank,2,2,0,21,55,12.926915168762207,26.73865509033203,12.926915168762207,0.6321205588285577,0.15803013970713942,0,1,0
bank,0,0,0,1,128,0.6941761374473572,24.835203170776367,12.931132316589355,0.052267081989010866,0.013066770497252717,0,2,0
bank,1,1,0,20,128,12.931132316589355,23.239212036132812,12.931132316589355,0.6321205588285577,0.15803013970713942,0,2,0
bank,2,2,0,21,55,12.931132316589355,26.74258804321289,12.931132316589355,0.6321205588285577,0.15803013970713942,0,2,0
bank,0,0,0,1,128,0.2620306611061096,24.977811813354492,13.26516342163086,0.019559475086587175,0.004889868771646794,0,3,0
bank,1,1,0,20,128,13.26516342163086,23.484132766723633,13.26516342163086,0.6321205588285577,0.15803013970713942,0,3,0
bank,2,2,0,21,55,13.26516342163086,26.87337303161621,13.26516342163086,0.6321205588285577,0.15803013970713942,0,3,0
graph,0,0,1,3,54,2.9567039012908936,21.311559677124023,2.9567039012908936,0.6321205588285577,0.15803013970713942,0,4,1
bank,3,3,1,0,128,0.4349944591522217,27.212234497070312,2.9567039012908936,0.13681083231700186,0.034202708079250466,0,4,1
bank,4,4,1,2,128,2.1235854625701904,23.472837448120117,2.9567039012908936,0.5123841134992004,0.1280960283748001,0,4,1
bank,5,5,1,3,54,2.9567039012908936,21.311559677124023,2.9567039012908936,0.6321205588285577,0.15803013970713942,0,4,1
bank,6,6,1,20,56,12.933917045593262,23.206506729125977,2.9567039012908936,0.9874047775912689,0.24685119439781722,0,4,1
bank,7,7,1,21,128,0.470858633518219,26.519962310791016,2.9567039012908936,0.14721788368884492,0.03680447092221123,0,4,1
bank,8,8,1,22,57,10.912959098815918,25.4859619140625,2.9567039012908936,0.9750509745911204,0.2437627436477801,0,4,1
bank,9,9,2,0,29,1.8859171867370605,25.55177116394043,1.8859171867370605,0.6321205588285577,0.15803013970713942,0,5,2
bank,10,10,2,1,128,1.654922604560852,23.821590423583984,1.8859171867370605,0.5841855085701944,0.1460463771425486,0,5,2
bank,11,11,2,3,128,1.808068871498108,19.070070266723633,1.8859171867370605,0.6166171742898489,0.15415429357246221,0,5,2
bank,12,12,2,4,76,1.967806100845337,20.440574645996094,1.8859171867370605,0.647752514707431,0.16193812867685775,0,5,2
bank,13,13,2,21,128,3.204678535461426,11.935791015625,1.8859171867370605,0.8171826841751412,0.2042956710437853,0,5,2
bank,14,14,2,22,128,2.0402143001556396,12.257842063903809,1.8859171867370605,0.6610204247961369,0.16525510619903422,0,5,2
bank,15,15,2,23,14,1.7852771282196045,18.110015869140625,1.8859171867370605,0.6119557944083265,0.15298894860208162,0,5,2
bank,124,124,23,2,128,2.5484704971313477,11.168392181396484,2.5484704971313477,0.6321205588285577,0.15803013970713942,0,6,23
bank,125,125,23,3,128,2.078289031982422,12.81010627746582,2.5484704971313477,0.557583905890072,0.139395976472518,0,6,23
bank,126,126,23,4,34,2.9678664207458496,33.910526275634766,2.5484704971313477,0.6879424640845331,0.17198561602113327,0,6,23
bank,127,127,23,21,7,2.6282973289489746,4.875339508056641,2.5484704971313477,0.6434651998912506,0.16086629997281265,0,6,23
bank,128,128,23,22,128,2.4960994720458984,4.978457450866699,2.5484704971313477,0.6244824296969965,0.15612060742424913,0,6,23
