edge_id,src,dst,num_segments,num_episodes,num_unique_starts,num_unique_terminations,min_h,median_h,mean_h,max_h,num_unique_start_goal_pairs,num_unique_episodes,support_density_per_episode,support_count,reverse_support_raw,reverse_support_certified,reverse_support_count,asymmetry,src_density,dst_density,src_bottleneck_score,dst_bottleneck_score,edge_bottleneck_score,cost,cost_support_unit
0,0,47,8,2,4,5,3,4.5,4.375,5,8,2,4.0,8,0,0,0,0.999999999999875,0.001705,0.00232,0.3375990584525463,0.21683329429046738,0.3375990584525463,5.0,unique_starts
1,0,58,78,7,27,32,1,4.0,3.730769230769231,5,78,7,11.142857142857142,78,0,0,0,0.9999999999999872,0.001705,0.0027,0.3375990584525463,0.33284162381605453,0.3375990584525463,4.192450089729875,unique_starts
2,0,67,25,5,12,11,1,4.0,3.84,5,25,5,5.0,25,2,0,0,0.99999999999996,0.001705,0.00209,0.3375990584525463,0.2068463427021528,0.3375990584525463,4.288675134594813,unique_starts
3,0,85,23,5,16,10,1,4.0,3.782608695652174,5,23,5,4.6,23,49,49,49,-0.3611111111111061,0.001705,0.001585,0.3375990584525463,0.42548076254191514,0.42548076254191514,4.25,unique_starts
4,0,115,117,12,67,37,1,4.0,3.5042735042735043,5,117,12,9.75,117,109,109,109,0.03539823008849542,0.001705,0.002855,0.3375990584525463,0.47040391597183084,0.47040391597183084,4.122169444356305,unique_starts
5,0,153,44,8,18,25,1,4.0,3.6136363636363638,5,44,8,5.5,44,18,18,18,0.41935483870967066,0.001705,0.00198,0.3375990584525463,0.38405435499651697,0.38405435499651697,4.235702260395516,unique_starts
6,0,232,8,3,5,4,1,3.0,3.125,5,8,3,2.6666666666666665,8,5,5,5,0.23076923076921302,0.001705,0.0021,0.3375990584525463,0.3803225835973342,0.3803225835973342,3.447213595499958,unique_starts
7,0,244,24,3,7,14,1,4.0,3.5,5,24,3,8.0,24,0,0,0,0.9999999999999584,0.001705,0.00236,0.3375990584525463,0.23849200336352894,0.3375990584525463,4.377964473009227,unique_starts
8,0,272,35,3,13,13,1,4.0,3.857142857142857,5,35,3,11.666666666666666,35,19,19,19,0.2962962962962908,0.001705,0.00276,0.3375990584525463,0.2595463427209469,0.3375990584525463,4.277350098112614,unique_starts
9,0,316,36,3,19,14,1,4.0,3.4166666666666665,5,36,3,12.0,36,2,0,0,0.9999999999999721,0.001705,0.0025,0.3375990584525463,0.5195947139241824,0.5195947139241824,4.229415733870562,unique_starts
10,0,338,46,5,22,21,1,3.0,3.239130434782609,5,46,5,9.2,46,12,12,12,0.586206896551714,0.001705,0.002155,0.3375990584525463,0.2592266186645671,0.3375990584525463,3.2132007163556104,unique_starts
11,0,345,56,7,32,19,1,4.0,3.482142857142857,5,56,7,8.0,56,22,22,22,0.43589743589743035,0.001705,0.00213,0.3375990584525463,0.2463933187738529,0.3375990584525463,4.1767766952966365,unique_starts
12,0,360,24,3,18,6,1,3.0,3.0,5,24,3,8.0,24,0,0,0,0.9999999999999584,0.001705,0.001235,0.3375990584525463,0.3779058632430512,0.3779058632430512,3.2357022603955157,unique_starts
13,0,361,20,2,6,10,1,4.0,3.5,5,20,2,10.0,20,0,0,0,0.99999999999995,0.001705,0.002415,0.3375990584525463,0.39265460396995855,0.39265460396995855,4.408248290463863,unique_starts
14,0,389,39,5,11,21,1,4.0,3.41025641025641,5,39,5,7.8,39,0,0,0,0.9999999999999744,0.001705,0.002875,0.3375990584525463,0.20032615397219591,0.3375990584525463,4.301511344577763,unique_starts
15,0,404,39,5,14,18,1,3.0,3.076923076923077,5,39,5,7.8,39,16,16,16,0.41818181818181055,0.001705,0.00219,0.3375990584525463,0.601518813857977,0.601518813857977,3.2672612419124243,unique_starts
16,0,473,163,12,53,61,1,4.0,3.5276073619631902,5,163,12,13.583333333333334,163,0,0,0,0.9999999999999939,0.001705,0.001865,0.3375990584525463,0.362556686862763,0.362556686862763,4.137360563948689,unique_starts
17,0,474,22,4,5,18,1,3.0,2.9545454545454546,5,22,4,5.5,22,0,0,0,0.9999999999999546,0.001705,0.002335,0.3375990584525463,0.5662756700833872,0.5662756700833872,3.447213595499958,unique_starts
18,1,56,14,4,4,14,1,2.5,2.5714285714285716,5,14,4,3.5,14,0,0,0,0.9999999999999286,0.002275,0.003085,0.48933229191993516,0.5476821446904186,0.5476821446904186,3.0,unique_starts
19,1,128,31,3,17,10,1,3.0,3.225806451612903,5,31,3,10.333333333333334,31,0,0,0,0.9999999999999678,0.002275,0.00158,0.48933229191993516,0.21908554369359273,0.48933229191993516,3.242535625036333,unique_starts
20,1,130,11,2,3,11,1,3.0,3.1818181818181817,5,11,2,5.5,11,0,0,0,0.9999999999999091,0.002275,0.00218,0.48933229191993516,0.4033784238911564,0.48933229191993516,3.5773502691896257,unique_starts
21,1,131,129,6,40,50,1,4.0,3.5736434108527133,5,129,6,21.5,129,0,0,0,0.9999999999999923,0.002275,0.001795,0.48933229191993516,0.1730859278577328,0.48933229191993516,4.1581138830084186,unique_starts
22,1,196,28,7,15,15,1,2.0,2.642857142857143,5,28,7,4.0,28,130,130,130,-0.6455696202531604,0.002275,0.00287,0.48933229191993516,0.3938063547620109,0.48933229191993516,2.258198889747161,unique_starts
23,1,203,139,14,57,57,1,4.0,3.971223021582734,5,139,14,9.928571428571429,139,0,0,0,0.9999999999999929,0.002275,0.00251,0.48933229191993516,0.3239805318900079,0.48933229191993516,4.132453235706504,unique_starts
24,1,207,28,6,11,19,1,4.0,3.607142857142857,5,28,6,4.666666666666667,28,0,0,0,0.9999999999999644,0.002275,0.002905,0.48933229191993516,0.5763715552336803,0.5763715552336803,4.301511344577763,unique_starts
25,1,221,9,2,4,5,1,2.0,2.4444444444444446,5,9,2,4.5,9,64,64,64,-0.7534246575342363,0.002275,0.001905,0.48933229191993516,0.2548694053851168,0.48933229191993516,2.5,unique_starts
26,1,222,117,11,36,61,1,3.0,3.264957264957265,5,117,11,10.636363636363637,117,178,178,178,-0.20677966101694845,0.002275,0.00284,0.48933229191993516,0.36891735569835515,0.48933229191993516,3.1666666666666665,unique_starts
27,1,263,18,3,8,8,1,4.0,3.7222222222222223,5,18,3,6.0,18,0,0,0,0.9999999999999445,0.002275,0.00213,0.48933229191993516,0.4677694417137528,0.48933229191993516,4.353553390593274,unique_starts
28,1,271,6,4,4,6,1,1.0,1.3333333333333333,2,6,4,1.5,6,13,13,13,-0.3684210526315596,0.002275,0.002355,0.48933229191993516,0.7393293140999965,0.7393293140999965,1.5,unique_starts
29,1,297,5,2,2,5,1,2.0,2.2,4,5,2,2.5,5,7,7,7,-0.16666666666665278,0.002275,0.001635,0.48933229191993516,0.4467015809554916,0.48933229191993516,2.7071067811865475,unique_starts
30,1,299,50,3,17,20,1,4.0,3.6,5,50,3,16.666666666666668,50,250,250,250,-0.6666666666666644,0.002275,0.002525,0.48933229191993516,0.13726557047333235,0.48933229191993516,4.242535625036333,unique_starts
31,1,303,10,2,10,2,1,3.0,3.0,5,10,2,5.0,10,0,0,0,0.9999999999999,0.002275,0.00247,0.48933229191993516,0.3262160334887899,0.48933229191993516,3.316227766016838,unique_starts
32,1,355,3,2,2,3,1,1.0,1.3333333333333333,2,3,2,1.5,3,10,10,10,-0.538461538461497,0.002275,0.00217,0.48933229191993516,0.4726666291061638,0.48933229191993516,1.7071067811865475,unique_starts
33,1,362,163,13,71,52,1,4.0,3.423312883435583,5,163,13,12.538461538461538,163,0,0,0,0.9999999999999939,0.002275,0.002515,0.48933229191993516,0.46099070498120004,0.48933229191993516,4.118678165819385,unique_starts
34,1,429,160,22,39,115,1,3.0,3.23125,5,160,22,7.2727272727272725,160,18,18,18,0.7977528089887596,0.002275,0.0033,0.48933229191993516,0.7518556148223536,0.7518556148223536,3.160128153805087,unique_starts
35,1,442,7,2,2,7,2,4.0,3.7142857142857144,5,7,2,3.5,7,33,33,33,-0.6499999999999837,0.002275,0.001445,0.48933229191993516,0.3069299033454031,0.48933229191993516,4.707106781186548,unique_starts
36,2,21,60,13,60,17,2,4.0,3.6333333333333333,5,60,13,4.615384615384615,60,0,0,0,0.9999999999999833,0.00384,0.001335,0.3501472844367674,0.46391095683033756,0.46391095683033756,4.129099444873581,unique_starts
37,2,31,104,20,72,49,3,4.0,4.298076923076923,5,104,20,5.2,104,0,0,0,0.9999999999999905,0.00384,0.001575,0.3501472844367674,0.49121049726505284,0.49121049726505284,4.117851130197758,unique_starts
38,2,43,13,6,10,9,3,5.0,4.615384615384615,5,13,6,2.1666666666666665,13,0,0,0,0.9999999999999231,0.00384,0.00192,0.3501472844367674,0.6987109017675688,0.6987109017675688,5.316227766016838,unique_starts
39,2,61,124,20,112,29,1,3.0,3.225806451612903,5,124,20,6.2,124,0,0,0,0.999999999999992,0.00384,0.0015,0.3501472844367674,0.4683824714458353,0.4683824714458353,3.0944911182523067,unique_starts
40,2,74,29,13,25,22,4,5.0,4.758620689655173,5,29,13,2.230769230769231,29,7,7,7,0.6111111111110941,0.00384,0.001315,0.3501472844367674,0.4908567732544501,0.4908567732544501,5.2,unique_starts
41,2,126,80,6,32,26,1,4.0,3.5625,5,80,6,13.333333333333334,80,161,161,161,-0.3360995850622393,0.00384,0.00242,0.3501472844367674,0.21169882222992498,0.3501472844367674,4.1767766952966365,unique_starts
42,2,144,58,6,26,19,1,3.0,3.2586206896551726,5,58,6,9.666666666666666,58,35,35,35,0.2473118279569866,0.00384,0.00326,0.3501472844367674,0.3341156701216954,0.3501472844367674,3.196116135138184,unique_starts
43,2,175,73,6,36,28,1,3.0,3.0547945205479454,5,73,6,12.166666666666666,73,19,19,19,0.586956521739124,0.00384,0.00503,0.3501472844367674,0.8135368683831736,0.8135368683831736,3.1666666666666665,unique_starts
44,2,179,26,8,26,8,2,4.0,3.769230769230769,5,26,8,3.25,26,0,0,0,0.9999999999999616,0.00384,0.00165,0.3501472844367674,0.5564168064445675,0.5564168064445675,4.196116135138184,unique_starts
45,2,186,8,3,8,3,3,4.0,4.125,5,8,3,2.6666666666666665,8,0,0,0,0.999999999999875,0.00384,0.00126,0.3501472844367674,0.43115922502005144,0.43115922502005144,4.353553390593274,unique_starts
46,2,250,21,6,18,7,2,4.0,3.9523809523809526,5,21,6,3.5,21,0,0,0,0.9999999999999525,0.00384,0.0009,0.3501472844367674,0.30826581664392183,0.3501472844367674,4.235702260395516,unique_starts
47,2,302,35,8,35,8,1,3.0,3.1142857142857143,5,35,8,4.375,35,0,0,0,0.9999999999999714,0.00384,0.00104,0.3501472844367674,0.351670374377101,0.351670374377101,3.1690308509457035,unique_starts
48,2,313,7,3,7,3,3,4.0,4.285714285714286,5,7,3,2.3333333333333335,7,0,0,0,0.9999999999998571,0.00384,0.001605,0.3501472844367674,0.5515643026284701,0.5515643026284701,4.377964473009227,unique_starts
49,2,348,144,9,51,51,1,4.0,3.701388888888889,5,144,9,16.0,144,14,14,14,0.8227848101265771,0.00384,0.00217,0.3501472844367674,0.40718882337138645,0.40718882337138645,4.140028008402801,unique_starts
50,2,392,4,4,4,4,5,5.0,5.0,5,4,4,1.0,4,30,30,30,-0.7647058823529187,0.00384,0.001005,0.3501472844367674,0.33507059222257773,0.3501472844367674,5.5,unique_starts
51,2,409,34,8,34,10,2,4.0,3.676470588235294,5,34,8,4.25,34,0,0,0,0.9999999999999706,0.00384,0.00128,0.3501472844367674,0.40308796563907545,0.40308796563907545,4.171498585142508,unique_starts
52,2,418,16,4,16,4,2,3.5,3.5,5,16,4,4.0,16,0,0,0,0.9999999999999376,0.00384,0.00083,0.3501472844367674,0.27868830303492287,0.3501472844367674,3.75,unique_starts
53,2,483,170,20,115,38,1,3.0,3.2176470588235295,5,170,20,8.5,170,0,0,0,0.9999999999999941,0.00384,0.000865,0.3501472844367674,0.259460094131962,0.3501472844367674,3.0932504808240315,unique_starts
54,2,488,90,17,52,46,3,5.0,4.366666666666666,5,90,17,5.294117647058823,90,5,5,5,0.8947368421052538,0.00384,0.001465,0.3501472844367674,0.5517834882014472,0.5517834882014472,5.138675049056308,unique_starts
55,3,57,75,6,32,22,1,4.0,3.4,5,75,6,12.5,75,0,0,0,0.9999999999999868,0.003565,0.002505,0.6286217318491387,0.3859177915559212,0.6286217318491387,4.1767766952966365,unique_starts
56,3,78,32,4,14,14,1,4.0,3.46875,5,32,4,8.0,32,1,0,0,0.9999999999999687,0.003565,0.002165,0.6286217318491387,0.19063608836733015,0.6286217318491387,4.267261241912425,unique_starts
57,3,83,169,15,61,63,1,4.0,3.57396449704142,5,169,15,11.266666666666667,169,0,0,0,0.9999999999999941,0.003565,0.00184,0.6286217318491387,0.3510365192304151,0.6286217318491387,4.128036879932896,unique_starts
58,3,124,28,3,9,12,1,3.0,3.2857142857142856,5,28,3,9.333333333333334,28,0,0,0,0.9999999999999644,0.003565,0.00177,0.6286217318491387,0.2931056681087943,0.6286217318491387,3.3333333333333335,unique_starts
59,3,191,36,4,14,14,1,4.0,3.888888888888889,5,36,4,9.0,36,0,0,0,0.9999999999999721,0.003565,0.00229,0.6286217318491387,0.32171587616173225,0.6286217318491387,4.267261241912425,unique_starts
60,3,206,361,30,154,143,1,4.0,3.8670360110803323,5,361,30,12.033333333333333,361,0,0,0,0.9999999999999971,0.003565,0.002645,0.6286217318491387,0.44925811615597827,0.6286217318491387,4.080582296402538,unique_starts
61,3,218,101,7,50,28,1,4.0,3.4455445544554455,5,101,7,14.428571428571429,101,0,0,0,0.9999999999999901,0.003565,0.001955,0.6286217318491387,0.26477844333890715,0.6286217318491387,4.141421356237309,unique_starts
62,3,406,685,35,246,246,1,4.0,3.5547445255474455,5,685,35,19.571428571428573,685,0,0,0,0.9999999999999986,0.003565,0.002805,0.6286217318491387,0.5172113057375602,0.6286217318491387,4.063757671306334,unique_starts
63,3,489,132,12,60,39,1,4.0,3.484848484848485,5,132,12,11.0,132,0,0,0,0.9999999999999925,0.003565,0.001985,0.6286217318491387,0.3172367480750897,0.6286217318491387,4.129099444873581,unique_starts
64,4,63,186,9,63,68,1,4.0,3.639784946236559,5,186,9,20.666666666666668,186,0,0,0,0.9999999999999947,0.0034,0.00318,0.30112887455264437,0.4193809362318285,0.4193809362318285,4.125988157669743,unique_starts
65,4,138,18,2,9,5,1,3.5,3.3333333333333335,5,18,2,9.0,18,0,0,0,0.9999999999999445,0.0034,0.002785,0.30112887455264437,0.30224112032384104,0.30224112032384104,3.8333333333333335,unique_starts
66,4,356,260,18,99,91,1,4.0,3.6653846153846152,5,260,18,14.444444444444445,260,54,54,54,0.6560509554140106,0.0034,0.00207,0.30112887455264437,0.28110091600464526,0.30112887455264437,4.100503781525921,unique_starts
67,4,439,115,8,42,39,1,4.0,3.608695652173913,5,115,8,14.375,115,97,97,97,0.0849056603773581,0.0034,0.002185,0.30112887455264437,0.3129454565503628,0.3129454565503628,4.154303349962092,unique_starts
68,4,447,213,12,74,76,1,4.0,3.6619718309859155,5,213,12,17.75,213,1,0,0,0.9999999999999953,0.0034,0.002265,0.30112887455264437,0.32245763661646754,0.32245763661646754,4.116247638743819,unique_starts
69,4,458,22,3,15,5,1,3.0,3.227272727272727,5,22,3,7.333333333333333,22,53,53,53,-0.41333333333332783,0.0034,0.002035,0.30112887455264437,0.3519671089959333,0.3519671089959333,3.258198889747161,unique_starts
70,4,502,100,12,41,44,1,4.0,3.81,5,100,12,8.333333333333334,100,19,19,19,0.6806722689075574,0.0034,0.00221,0.30112887455264437,0.30109158377231876,0.30112887455264437,4.156173761888606,unique_starts
71,4,507,19,3,15,4,1,3.0,3.1052631578947367,5,19,3,6.333333333333333,19,0,0,0,0.9999999999999475,0.0034,0.00222,0.30112887455264437,0.17886975514700099,0.30112887455264437,3.258198889747161,unique_starts
72,5,88,6,2,2,6,1,2.0,2.1666666666666665,4,6,2,3.0,6,8,8,8,-0.14285714285713266,0.001905,0.00285,0.19241203283442537,0.30345165765119986,0.30345165765119986,2.7071067811865475,unique_starts
73,5,133,17,2,6,7,1,4.0,3.764705882352941,5,17,2,8.5,17,9,0,0,0.9999999999999413,0.001905,0.003455,0.19241203283442537,0.3499976886249412,0.3499976886249412,4.408248290463863,unique_starts
74,5,135,20,2,6,10,1,4.0,3.5,5,20,2,10.0,20,0,0,0,0.99999999999995,0.001905,0.00185,0.19241203283442537,0.41214443236490744,0.41214443236490744,4.408248290463863,unique_starts
75,5,157,27,4,10,17,1,4.0,3.5555555555555554,5,27,4,6.75,27,0,0,0,0.999999999999963,0.001905,0.00224,0.19241203283442537,0.5685202702921979,0.5685202702921979,4.316227766016838,unique_starts
76,5,160,98,5,33,35,1,4.0,3.663265306122449,5,98,5,19.6,98,0,0,0,0.9999999999999899,0.001905,0.001525,0.19241203283442537,0.21684926927738252,0.21684926927738252,4.174077655955698,unique_starts
77,5,196,33,5,12,19,1,3.0,3.212121212121212,5,33,5,6.6,33,9,0,0,0.9999999999999697,0.001905,0.00287,0.19241203283442537,0.3938063547620109,0.3938063547620109,3.288675134594813,unique_starts
78,5,257,58,5,19,21,1,4.0,3.5689655172413794,5,58,5,11.6,58,24,24,24,0.4146341463414584,0.001905,0.002185,0.19241203283442537,0.29255428091833025,0.29255428091833025,4.229415733870562,unique_starts
79,5,260,35,4,19,13,1,3.0,3.1142857142857143,5,35,4,8.75,35,77,77,77,-0.37499999999999667,0.001905,0.001595,0.19241203283442537,0.11717543567938708,0.19241203283442537,3.2294157338705616,unique_starts
80,5,261,15,4,12,7,1,3.0,3.066666666666667,5,15,4,3.75,15,18,18,18,-0.09090909090908815,0.001905,0.003005,0.19241203283442537,0.2538314043050963,0.2538314043050963,3.288675134594813,unique_starts
81,5,291,161,12,53,77,1,3.0,3.372670807453416,5,161,12,13.416666666666666,161,14,14,14,0.8399999999999952,0.001905,0.001995,0.19241203283442537,0.35328584292951104,0.35328584292951104,3.1373605639486892,unique_starts
82,5,298,14,2,3,10,1,3.0,3.142857142857143,5,14,2,7.0,14,2,0,0,0.9999999999999286,0.001905,0.001935,0.19241203283442537,0.3478877796989055,0.3478877796989055,3.5773502691896257,unique_starts
83,5,424,17,2,8,6,1,3.0,3.2941176470588234,5,17,2,8.5,17,1,0,0,0.9999999999999413,0.001905,0.001685,0.19241203283442537,0.41553998824582195,0.41553998824582195,3.353553390593274,unique_starts
84,5,436,3,2,3,2,4,5.0,4.666666666666667,5,3,2,1.5,3,0,0,0,0.9999999999996666,0.001905,0.00154,0.19241203283442537,0.33093765242314244,0.33093765242314244,5.577350269189626,unique_starts
85,5,441,26,3,12,8,1,4.0,3.576923076923077,5,26,3,8.666666666666666,26,43,43,43,-0.24637681159419936,0.001905,0.002275,0.19241203283442537,0.2208392280881557,0.2208392280881557,4.288675134594813,unique_starts
86,5,481,56,5,19,23,1,4.0,3.6964285714285716,5,56,5,11.2,56,32,32,32,0.27272727272726965,0.001905,0.00295,0.19241203283442537,0.29684736175418913,0.29684736175418913,4.229415733870562,unique_starts
87,6,9,75,14,74,18,1,3.0,2.8933333333333335,5,75,14,5.357142857142857,75,0,0,0,0.9999999999999868,0.003095,0.00098,0.42152009373078086,0.33462821694591344,0.42152009373078086,3.116247638743819,unique_starts
88,6,13,6,5,6,6,5,5.0,5.0,5,6,5,1.2,6,36,36,36,-0.7142857142856972,0.003095,0.001505,0.42152009373078086,0.554199568997198,0.554199568997198,5.408248290463863,unique_starts
89,6,21,38,11,38,11,2,3.0,3.473684210526316,5,38,11,3.4545454545454546,38,0,0,0,0.9999999999999737,0.003095,0.001335,0.42152009373078086,0.46391095683033756,0.46391095683033756,3.1622214211307624,unique_starts
90,6,51,231,23,69,123,1,4.0,3.4155844155844157,5,231,23,10.043478260869565,231,36,36,36,0.7303370786516826,0.003095,0.002095,0.42152009373078086,0.41788662977020846,0.42152009373078086,4.120385853085769,unique_starts
91,6,108,28,3,7,20,1,3.0,3.0,5,28,3,9.333333333333334,28,1,0,0,0.9999999999999644,0.003095,0.00222,0.42152009373078086,0.36721504130459026,0.42152009373078086,3.3779644730092273,unique_starts
92,6,125,26,3,13,9,1,4.0,3.6923076923076925,5,26,3,8.666666666666666,26,88,88,88,-0.5438596491228023,0.003095,0.004175,0.42152009373078086,0.23811265801510284,0.42152009373078086,4.277350098112614,unique_starts
93,6,156,23,15,21,21,4,5.0,4.913043478260869,5,23,15,1.5333333333333334,23,0,0,0,0.9999999999999566,0.003095,0.001425,0.42152009373078086,0.4892239201535476,0.4892239201535476,5.218217890235993,unique_starts
94,6,179,80,19,80,23,2,3.0,3.4875,5,80,19,4.2105263157894735,80,0,0,0,0.9999999999999876,0.003095,0.00165,0.42152009373078086,0.5564168064445675,0.5564168064445675,3.1118033988749896,unique_starts
95,6,186,40,8,34,11,2,4.0,3.575,5,40,8,5.0,40,0,0,0,0.9999999999999749,0.003095,0.00126,0.42152009373078086,0.43115922502005144,0.43115922502005144,4.171498585142508,unique_starts
96,6,195,74,15,74,19,1,3.0,2.77027027027027,5,74,15,4.933333333333334,74,0,0,0,0.9999999999999866,0.003095,0.0012,0.42152009373078086,0.37381557077521704,0.42152009373078086,3.116247638743819,unique_starts
97,6,243,6,4,6,4,1,1.0,1.3333333333333333,2,6,4,1.5,6,5,5,5,0.09090909090908264,0.003095,0.002845,0.42152009373078086,0.513207298120322,0.513207298120322,1.4082482904638631,unique_starts
98,6,245,10,2,7,5,3,4.0,4.0,5,10,2,5.0,10,0,0,0,0.9999999999999,0.003095,0.00107,0.42152009373078086,0.4274154862127174,0.4274154862127174,4.377964473009227,unique_starts
99,6,250,19,5,19,5,2,4.0,3.5789473684210527,5,19,5,3.8,19,0,0,0,0.9999999999999475,0.003095,0.0009,0.42152009373078086,0.30826581664392183,0.42152009373078086,4.229415733870562,unique_starts
100,6,300,106,11,32,52,1,3.5,3.3773584905660377,5,106,11,9.636363636363637,106,0,0,0,0.9999999999999906,0.003095,0.00191,0.42152009373078086,0.35589246154449145,0.42152009373078086,3.676776695296637,unique_starts
101,6,302,53,11,53,11,1,3.0,2.943396226415094,5,53,11,4.818181818181818,53,0,0,0,0.9999999999999811,0.003095,0.00104,0.42152009373078086,0.351670374377101,0.42152009373078086,3.1373605639486892,unique_starts
102,6,309,76,11,37,32,1,4.0,3.6447368421052633,5,76,11,6.909090909090909,76,343,343,343,-0.6372315035799507,0.003095,0.003055,0.42152009373078086,0.5364209769251034,0.5364209769251034,4.164398987305358,unique_starts
103,6,313,131,22,70,67,3,4.0,4.343511450381679,5,131,22,5.954545454545454,131,38,38,38,0.5502958579881625,0.003095,0.001605,0.42152009373078086,0.5515643026284701,0.5515643026284701,4.119522860933439,unique_starts
104,6,319,58,14,36,29,2,4.0,4.189655172413793,5,58,14,4.142857142857143,58,31,31,31,0.30337078651685057,0.003095,0.002245,0.42152009373078086,0.7112287454915991,0.7112287454915991,4.166666666666667,unique_starts
105,6,381,69,14,54,30,2,4.0,4.217391304347826,5,69,14,4.928571428571429,69,2,0,0,0.9999999999999856,0.003095,0.001595,0.42152009373078086,0.5810507181516483,0.5810507181516483,4.136082763487955,unique_starts
106,6,409,35,10,35,11,2,3.0,3.4285714285714284,5,35,10,3.5,35,0,0,0,0.9999999999999714,0.003095,0.00128,0.42152009373078086,0.40308796563907545,0.42152009373078086,3.1690308509457035,unique_starts
107,6,444,23,3,12,6,1,3.0,2.9565217391304346,5,23,3,7.666666666666667,23,0,0,0,0.9999999999999566,0.003095,0.00186,0.42152009373078086,0.3671808446400463,0.42152009373078086,3.288675134594813,unique_starts
108,6,498,64,11,56,14,1,3.0,3.015625,5,64,11,5.818181818181818,64,0,0,0,0.9999999999999845,0.003095,0.000995,0.42152009373078086,0.32644318036897174,0.42152009373078086,3.1336306209562124,unique_starts
