query_id,src,dst,reachable,path_edges_count,path_cost,path_nodes,path_edge_ids,ep_id,num_virtual_edges_used,num_real_option_edges_used,virtual_edge_ratio
0,229,404,True,2,50.0,229 4 404,-1 -1,0,2,0,1.0
1,7,380,True,1,25.0,7 380,-1,1,1,0,1.0
2,401,477,True,2,50.0,401 164 477,-1 -1,2,2,0,1.0
3,315,106,True,1,25.0,315 106,-1,3,1,0,1.0
4,428,224,True,2,50.0,428 290 224,-1 -1,4,2,0,1.0
5,327,27,True,3,53.18257418583505,327 410 429 27,-1 1892 -1,5,2,1,0.6666666666666666
6,55,461,True,3,54.5,55 139 199 461,-1 657 -1,6,2,1,0.6666666666666666
7,64,67,True,4,59.56565321642986,64 207 167 316 67,-1 1051 793 -1,7,2,2,0.5
8,440,380,True,2,50.0,440 7 380,-1 -1,8,2,0,1.0
9,0,470,True,2,50.0,0 58 470,-1 -1,9,2,0,1.0
10,480,240,True,2,50.0,480 375 240,-1 -1,10,2,0,1.0
11,67,207,True,3,58.5,67 199 375 207,-1 1020 -1,11,2,1,0.6666666666666666
12,152,177,True,3,56.12598815766974,152 113 440 177,-1 506 -1,12,2,1,0.6666666666666666
13,5,53,True,2,50.0,5 299 53,-1 -1,13,2,0,1.0
14,214,96,True,2,50.0,214 171 96,-1 -1,14,2,0,1.0
15,338,321,True,3,54.14907119849998,338 251 113 321,-1 1223 -1,15,2,1,0.6666666666666666
16,352,59,True,2,50.0,352 24 59,-1 -1,16,2,0,1.0
17,475,393,True,3,73.33333333333333,475 247 120 393,-1 1212 -1,17,2,1,0.6666666666666666
18,84,119,True,2,50.0,84 58 119,-1 -1,18,2,0,1.0
19,385,369,True,1,25.0,385 369,-1,19,1,0,1.0
20,402,500,True,3,57.78867513459481,402 227 430 500,-1 1129 -1,20,2,1,0.6666666666666666
21,389,98,True,2,50.0,389 240 98,-1 -1,21,2,0,1.0
22,372,506,True,2,50.0,372 58 506,-1 -1,22,2,0,1.0
23,311,203,True,2,50.0,311 138 203,-1 -1,23,2,0,1.0
24,421,192,True,2,50.0,421 273 192,-1 -1,24,2,0,1.0
25,327,98,True,2,50.0,327 243 98,-1 -1,25,2,0,1.0
26,327,507,True,2,50.0,327 22 507,-1 -1,26,2,0,1.0
27,390,300,True,2,50.0,390 22 300,-1 -1,27,2,0,1.0
28,39,36,True,2,50.0,39 58 36,-1 -1,28,2,0,1.0
29,147,395,True,3,57.13867504905631,147 117 294 395,-1 551 -1,29,2,1,0.6666666666666666
30,184,40,True,2,50.0,184 114 40,-1 -1,30,2,0,1.0
31,39,208,True,2,50.0,39 243 208,-1 -1,31,2,0,1.0
