cluster,num_segments,num_episodes,min_h,median_h,mean_h,max_h
0,3508,30,1,4.0,4.214652223489168,10
1,11668,72,1,4.0,4.811621528968118,10
2,3277,73,1,4.0,4.023191943851083,10
3,8384,95,1,4.0,4.221135496183206,10
4,9928,93,1,4.0,4.370769540692989,10
5,5057,84,1,4.0,4.33260826577022,10
6,11068,109,1,4.0,4.4082038308637514,10
7,10485,107,1,4.0,4.328469241773963,10
8,4037,105,1,3.0,3.748823383700768,10
9,17747,126,1,4.0,4.698653293514397,10
10,10225,126,1,4.0,4.16440097799511,10
11,5242,100,1,4.0,4.217665013353682,10
12,17475,88,1,5.0,4.882346208869814,10
13,5284,47,1,3.0,4.032740348221044,10
17,3,1,1,8.0,6.0,9
18,3412,14,1,5.0,5.114595545134819,10
19,641,13,1,3.0,3.8174726989079564,10
20,1856,34,1,4.0,4.2844827586206895,10
21,3108,61,1,4.0,4.283783783783784,10
22,437,21,1,3.0,3.6590389016018308,10
23,2059,18,1,5.0,5.12821758135017,10
24,500,20,1,3.0,3.514,10
25,1144,28,1,4.0,4.048951048951049,10
26,4726,85,1,4.0,4.26153195090986,10
27,3573,74,1,4.0,4.255247691015953,10
28,601,29,1,3.0,3.7570715474209653,10
29,849,31,1,3.0,3.625441696113074,10
30,743,41,1,3.0,3.2543741588156125,10
31,3803,59,1,4.0,4.62976597423087,10
32,9830,105,1,4.0,4.73794506612411,10
33,3109,65,1,4.0,4.21132196847861,10
34,16,2,1,2.0,2.625,7
37,46,2,1,3.0,3.6956521739130435,9
38,1316,24,1,4.0,4.287234042553192,10
39,643,14,1,4.0,4.256609642301711,10
40,4515,35,1,4.0,4.768106312292359,10
41,6798,49,1,4.0,4.744042365401588,10
42,6,1,1,1.5,1.6666666666666667,3
45,1,1,1,1.0,1.0,1
46,13909,97,1,4.0,4.614494212380473,10
47,10258,84,1,4.0,4.352115422109573,10
52,6791,64,1,4.0,4.732145486673539,10
53,7716,103,1,4.0,4.406817003628823,10
54,2625,70,1,3.0,3.846857142857143,10
55,5334,69,1,4.0,4.491188601424822,10
56,2462,61,1,3.0,3.723395613322502,10
57,2438,54,1,3.0,3.916324856439705,10
58,5372,49,1,4.0,4.730268056589725,10
59,527,14,1,3.0,3.6299810246679316,10
60,819,25,1,3.0,3.9218559218559217,10
61,1700,42,1,3.0,3.965294117647059,10
62,6,1,1,1.5,1.6666666666666667,3
66,3892,82,1,4.0,4.2487153134635145,10
67,3051,67,1,4.0,4.213700426089806,10
72,232,10,1,2.0,2.853448275862069,8
73,338,25,1,2.0,2.9437869822485205,10
74,779,30,1,3.0,3.6611039794608473,10
75,464,25,1,3.0,3.1206896551724137,10
76,431,19,1,3.0,3.4408352668213458,10
77,69,10,1,2.0,2.1884057971014492,6
78,282,12,1,3.0,3.230496453900709,10
79,131,8,1,3.0,3.0381679389312977,9
80,2996,37,1,4.0,4.220627503337783,10
81,4786,42,1,4.0,4.452778938570831,10
86,9733,86,1,4.0,4.476112195623138,10
87,6842,81,1,4.0,4.204618532592809,10
100,1502,37,1,4.0,4.071238348868175,10
101,2872,47,1,4.0,4.183147632311978,10
102,136,6,1,3.0,3.448529411764706,10
105,25,3,1,3.0,3.24,8
106,4480,83,1,4.0,4.235491071428571,10
107,2613,72,1,3.0,3.7355530042097205,10
120,3692,50,1,3.0,4.019501625135428,10
121,10244,80,1,4.0,4.437231550175713,10
122,2974,58,1,4.0,4.077673167451244,10
123,5154,81,1,3.0,3.954986418315871,10
124,6430,84,1,4.0,4.085225505443235,10
125,3299,72,1,4.0,4.01242800848742,10
126,8490,124,1,4.0,4.103415783274441,10
127,4355,63,1,3.0,3.900803673938002,10
132,1397,16,1,4.0,4.516821760916249,10
133,1980,21,1,4.0,4.497474747474747,10
134,1063,22,1,3.0,3.9689557855127,10
135,3565,35,1,4.0,4.416269284712483,10
136,2982,47,1,3.0,3.977867203219316,10
137,3597,45,1,4.0,4.58465387823186,10
138,2217,22,1,4.0,4.62787550744249,10
139,276,9,1,3.0,3.2971014492753623,10
140,780,28,1,3.0,3.144871794871795,10
141,2473,40,1,3.0,3.6465830974524867,10
142,438,20,1,3.0,3.1666666666666665,10
143,1283,36,1,3.0,3.6063912704598597,10
144,1808,40,1,3.0,3.517146017699115,10
145,1808,36,1,4.0,4.341814159292035,10
146,5957,109,1,4.0,4.0958536175927485,10
147,2855,59,1,3.0,3.8399299474605955,10
152,473,8,1,3.0,3.807610993657505,10
153,249,4,1,4.0,4.100401606425703,10
154,65,3,1,3.0,3.1538461538461537,8
155,1021,17,1,3.0,3.4965719882468167,10
156,998,22,1,4.0,4.05310621242485,10
157,5838,45,1,5.0,4.999828708461802,10
158,3291,66,1,3.0,3.9781221513217866,10
159,376,12,1,3.0,3.672872340425532,10
165,89,2,1,4.0,4.52808988764045,10
166,8298,88,1,4.0,4.452759701132803,10
167,4447,63,1,3.0,3.972790645378907,10
177,395,11,1,3.0,4.0329113924050635,10
178,6769,84,1,4.0,4.422957600827301,10
179,627,21,1,3.0,3.5933014354066986,10
185,1185,1,1,5.0,5.430379746835443,10
186,7302,94,1,4.0,4.3672966310599834,10
187,4689,71,1,4.0,4.232672211558968,10
188,10,1,1,2.0,2.0,4
197,113,11,1,2.0,3.2389380530973453,10
198,7470,93,1,4.0,4.424497991967871,10
199,942,23,1,3.0,4.100849256900212,10
200,1118,25,1,3.0,3.678890876565295,10
201,2999,51,1,3.0,3.8612870956985663,10
202,1334,42,1,3.0,3.733133433283358,10
203,2981,68,1,3.0,3.7121771217712176,10
204,4411,74,1,3.0,3.9013829063704377,10
205,2593,57,1,4.0,4.055919784033938,10
206,7451,116,1,4.0,4.163333780700577,10
207,7716,117,1,4.0,4.296267496111975,10
208,3898,64,1,4.0,4.322473063109287,10
209,4837,87,1,3.0,3.8147612156295225,10
210,5369,91,1,4.0,4.145650959210281,10
211,2475,53,1,4.0,4.027474747474748,10
212,6285,86,1,3.0,3.901829753381066,10
213,3596,75,1,3.0,3.8448275862068964,10
214,1497,49,1,3.0,3.561790247160989,10
215,5612,77,1,3.0,4.002672843905916,10
216,3371,77,1,3.0,3.9083358053989916,10
217,4671,75,1,4.0,4.523014343823593,10
218,8455,113,1,4.0,4.151153163808398,10
219,891,31,1,3.0,3.606060606060606,10
220,2786,46,1,3.0,3.8560660445082555,10
221,7817,88,1,4.0,4.287450428553154,10
222,1439,45,1,3.0,3.6886726893676163,10
223,3867,56,1,3.0,3.711404189294026,10
224,5164,58,1,4.0,4.11831913245546,10
225,1080,37,1,3.0,3.551851851851852,10
226,4960,64,1,3.0,3.944758064516129,10
227,4530,59,1,3.0,4.06158940397351,10
228,1280,43,1,3.0,3.55859375,10
229,6349,75,1,3.0,3.9773192628760436,10
230,4849,70,1,3.0,3.8420292843885337,10
231,2267,60,1,3.0,3.913542126157918,10
232,11354,133,1,4.0,4.203716751805531,10
233,7680,121,1,3.0,4.014192708333334,10
234,2106,72,1,3.0,3.376068376068376,10
235,9248,97,1,4.0,4.20242214532872,10
236,4519,88,1,3.0,3.7446337685328612,10
237,1342,56,1,3.0,3.3584202682563338,10
238,5209,45,1,4.0,4.50182376655788,10
239,987,27,1,3.0,3.713272543059777,10
240,4191,64,1,4.0,4.490575041756144,10
241,4317,73,1,3.0,4.0222376650451706,10
242,727,3,1,5.0,5.37414030261348,10
251,697,6,1,5.0,4.9971305595408895,10
252,7841,98,1,4.0,4.396505547761765,10
253,3482,70,1,3.0,4.002584721424468,10
260,4599,66,1,4.0,4.112850619699935,10
261,9275,69,1,4.0,4.533369272237197,10
271,591,1,1,5.0,5.204737732656515,10
272,12724,104,1,4.0,4.47925180760767,10
273,6339,64,1,4.0,4.252879002997318,10
274,717,3,1,5.0,5.372384937238493,10
280,2362,56,1,4.0,4.04995766299746,10
281,4985,91,1,4.0,4.202808425275827,10
282,2050,45,1,4.0,4.316585365853658,10
283,1801,59,1,3.0,3.6551915602443086,10
284,2398,55,1,4.0,4.047122602168474,10
285,1459,38,1,3.0,3.9129540781357095,10
286,741,34,1,3.0,3.2186234817813766,10
287,475,22,1,2.0,2.8842105263157896,10
291,389,3,1,5.0,5.12853470437018,10
292,6031,108,1,4.0,4.2061018073288015,10
293,4553,90,1,4.0,4.300680869756205,10
294,1466,33,1,4.0,4.19849931787176,10
295,1064,35,1,3.0,3.5140977443609023,10
296,1006,38,1,3.0,3.6163021868787277,10
297,1084,26,1,3.0,3.9354243542435423,10
298,880,20,1,3.0,3.5579545454545456,10
299,47,5,1,2.0,2.148936170212766,6
300,4766,72,1,3.0,4.039446076374318,10
301,11324,120,1,4.0,4.483398092546803,10
