query_id,src,dst,reachable,path_edges_count,path_cost,path_nodes,path_edge_ids
0,1,12,False,0,inf,,
1,127,4,False,0,inf,,
2,390,252,False,0,inf,,
3,7,187,True,6,52.6663857608776,7 27 46 86 126 146 187,6 15 19 26 30 37
4,186,235,True,5,49.43720737995171,186 207 209 231 233 235,45 56 58 61 68
5,9,127,True,4,38.43044106642452,9 27 47 87 127,9 16 23 28
6,4,121,False,0,inf,,
7,87,1,False,0,inf,,
8,312,206,True,6,52.72642917306631,312 292 252 231 209 207 206,82 78 71 59 57 55
9,358,252,False,0,inf,,
10,121,46,False,0,inf,,
11,1,12,False,0,inf,,
12,4,126,True,5,47.48096426142017,4 6 27 46 86 126,0 3 15 19 26
13,272,187,True,5,43.31381338933652,272 252 231 209 207 187,76 71 59 57 54
14,9,126,True,4,39.43276186021784,9 27 46 86 126,9 15 19 26
15,86,187,True,3,27.895590503659076,86 126 146 187,26 30 37
16,126,10,False,0,inf,,
17,358,352,False,0,inf,,
18,272,389,False,0,inf,,
19,127,4,False,0,inf,,
20,352,358,False,0,inf,,
21,358,352,False,0,inf,,
22,389,272,False,0,inf,,
23,121,47,False,0,inf,,
24,358,272,False,0,inf,,
25,1,12,False,0,inf,,
26,86,1,False,0,inf,,
27,12,1,False,0,inf,,
28,233,392,False,0,inf,,
29,312,232,True,3,24.54455751219937,312 292 252 232,82 78 72
30,6,187,True,6,54.74676698374424,6 27 46 86 126 146 187,3 15 19 26 30 37
31,121,4,False,0,inf,,
32,121,4,False,0,inf,,
33,167,7,False,0,inf,,
34,232,127,True,7,57.424414032497005,232 231 209 207 187 167 146 127,63 59 57 54 46 38 34
35,126,10,False,0,inf,,
36,252,186,True,4,37.31957044856207,252 231 209 207 186,71 59 57 53
37,10,126,True,5,46.46006959090181,10 9 27 46 86 126,10 9 15 19 26
38,47,207,True,5,46.61825797827539,47 87 127 146 187 207,23 28 32 37 49
39,207,46,False,0,inf,,
40,121,4,False,0,inf,,
41,241,209,False,0,inf,,
42,358,352,False,0,inf,,
43,272,358,False,0,inf,,
44,358,352,False,0,inf,,
45,358,352,False,0,inf,,
