query_id,src,dst,reachable,path_edges_count,path_cost,path_nodes,path_edge_ids
0,84,119,True,3,15.082182187665467,84 316 404 119,488 1857 2294
1,385,369,True,3,13.930006552181377,385 24 301 369,2192 177 1775
2,402,500,True,5,23.174124964039756,402 7 196 207 303 500,2269 65 1178 1255 1781
3,311,203,True,4,20.56834440275476,311 87 196 1 203,1812 504 1170 3
4,39,36,True,3,14.572153270861449,39 383 273 36,300 2167 1625
5,147,395,True,3,15.842391336988076,147 309 135 395,854 1796 749
6,184,40,True,3,25.623292317151083,184 50 303 40,1160 344 1776
7,117,182,True,3,15.91043592401326,117 10 173 182,632 97 1056
8,147,26,True,2,14.40091431901307,147 227 26,853 1313
9,143,271,True,2,11.647213595499958,143 440 271,814 2501
10,509,385,True,3,14.623918400878008,509 361 243 385,2834 2059 1421
11,494,172,True,3,15.867633906377883,494 199 171 172,2759 1193 1025
12,440,117,True,3,13.404700538379252,440 263 405 117,2500 1550 2322
