cluster,num_segments,num_episodes,min_h,median_h,mean_h,max_h
1,1742,25,1,3.0,4.01894374282434,10
2,3899,31,1,4.0,4.24031803026417,10
3,2166,54,1,3.0,2.9856879039704523,10
4,3427,33,1,4.0,4.235191129267581,10
6,2277,37,1,3.0,3.580588493631972,10
7,3044,35,1,4.0,4.285479632063075,10
8,1619,64,1,2.0,2.9184681902408895,10
10,3134,33,1,4.0,4.145820038289726,10
16,2987,30,1,4.0,4.207900903916974,10
21,2,2,1,1.0,1.0,1
22,2687,74,1,3.0,3.439151470040938,10
24,2733,39,1,3.0,3.994511525795829,10
26,879,43,1,2.0,2.844141069397042,10
28,1251,49,1,2.0,2.782573940847322,10
30,2081,39,1,3.0,3.6376741950985103,10
34,90,74,1,1.0,1.0,1
36,1079,43,1,3.0,2.969416126042632,10
37,1890,37,1,3.0,3.56031746031746,10
39,1636,50,1,3.0,3.475550122249389,10
40,1624,47,1,3.0,3.1736453201970445,10
42,1775,59,1,3.0,3.1532394366197183,10
46,2060,41,1,3.0,3.320873786407767,10
50,3690,24,1,4.0,4.364769647696477,10
51,1204,36,1,2.0,2.8654485049833887,9
56,1777,53,1,2.0,2.9184018007878447,10
57,1539,40,1,3.0,3.087719298245614,10
58,1999,38,1,3.0,3.4597298649324664,10
59,1517,31,1,3.0,3.0039551746868822,9
63,2216,45,1,3.0,3.3334837545126352,10
76,1628,36,1,4.0,4.07002457002457,10
77,1317,46,1,2.0,2.9233105542900533,10
79,2134,47,1,3.0,3.2005623242736645,10
80,1903,45,1,3.0,3.271150814503416,10
82,799,42,1,2.0,2.3642052565707132,10
84,2838,40,1,4.0,4.3407329105003525,10
86,1336,30,1,3.0,3.4004491017964074,10
87,1666,24,1,3.0,3.804321728691477,10
90,1566,46,1,3.0,3.3575989782886335,10
92,1620,36,1,3.0,3.4895061728395063,10
95,1436,39,1,3.0,3.316155988857939,10
100,2138,36,1,3.0,3.8610851262862487,10
109,3034,32,1,4.0,4.608108108108108,10
112,2252,25,1,3.0,3.8650088809946714,10
113,1463,52,1,3.0,3.0956937799043063,10
114,2549,21,1,4.0,4.1447626520204,10
115,1805,44,1,3.0,3.5584487534626037,10
117,1945,50,1,3.0,3.367095115681234,10
119,2226,23,1,4.0,4.19496855345912,10
120,2219,61,1,3.0,2.9945921586300135,10
121,162,117,1,1.0,1.0,1
125,5016,34,1,4.0,4.652711323763955,10
130,1201,46,1,2.0,2.739383846794338,10
133,3628,33,1,4.0,4.510198456449834,10
135,887,43,1,2.0,2.668545659526494,8
138,2727,21,1,4.0,4.253392005867253,10
139,1752,80,1,2.0,2.9571917808219177,10
140,2150,26,1,3.0,3.4706976744186044,10
143,3235,39,1,4.0,4.267078825347759,10
144,3209,27,1,4.0,4.233717669055781,10
146,1568,45,1,2.0,2.8418367346938775,10
147,4156,37,1,4.0,4.515399422521655,10
149,1027,53,1,2.0,2.896786757546251,10
151,1084,48,1,2.0,2.7195571955719555,10
157,1067,56,1,2.0,2.7797563261480787,10
163,50,27,1,1.0,1.48,7
164,1799,51,1,3.0,3.9755419677598667,10
166,1910,43,1,3.0,3.1319371727748693,10
167,1485,69,1,2.0,2.884175084175084,10
169,1649,56,1,2.0,3.055184960582171,10
171,1992,65,1,3.0,3.2279116465863456,10
172,2244,52,1,3.0,3.656862745098039,10
173,1609,42,1,3.0,3.495338719701678,10
174,1463,30,1,3.0,3.495557074504443,10
175,3762,59,1,3.0,3.8216374269005846,10
176,2837,33,1,4.0,4.040183292210081,10
179,1,1,1,1.0,1.0,1
180,1067,57,1,2.0,2.312089971883786,6
182,1241,38,1,3.0,3.0314262691377922,10
183,1103,40,1,3.0,3.0045330915684496,10
184,1811,45,1,3.0,3.581446714522363,10
196,2774,26,1,4.0,4.467555875991348,10
199,1258,67,1,2.0,2.6446740858505566,10
203,1822,34,1,3.0,3.3079034028540066,10
205,43,28,1,1.0,1.9534883720930232,10
206,1692,45,1,3.0,3.2925531914893615,10
207,1619,57,1,2.0,2.948733786287832,10
213,1863,29,1,3.0,3.200751476113795,10
217,2456,50,1,3.0,3.47557003257329,10
222,2530,26,1,4.0,4.143478260869565,10
224,2822,39,1,3.0,3.7434443656980863,10
227,2422,23,1,4.0,4.1701073492981005,10
228,1798,23,1,3.0,3.611234705228031,10
230,2256,53,1,3.0,3.671985815602837,10
232,1354,48,1,3.0,3.3013293943870017,10
234,1876,34,1,3.0,3.881130063965885,10
238,1449,37,1,3.0,3.4078674948240164,10
243,1741,63,1,3.0,3.495692130959219,10
247,2895,15,1,4.0,4.473920552677029,10
248,91,65,1,1.0,1.0,1
251,1301,69,1,2.0,2.7455803228285935,10
258,1451,50,1,3.0,3.31013094417643,10
259,54,31,1,1.0,1.9074074074074074,8
262,3969,6,1,5.0,5.035273368606702,10
263,1082,33,1,2.0,2.925138632162662,10
266,2494,38,1,3.0,3.1619887730553327,10
268,1627,41,1,3.0,3.1659496004917025,10
271,274,94,1,4.0,4.087591240875913,9
272,2628,18,1,4.0,4.085616438356165,10
273,2046,65,1,3.0,3.6158357771260996,10
279,2526,34,1,4.0,4.232779097387174,10
281,2955,42,1,3.0,3.984771573604061,10
290,2027,58,1,3.0,3.6961026147015295,10
292,976,47,1,2.0,2.80327868852459,10
294,1926,52,1,3.0,3.749221183800623,10
296,1303,55,1,2.0,2.627014581734459,7
297,797,43,1,3.0,3.3337515683814303,10
301,1454,42,1,3.0,4.035075653370014,10
303,1820,32,1,3.0,3.4620879120879122,10
304,1853,39,1,3.0,3.2676740420939017,10
309,1917,41,1,3.0,3.4340114762649976,10
311,2104,35,1,3.0,3.9990494296577945,10
315,1906,29,1,3.0,3.1951731374606505,10
