cluster,num_segments,num_episodes,min_h,median_h,mean_h,max_h
1,7056,72,1,3.0,2.824263038548753,5
3,5832,95,1,3.0,2.74519890260631,5
4,6679,93,1,3.0,2.7680790537505615,5
6,7370,109,1,3.0,2.756987788331072,5
7,7118,106,1,3.0,2.7416409103680808,5
9,11039,126,1,3.0,2.8056889210979254,5
10,7194,126,1,3.0,2.711148179038087,5
12,10372,88,1,3.0,2.8410142691862705,5
32,6042,105,1,3.0,2.8247269116186695,5
46,8824,97,1,3.0,2.791251133272892,5
47,6921,84,1,3.0,2.748446756249097,5
86,6372,86,1,3.0,2.76789077212806,5
87,4758,81,1,3.0,2.7023959646910467,5
121,6776,80,1,3.0,2.761806375442739,5
126,6035,124,1,3.0,2.6969345484672744,5
166,5451,88,1,3.0,2.753072830673271,5
206,5225,116,1,3.0,2.6999043062200956,5
207,5258,117,1,3.0,2.721186763027767,5
212,4661,86,1,2.0,2.64170778802832,5
218,5955,113,1,3.0,2.7205709487825356,5
221,5344,88,1,3.0,2.7292290419161676,5
229,4637,75,1,2.0,2.654518007332327,5
232,7904,133,1,3.0,2.695723684210526,5
233,5558,121,1,2.0,2.663727959697733,5
235,6444,97,1,3.0,2.6944444444444446,5
252,5222,98,1,3.0,2.7481807736499424,5
261,5988,69,1,3.0,2.768370073480294,5
272,8333,104,1,3.0,2.7693507740309613,5
301,7408,120,1,3.0,2.775917926565875,5
306,6071,92,1,3.0,2.749299950584747,5
312,13120,120,1,3.0,2.8121951219512193,5
313,7644,145,1,3.0,2.6780481423338567,5
315,5358,89,1,3.0,2.784434490481523,5
341,6733,75,1,3.0,2.8303876429526214,5
352,11678,116,1,3.0,2.8277958554547014,5
372,5743,112,1,3.0,2.8001044750130593,5
387,5510,94,1,3.0,2.7626134301270415,5
389,9269,119,1,3.0,2.7779695760060417,5
390,7196,124,1,3.0,2.7285992217898833,5
392,9392,90,1,3.0,2.820272572402044,5
