cluster,num_segments,num_episodes,min_h,median_h,mean_h,max_h
1,1260,25,1,2.0,2.6547619047619047,5
2,2695,31,1,3.0,2.7346938775510203,5
3,1912,54,1,2.0,2.4728033472803346,5
4,2376,32,1,3.0,2.736952861952862,5
6,1798,37,1,2.0,2.622358175750834,5
7,2075,35,1,3.0,2.696867469879518,5
8,1448,64,1,2.0,2.4205801104972378,5
10,2207,33,1,3.0,2.695967376529225,5
13,57,43,1,1.0,1.087719298245614,2
16,2084,30,1,3.0,2.722648752399232,5
22,2192,74,1,2.0,2.615419708029197,5
23,971,59,1,2.0,2.2687950566426363,5
24,1997,39,1,3.0,2.7075613420130193,5
26,771,43,1,2.0,2.2127107652399483,5
28,1145,49,1,2.0,2.381659388646288,5
31,203,84,1,1.0,1.2315270935960592,3
34,90,74,1,1.0,1.0,1
39,1315,50,1,2.0,2.514068441064639,5
42,1518,59,1,2.0,2.474308300395257,5
43,409,99,1,1.0,1.466992665036675,3
46,1723,41,1,2.0,2.6262333139872314,5
50,2482,24,1,3.0,2.775181305398872,5
56,1588,53,1,2.0,2.447732997481108,5
63,1847,45,1,2.0,2.5858148348673526,5
74,50,38,1,1.0,1.1,2
79,1819,47,1,2.0,2.5684442001099503,5
80,1599,45,1,2.0,2.559724828017511,5
84,1908,40,1,2.0,2.669287211740042,5
88,1857,31,1,3.0,2.7151319332256327,5
98,2063,26,1,3.0,2.7421231216674746,5
100,1606,36,1,2.0,2.6270236612702367,5
109,1924,32,1,3.0,2.7463617463617465,5
112,1669,25,1,2.0,2.6051527860994605,5
115,1426,44,1,2.0,2.539971949509116,5
117,1596,50,1,2.0,2.537593984962406,5
120,1967,61,1,2.0,2.5226232841891205,5
121,162,117,1,1.0,1.0,1
125,3155,34,1,3.0,2.8044374009508717,5
129,299,61,1,1.0,1.3277591973244147,3
133,2347,33,1,3.0,2.74009373668513,5
138,1883,21,1,3.0,2.741370154009559,5
139,1556,80,1,2.0,2.4646529562982007,5
140,1746,26,1,2.0,2.5836197021764034,5
141,224,87,1,1.0,1.2276785714285714,3
143,2224,39,1,3.0,2.714478417266187,5
144,2223,27,1,3.0,2.721097615834458,5
146,1411,45,1,2.0,2.3720765414599576,5
147,2685,37,1,3.0,2.706145251396648,5
149,913,53,1,2.0,2.340635268346112,5
151,999,48,1,2.0,2.344344344344344,5
156,53,45,1,1.0,1.0377358490566038,2
157,969,56,1,2.0,2.3364293085655317,5
163,48,27,1,1.0,1.2708333333333333,4
164,1298,51,1,2.0,2.5901386748844377,5
166,1647,43,1,2.0,2.5209471766848814,5
167,1331,69,1,2.0,2.3764087152516904,5
169,1424,56,1,2.0,2.423455056179775,5
171,1674,65,1,2.0,2.441457586618877,5
172,1748,52,1,2.0,2.623569794050343,5
173,1284,42,1,2.0,2.5311526479750777,5
175,2832,59,1,2.0,2.5769774011299433,5
176,2050,33,1,3.0,2.738048780487805,5
179,1,1,1,1.0,1.0,1
196,1821,26,1,3.0,2.742998352553542,5
199,1168,67,1,2.0,2.3176369863013697,5
205,40,27,1,1.0,1.475,5
207,1428,57,1,2.0,2.392857142857143,5
208,252,77,1,1.0,1.4841269841269842,5
217,1991,50,1,2.0,2.6549472626820694,5
222,1786,26,1,3.0,2.7082866741321387,5
224,2172,39,1,2.0,2.638121546961326,5
229,2194,33,1,3.0,2.824065633546035,5
230,1746,53,1,2.0,2.5635738831615122,5
233,484,72,1,1.0,1.6962809917355373,5
238,1177,37,1,2.0,2.468139337298216,5
243,1390,63,1,2.0,2.527338129496403,5
247,1895,15,1,3.0,2.7313984168865435,5
248,91,65,1,1.0,1.0,1
251,1189,69,1,2.0,2.370058873002523,5
252,2425,33,1,3.0,2.811958762886598,5
253,379,93,1,1.0,1.4485488126649078,4
256,89,70,1,1.0,1.0,1
259,52,30,1,1.0,1.7115384615384615,5
261,2069,29,1,3.0,2.751570807153214,5
262,2264,6,1,3.0,2.8723498233215548,5
266,2149,38,1,2.0,2.5267566309911587,5
271,153,66,1,1.0,1.738562091503268,5
273,1595,65,1,2.0,2.5272727272727273,5
279,1737,34,1,2.0,2.6453655728267127,5
281,2147,42,1,2.0,2.5910572892408013,5
288,1945,33,1,3.0,2.730077120822622,5
290,1569,58,1,2.0,2.5379222434671767,5
304,1544,39,1,2.0,2.5012953367875648,5
309,1550,41,1,2.0,2.525161290322581,5
313,305,51,1,1.0,1.3868852459016394,3
315,1625,29,1,2.0,2.5378461538461536,5
316,1288,53,1,2.0,2.520186335403727,5
318,2035,31,1,3.0,2.691891891891892,5
319,289,95,1,1.0,1.2110726643598615,3
324,2291,24,1,3.0,2.7468354430379747,5
328,1452,49,1,2.0,2.4862258953168044,5
335,2296,23,1,3.0,2.7852787456445993,5
355,930,45,1,2.0,2.518279569892473,5
371,25,24,1,1.0,1.28,4
381,171,50,1,1.0,1.1695906432748537,2
382,1796,37,1,2.0,2.584632516703786,5
383,1648,62,1,2.0,2.5400485436893203,5
385,2165,43,1,2.0,2.6203233256351037,5
389,2061,25,1,3.0,2.7700145560407567,5
398,2103,33,1,3.0,2.6690442225392297,5
402,960,47,1,2.0,2.41875,5
404,915,56,1,2.0,2.3114754098360657,5
406,1494,53,1,2.0,2.4912985274431056,5
410,432,87,1,1.5,2.0069444444444446,5
414,1371,57,1,2.0,2.397520058351568,5
415,773,39,1,2.0,2.332470892626132,5
429,1504,86,1,2.0,2.2799202127659575,5
432,1614,43,1,2.0,2.6164807930607186,5
433,1685,41,1,2.0,2.618991097922849,5
449,81,61,1,1.0,1.0123456790123457,2
462,2277,37,1,3.0,2.7369345630215194,5
463,160,114,1,1.0,1.0,1
474,1072,55,1,2.0,2.4151119402985075,5
481,1990,17,1,3.0,2.7261306532663316,5
485,986,51,1,2.0,2.4036511156186613,5
487,1589,46,1,2.0,2.526117054751416,5
488,282,35,1,1.0,1.3971631205673758,3
494,1611,45,1,2.0,2.5903165735567972,5
