edge_id,src,dst,num_segments,num_episodes,num_unique_starts,num_unique_terminations,min_h,median_h,mean_h,max_h,num_unique_start_goal_pairs,num_unique_episodes,support_density_per_episode,support_count,reverse_support_raw,reverse_support_certified,reverse_support_count,asymmetry,src_density,dst_density,src_bottleneck_score,dst_bottleneck_score,edge_bottleneck_score,cost,cost_support_unit
0,1,56,14,4,4,14,1,2.5,2.5714285714285716,5,14,4,3.5,14,0,0,0,0.9999999999999286,0.002275,0.003085,0.48933229191993516,0.5476821446904186,0.5476821446904186,3.0,unique_starts
1,1,196,28,7,15,15,1,2.0,2.642857142857143,5,28,7,4.0,28,130,130,130,-0.6455696202531604,0.002275,0.00287,0.48933229191993516,0.3938063547620109,0.48933229191993516,2.258198889747161,unique_starts
2,1,207,28,6,11,19,1,4.0,3.607142857142857,5,28,6,4.666666666666667,28,0,0,0,0.9999999999999644,0.002275,0.002905,0.48933229191993516,0.5763715552336803,0.5763715552336803,4.301511344577763,unique_starts
3,1,222,117,11,36,61,1,3.0,3.264957264957265,5,117,11,10.636363636363637,117,178,178,178,-0.20677966101694845,0.002275,0.00284,0.48933229191993516,0.36891735569835515,0.48933229191993516,3.1666666666666665,unique_starts
4,1,271,6,4,4,6,1,1.0,1.3333333333333333,2,6,4,1.5,6,13,13,13,-0.3684210526315596,0.002275,0.002355,0.48933229191993516,0.7393293140999965,0.7393293140999965,1.5,unique_starts
5,1,355,3,2,2,3,1,1.0,1.3333333333333333,2,3,2,1.5,3,10,10,10,-0.538461538461497,0.002275,0.00217,0.48933229191993516,0.4726666291061638,0.48933229191993516,1.7071067811865475,unique_starts
6,1,429,160,22,39,115,1,3.0,3.23125,5,160,22,7.2727272727272725,160,18,18,18,0.7977528089887596,0.002275,0.0033,0.48933229191993516,0.7518556148223536,0.7518556148223536,3.160128153805087,unique_starts
7,2,31,104,20,72,49,3,4.0,4.298076923076923,5,104,20,5.2,104,0,0,0,0.9999999999999905,0.00384,0.001575,0.3501472844367674,0.49121049726505284,0.49121049726505284,4.117851130197758,unique_starts
8,2,43,13,6,10,9,3,5.0,4.615384615384615,5,13,6,2.1666666666666665,13,0,0,0,0.9999999999999231,0.00384,0.00192,0.3501472844367674,0.6987109017675688,0.6987109017675688,5.316227766016838,unique_starts
9,2,74,29,13,25,22,4,5.0,4.758620689655173,5,29,13,2.230769230769231,29,7,7,7,0.6111111111110941,0.00384,0.001315,0.3501472844367674,0.4908567732544501,0.4908567732544501,5.2,unique_starts
