edge_id,src,dst,num_segments,num_episodes,num_unique_starts,num_unique_terminations,min_h,median_h,mean_h,max_h,num_unique_start_goal_pairs,num_unique_episodes,support_density_per_episode,support_count,reverse_support_raw,reverse_support_certified,reverse_support_count,asymmetry,src_density,dst_density,src_bottleneck_score,dst_bottleneck_score,edge_bottleneck_score,cost,cost_support_unit
0,2,144,82,6,34,19,1,4.0,4.414634146341464,10,82,6,13.666666666666666,82,112,112,112,-0.15463917525773116,0.00384,0.00326,0.5060326060585574,0.4576649606576262,0.5060326060585574,4.171498585142508,unique_starts
1,2,175,82,6,39,28,1,3.0,3.4146341463414633,7,82,6,13.666666666666666,82,29,29,29,0.4774774774774732,0.00384,0.00503,0.5060326060585574,0.7906895530825655,0.7906895530825655,3.160128153805087,unique_starts
2,2,335,17,8,13,11,8,10.0,9.588235294117647,10,17,8,2.125,17,12,12,12,0.17241379310344235,0.00384,0.003265,0.5060326060585574,0.3610006316059117,0.5060326060585574,10.277350098112615,unique_starts
3,3,406,1447,36,347,327,1,6.0,5.663441603317208,10,1447,36,40.19444444444444,1447,0,0,0,0.9999999999999993,0.003565,0.002805,0.629648657579577,0.5354403056091888,0.629648657579577,6.053682812709502,unique_starts
4,4,8,16,5,8,13,5,9.5,8.875,10,16,5,3.2,16,1,0,0,0.9999999999999376,0.0034,0.00305,0.4173791207178176,0.5520708483104224,0.5520708483104224,9.853553390593273,unique_starts
5,4,63,510,9,90,104,1,6.5,6.3352941176470585,10,510,9,56.666666666666664,510,0,0,0,0.999999999999998,0.0034,0.00318,0.4173791207178176,0.5223469789125815,0.5223469789125815,6.605409255338946,unique_starts
6,4,80,3,2,3,2,9,10.0,9.666666666666666,10,3,2,1.5,3,0,0,0,0.9999999999996666,0.0034,0.003105,0.4173791207178176,0.5588642918402194,0.5588642918402194,10.577350269189626,unique_starts
7,4,149,6,2,4,4,9,10.0,9.666666666666666,10,6,2,3.0,6,4,0,0,0.9999999999998334,0.0034,0.002245,0.4173791207178176,0.5869552819932353,0.5869552819932353,10.5,unique_starts
8,4,230,8,2,3,5,7,9.0,8.875,10,8,2,4.0,8,509,509,509,-0.9690522243713714,0.0034,0.00344,0.4173791207178176,0.5145793327544896,0.5145793327544896,9.577350269189626,unique_starts
9,6,125,93,4,26,20,1,7.0,6.860215053763441,10,93,4,23.25,93,299,299,299,-0.5255102040816313,0.003095,0.004175,0.5269899781612348,0.38458229273974065,0.5269899781612348,7.196116135138184,unique_starts
10,6,147,4,2,3,3,9,10.0,9.75,10,4,2,2.0,4,236,236,236,-0.9666666666666627,0.003095,0.00412,0.5269899781612348,0.4943556507899788,0.5269899781612348,10.577350269189626,unique_starts
11,6,243,6,4,6,4,1,1.0,1.3333333333333333,2,6,4,1.5,6,6,6,6,0.0,0.003095,0.002845,0.5269899781612348,0.5030075021625952,0.5269899781612348,1.4082482904638631,unique_starts
