cluster,num_segments,num_episodes,min_h,median_h,mean_h,max_h
2,3899,31,1,4.0,4.24031803026417,10
3,2166,54,1,3.0,2.9856879039704523,10
4,3427,33,1,4.0,4.235191129267581,10
6,2277,37,1,3.0,3.580588493631972,10
7,3044,35,1,4.0,4.285479632063075,10
8,1619,64,1,2.0,2.9184681902408895,10
10,3134,33,1,4.0,4.145820038289726,10
16,2987,30,1,4.0,4.207900903916974,10
22,2687,74,1,3.0,3.439151470040938,10
46,2060,41,1,3.0,3.320873786407767,10
50,3690,24,1,4.0,4.364769647696477,10
56,1777,53,1,2.0,2.9184018007878447,10
63,2216,45,1,3.0,3.3334837545126352,10
79,2134,47,1,3.0,3.2005623242736645,10
80,1903,45,1,3.0,3.271150814503416,10
84,2838,40,1,4.0,4.3407329105003525,10
98,3249,26,1,4.0,4.597106802092951,10
117,1945,50,1,3.0,3.367095115681234,10
120,2219,61,1,3.0,2.9945921586300135,10
125,5016,34,1,4.0,4.652711323763955,10
133,3628,33,1,4.0,4.510198456449834,10
139,1752,80,1,2.0,2.9571917808219177,10
143,3235,39,1,4.0,4.267078825347759,10
144,3209,27,1,4.0,4.233717669055781,10
146,1568,45,1,2.0,2.8418367346938775,10
147,4156,37,1,4.0,4.515399422521655,10
149,1027,53,1,2.0,2.896786757546251,10
163,50,27,1,1.0,1.48,7
167,1485,69,1,2.0,2.884175084175084,10
169,1649,56,1,2.0,3.055184960582171,10
171,1992,65,1,3.0,3.2279116465863456,10
173,1609,42,1,3.0,3.495338719701678,10
175,3762,59,1,3.0,3.8216374269005846,10
199,1258,67,1,2.0,2.6446740858505566,10
207,1619,57,1,2.0,2.948733786287832,10
217,2456,50,1,3.0,3.47557003257329,10
224,2822,39,1,3.0,3.7434443656980863,10
229,3775,33,1,5.0,4.95841059602649,10
230,2256,53,1,3.0,3.671985815602837,10
243,1741,63,1,3.0,3.495692130959219,10
252,4072,33,1,5.0,4.854862475442043,10
259,54,31,1,1.0,1.9074074074074074,8
261,3175,29,1,4.0,4.4869291338582675,10
266,2494,38,1,3.0,3.1619887730553327,10
273,2046,65,1,3.0,3.6158357771260996,10
281,2955,42,1,3.0,3.984771573604061,10
290,2027,58,1,3.0,3.6961026147015295,10
304,1853,39,1,3.0,3.2676740420939017,10
309,1917,41,1,3.0,3.4340114762649976,10
315,1906,29,1,3.0,3.1951731374606505,10
318,2840,31,1,4.0,4.074647887323944,10
324,3417,24,1,4.0,4.379572724612233,10
335,3599,23,1,4.0,4.5826618505140315,10
371,27,25,1,1.0,1.7037037037037037,7
382,2178,37,1,3.0,3.3755739210284665,10
385,3036,43,1,3.0,4.087615283267457,10
398,2801,33,1,3.0,3.863977151017494,10
404,970,56,1,2.0,2.556701030927835,9
406,1712,53,1,3.0,3.057242990654206,10
410,527,90,1,2.0,2.876660341555977,10
429,1531,86,1,2.0,2.3461789679947747,7
462,3261,37,1,4.0,4.196872125114996,10
485,1131,51,1,2.0,3.026525198938992,10
487,2006,46,1,3.0,3.5214356929212363,10
