cluster,count,density
0,717,0.003585
1,1814,0.00907
2,694,0.00347
3,1640,0.0082
4,1820,0.0091
5,936,0.00468
6,2051,0.010255
7,2021,0.010105
8,934,0.00467
9,2894,0.01447
10,2109,0.010545
11,1036,0.00518
12,2626,0.01313
13,1145,0.005725
14,0,0.0
15,0,0.0
16,0,0.0
17,3,1.5e-05
18,448,0.00224
19,158,0.00079
20,359,0.001795
21,625,0.003125
22,129,0.000645
23,288,0.00144
24,138,0.00069
25,257,0.001285
26,934,0.00467
27,718,0.00359
28,173,0.000865
29,231,0.001155
30,245,0.001225
31,672,0.00336
32,1561,0.007805
33,632,0.00316
34,9,4.5e-05
35,0,0.0
36,0,0.0
37,17,8.5e-05
38,261,0.001305
39,131,0.000655
40,708,0.00354
41,1069,0.005345
42,5,2.5e-05
43,0,0.0
44,0,0.0
45,4,2e-05
46,2390,0.01195
47,1967,0.009835
48,0,0.0
49,0,0.0
50,0,0.0
51,0,0.0
52,1116,0.00558
53,1414,0.00707
54,616,0.00308
55,960,0.0048
56,593,0.002965
57,529,0.002645
58,847,0.004235
59,139,0.000695
60,193,0.000965
61,385,0.001925
62,4,2e-05
63,0,0.0
64,0,0.0
65,0,0.0
66,796,0.00398
67,651,0.003255
68,0,0.0
69,0,0.0
70,0,0.0
71,0,0.0
72,79,0.000395
73,134,0.00067
74,206,0.00103
75,152,0.00076
76,128,0.00064
77,41,0.000205
78,86,0.00043
79,45,0.000225
80,634,0.00317
81,898,0.00449
82,0,0.0
83,0,0.0
84,0,0.0
85,0,0.0
86,1757,0.008785
87,1436,0.00718
88,0,0.0
89,0,0.0
90,0,0.0
91,0,0.0
92,0,0.0
93,0,0.0
94,0,0.0
95,0,0.0
96,0,0.0
97,0,0.0
98,0,0.0
99,0,0.0
100,352,0.00176
101,591,0.002955
102,40,0.0002
103,0,0.0
104,0,0.0
105,13,6.5e-05
106,919,0.004595
107,674,0.00337
108,0,0.0
109,0,0.0
110,0,0.0
111,0,0.0
112,0,0.0
113,0,0.0
114,0,0.0
115,0,0.0
116,0,0.0
117,0,0.0
118,0,0.0
119,0,0.0
120,870,0.00435
121,1904,0.00952
122,610,0.00305
123,1161,0.005805
124,1378,0.00689
125,701,0.003505
126,1819,0.009095
127,1064,0.00532
128,0,0.0
129,0,0.0
130,0,0.0
131,0,0.0
132,249,0.001245
133,339,0.001695
134,221,0.001105
135,668,0.00334
136,651,0.003255
137,593,0.002965
138,400,0.002
139,87,0.000435
140,288,0.00144
141,690,0.00345
142,137,0.000685
143,392,0.00196
144,529,0.002645
145,355,0.001775
146,1293,0.006465
147,725,0.003625
148,0,0.0
149,0,0.0
150,0,0.0
151,0,0.0
152,113,0.000565
153,54,0.00027
154,20,0.0001
155,281,0.001405
156,236,0.00118
157,833,0.004165
158,743,0.003715
159,108,0.00054
160,0,0.0
161,0,0.0
162,0,0.0
163,0,0.0
164,0,0.0
165,22,0.00011
166,1552,0.00776
167,1019,0.005095
168,0,0.0
169,0,0.0
170,0,0.0
171,0,0.0
172,0,0.0
173,0,0.0
174,0,0.0
175,0,0.0
176,0,0.0
177,121,0.000605
178,1244,0.00622
179,181,0.000905
180,0,0.0
181,0,0.0
182,0,0.0
183,0,0.0
184,0,0.0
185,124,0.00062
186,1436,0.00718
187,1035,0.005175
188,6,3e-05
189,0,0.0
190,0,0.0
191,0,0.0
192,0,0.0
193,0,0.0
194,0,0.0
195,0,0.0
196,0,0.0
197,60,0.0003
198,1381,0.006905
199,225,0.001125
200,332,0.00166
201,763,0.003815
202,330,0.00165
203,782,0.00391
204,1048,0.00524
205,549,0.002745
206,1579,0.007895
207,1565,0.007825
208,726,0.00363
209,1200,0.006
210,1167,0.005835
211,517,0.002585
212,1504,0.00752
213,903,0.004515
214,383,0.001915
215,1305,0.006525
216,814,0.00407
217,838,0.00419
218,1721,0.008605
219,263,0.001315
220,698,0.00349
221,1559,0.007795
222,359,0.001795
223,990,0.00495
224,1151,0.005755
225,285,0.001425
226,1177,0.005885
227,1061,0.005305
228,330,0.00165
229,1475,0.007375
230,1215,0.006075
231,524,0.00262
232,2398,0.01199
233,1753,0.008765
234,566,0.00283
235,1944,0.00972
236,1142,0.00571
237,386,0.00193
238,999,0.004995
239,275,0.001375
240,797,0.003985
241,984,0.00492
242,83,0.000415
243,0,0.0
244,0,0.0
245,0,0.0
246,0,0.0
247,0,0.0
248,0,0.0
249,0,0.0
250,0,0.0
251,102,0.00051
252,1489,0.007445
253,780,0.0039
254,0,0.0
255,0,0.0
256,0,0.0
257,0,0.0
258,0,0.0
259,0,0.0
260,987,0.004935
261,1661,0.008305
262,2,1e-05
263,0,0.0
264,0,0.0
265,0,0.0
266,0,0.0
267,0,0.0
268,0,0.0
269,0,0.0
270,0,0.0
271,78,0.00039
272,2299,0.011495
273,1285,0.006425
274,82,0.00041
275,0,0.0
276,0,0.0
277,0,0.0
278,0,0.0
279,0,0.0
280,536,0.00268
281,1030,0.00515
282,414,0.00207
283,480,0.0024
284,543,0.002715
285,335,0.001675
286,271,0.001355
287,189,0.000945
288,0,0.0
289,0,0.0
290,0,0.0
291,62,0.00031
292,1284,0.00642
293,933,0.004665
294,302,0.00151
295,308,0.00154
296,278,0.00139
297,245,0.001225
298,247,0.001235
299,26,0.00013
300,1056,0.00528
301,2028,0.01014
302,784,0.00392
303,1024,0.00512
304,1019,0.005095
305,854,0.00427
306,1740,0.0087
307,1094,0.00547
308,0,0.0
309,0,0.0
310,0,0.0
311,5,2.5e-05
312,3471,0.017355
313,2335,0.011675
314,779,0.003895
315,1461,0.007305
316,987,0.004935
317,954,0.00477
318,1306,0.00653
319,268,0.00134
320,573,0.002865
