cluster,count,density,crossing,betweenness,removal_impact,normalized_crossing,normalized_betweenness,normalized_removal_impact,normalized_density,bottleneck_score
0,717.0,0.003585,427.0,9.162862355039454e-05,0.0,0.20208234737340275,0.001528650737012882,0.0,0.20656871218668973,0.1416403844544087
1,1814.0,0.00907,987.0,0.0013440826484293893,2.3764258555126478e-05,0.46710837671557026,0.022423483530752717,0.0040785717104992415,0.522615960818208,0.3368256437113598
2,694.0,0.00347,593.0,0.002544034944316933,0.0,0.2806436346426881,0.04244242401478114,0.0,0.19994237971766063,0.26310334474217106
3,1640.0,0.0082,1180.0,0.0020026926394542312,6.812453164383522e-06,0.5584477046852816,0.03341114883853128,0.0011691961140256914,0.4724863151829445,0.45128215508295516
4,1820.0,0.0091,1307.0,0.0029342797807181205,7.91014080050493e-06,0.6185518220539518,0.048952922957854896,0.0013575881789101973,0.5243445692883896,0.5115589624042
5,936.0,0.00468,723.0,0.0030342484244177217,3.9701445132590914e-05,0.34216753431140556,0.05062071119856252,0.006813812036596961,0.26966292134831465,0.3187031811420707
6,2051.0,0.010255,1345.0,0.004358909907100778,1.3862484157158899e-05,0.6365357311878845,0.07272018921464708,0.002379166831124864,0.5908959953903775,0.5343662886165432
7,2021.0,0.010105,1476.0,0.013572021196793424,9.146938345229284e-05,0.6985328916232845,0.22642357160175186,0.015698551623646206,0.5822529530394699,0.7659791289368416
8,934.0,0.00467,864.0,0.022480620406855622,5.980618053671812e-05,0.4088973024136299,0.37504674436745605,0.01026431333778975,0.2690867185249208,0.7134823445613995
9,2894.0,0.01447,1734.0,0.01260081862274833,5.400448339106198e-05,0.8206341694273545,0.21022088871645986,0.009268589537012772,0.8337654854508788,0.7899940020455635
10,2109.0,0.010545,1526.0,0.015888030601085526,5.785158128907282e-05,0.7221959299574066,0.2650618196253373,0.009928852705667924,0.6076058772687987,0.8149048391077722
11,1036.0,0.00518,837.0,0.019683651418941243,0.00012148521420987692,0.396119261713204,0.32838459296641515,0.020850057525293886,0.2984730625180063,0.6558119934495112
12,2626.0,0.01313,1347.0,0.012619685023036275,0.0,0.6374822527212494,0.21053563901595646,0.0,0.7565543071161048,0.6210515996023744
13,1145.0,0.005725,767.0,0.00067781084725835,0.0,0.36299100804543305,0.011307995373813965,0.0,0.3298761163929704,0.2753361685013559
14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,3.0,1.5e-05,1.0,0.0,0.0,0.000473260766682442,0.0,0.0,0.000864304235090752,0.0002139694961552164
18,448.0,0.00224,132.0,0.001617474087188354,0.005225653206650831,0.06247042120208235,0.026984503964744645,0.8968595122833317,0.12906943244021896,0.947593607718093
19,158.0,0.00079,77.0,2.4598241835745144e-06,0.0,0.03644107903454804,4.103752632576899e-05,0.0,0.04552002304811294,0.022826109646439927
20,359.0,0.001795,271.0,0.0005224307887852977,7.902639481585532e-06,0.1282536677709418,0.008715772204911921,0.0013563007553171102,0.10342840679919332,0.10729721869141286
21,625.0,0.003125,480.0,0.0020647359491183623,7.872775940793314e-05,0.22716516800757217,0.03444622442266499,0.013511753863783766,0.18006338231057334,0.22110413160084896
22,129.0,0.000645,123.0,0.001035556583535723,0.0,0.05821107430194037,0.01727630813715971,0.0,0.037165082108902334,0.06433785780642938
23,288.0,0.00144,94.0,0.0004392595481329553,0.0,0.04448651206814955,0.007328216947666856,0.0,0.0829732065687122,0.02692276704520274
24,138.0,0.00069,119.0,0.0007701330190474369,0.0,0.0563180312352106,0.012848216654889947,0.0,0.03975799481417459,0.05723884944584817
25,257.0,0.001285,208.0,0.0007093376375528596,0.0,0.09843823946994794,0.011833960398191384,0.0,0.07404206280610776,0.088059581026307
26,934.0,0.00467,748.0,0.022501656384805044,0.00012707457151899353,0.3539990534784666,0.3753976899775741,0.021809338226097298,0.2690867185249208,0.6704800661246617
27,718.0,0.00359,551.0,0.03374814874495376,0.0001556636950561739,0.26076668244202555,0.5630241997842583,0.026715983649779493,0.20685681359838665,0.7884498217965473
28,173.0,0.000865,158.0,0.012292739305354312,2.3730422401506884e-05,0.07477520113582584,0.2050811664621604,0.004072764536729235,0.0498415442235667,0.2689766688676455
29,231.0,0.001155,199.0,0.00628945072445229,0.0,0.09417889256980597,0.10492762100756015,0.0,0.0665514261019879,0.17914108574676973
30,245.0,0.001225,217.0,0.0025977900858697093,0.0,0.10269758637008992,0.043339227148658725,0.0,0.07058484586574475,0.12486135975902522
31,672.0,0.00336,440.0,0.009958658511206355,0.0,0.20823473734027448,0.16614143138844145,0.0,0.19360414866032846,0.3162949241306174
32,1561.0,0.007805,920.0,0.019865284568543973,0.0002537242382847591,0.43539990534784667,0.3314147994373601,0.043545751622574846,0.449726303658888,0.6754425653101152
33,632.0,0.00316,508.0,0.005463940874523382,2.737246917768811e-05,0.24041646947468054,0.0911555463914749,0.004697835540530584,0.18208009219245175,0.28164582374895053
34,9.0,4.5e-05,6.0,0.0,0.0,0.002839564600094652,0.0,0.0,0.002592912705272256,0.002061690788512975
35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,17.0,8.5e-05,13.0,0.00019160304663312376,0.0,0.006152389966871746,0.0031965353958258503,0.0,0.0048977239988475954,0.007879608163043318
38,261.0,0.001305,206.0,0.0005734227050184849,0.0,0.09749171793658305,0.009566476136840899,0.0,0.07519446845289542,0.08449985353755533
39,131.0,0.000655,83.0,4.5096869703166346e-05,0.0,0.03928064363464269,0.0007523562009070725,0.0,0.03774128493229617,0.028710614355860913
40,708.0,0.00354,357.0,0.0009657021690925303,0.0,0.1689540937056318,0.016110919004543738,0.0,0.20397579948141747,0.12387227286575028
41,1069.0,0.005345,598.0,0.0030150546791238627,4.0434102934089074e-05,0.28300993847610034,0.05030049976514119,0.006939555382459622,0.30798040910400465,0.24785587089249972
42,5.0,2.5e-05,3.0,3.7358280535973883e-05,0.0,0.001419782300047326,0.0006232524386164326,0.0,0.0014405070584845867,0.0016108826211183825
43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,4.0,2e-05,1.0,0.0,0.0,0.000473260766682442,0.0,0.0,0.0011524056467876694,0.0001275390726461412
46,2390.0,0.01195,1480.0,0.018284280126067632,5.983427036057354e-05,0.7004259346900142,0.30503872269881904,0.01026913429025767,0.6885623739556325,0.8091650794924012
47,1967.0,0.009835,1348.0,0.018156863898824527,0.00011180861893448664,0.6379555134879319,0.30291302330341724,0.01918929930501928,0.5666954768078364,0.7900491930540177
48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,1116.0,0.00558,603.0,0.005034998593709121,0.0,0.28537624230951253,0.08399945358667489,0.0,0.32152117545375974,0.2729193432600595
53,1414.0,0.00707,1008.0,0.013736063291343106,2.5691298762756388e-05,0.47704685281590153,0.22916030450265146,0.004409302486618426,0.4073753961394411,0.5884038409633391
54,616.0,0.00308,548.0,0.018266411831711887,8.955855430365513e-05,0.25934690014197825,0.30474062391398843,0.01537060309156167,0.17747046960530108,0.526216986265938
55,960.0,0.0048,630.0,0.010160272372437737,0.0001497493366252048,0.29815428300993846,0.1695049783415817,0.025700924209723894,0.2765773552290406,0.4103869789925319
56,593.0,0.002965,499.0,0.006458606091605484,3.048297703878969e-05,0.23615712257453858,0.107749659216245,0.005231680488318264,0.170844137136272,0.2978852211382203
57,529.0,0.002645,466.0,0.007769271070211783,1.6226083429109443e-05,0.220539517274018,0.12961563196461404,0.0027848226231274513,0.15240564678766927,0.3072182778254587
58,847.0,0.004235,487.0,0.006333580666164028,1.6391508786944097e-05,0.23047799337434927,0.10566384583892936,0.002813213964818105,0.244021895707289,0.26574848446591004
59,139.0,0.000695,71.0,2.0075733488298904e-05,0.0,0.03360151443445338,0.0003349257426756377,0.0,0.040046096225871505,0.021922611309367568
60,193.0,0.000965,141.0,0.0023467571284426334,2.0978547743110964e-05,0.06672976810222432,0.03915121579896984,0.0036004704777104165,0.055603572457505045,0.09280038264165306
61,385.0,0.001925,307.0,0.0019033136678818262,2.6530289688179178e-05,0.14529105537150971,0.03175319816491686,0.0045532953928501575,0.11091904350331318,0.1483218358782828
62,4.0,2e-05,4.0,1.0504546379618605e-05,0.0,0.001893043066729768,0.00017524854071782943,0.0,0.0011524056467876694,0.0017225699134112964
63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,796.0,0.00398,620.0,0.015620723560543816,2.5671406003154536e-05,0.29342167534311403,0.2606023058980785,0.004405888365939354,0.2293287237107462,0.48963125249390793
67,651.0,0.003255,501.0,0.01755327156335126,0.0,0.23710364410790347,0.29284322379399785,0.0,0.18755401901469318,0.47368066219749333
68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,79.0,0.000395,51.0,3.647875988126873e-06,0.0,0.024136299100804542,6.0857929560786563e-05,0.0,0.02276001152405647,0.017369153573148388
73,134.0,0.00067,110.0,0.0016259597754495576,0.0,0.05205868433506862,0.02712607166610181,0.0,0.038605589167386926,0.06760307925095435
74,206.0,0.00103,187.0,0.001142339983996675,0.0,0.08849976336961665,0.01905778773917075,0.0,0.05934889080956498,0.0897528838659179
75,152.0,0.00076,142.0,7.938947868611189e-05,0.0,0.06720302886890676,0.001324463692700215,0.0,0.04379141457793144,0.055390068188227545
76,128.0,0.00064,97.0,0.0022839933597752727,0.0,0.045906294368196876,0.0381041207154308,0.0,0.03687698069720542,0.07294732087446605
77,41.0,0.000205,40.0,0.001286423383810316,0.0,0.01893043066729768,0.021461547468195903,0.0,0.01181215787957361,0.0368483307716215
78,86.0,0.00043,55.0,5.2975373112726425e-05,0.0,0.02602934216753431,0.0008837941683993896,0.0,0.02477672140593489,0.01948011991415323
79,45.0,0.000225,20.0,0.0,0.0,0.00946521533364884,0.0,0.0,0.01296456352636128,0.005575846275740457
80,634.0,0.00317,430.0,0.0020966752462564233,1.715492214304359e-05,0.20350212967345008,0.03497907134558006,0.0029442357726469463,0.1826562950158456,0.1866285482869234
81,898.0,0.00449,658.0,0.0027920792486286535,4.925137903859888e-05,0.31140558447704686,0.04658057532499284,0.008452831834998339,0.2587150677038318,0.2888244713258885
82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,1757.0,0.008785,1181.0,0.041838706049052245,0.0004348334656390859,0.558920965451964,0.6979998864915139,0.07462885777058408,0.5061941803514837,1.1796914556086169
87,1436.0,0.00718,1090.0,0.01554537571376096,0.0,0.5158542356838618,0.25934526920960743,0.0,0.4137136271967733,0.6510854167344372
88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,352.0,0.00176,276.0,0.0027616651218057876,0.0,0.130619971604354,0.04607317299172733,0.0,0.1014116969173149,0.14626963552088687
101,591.0,0.002955,458.0,0.008116613255541203,0.00012413705030834407,0.21675343114055845,0.13541038110550296,0.02130518233665711,0.17026793431287815,0.3223886142888551
