edge_id,src,dst,num_segments,num_episodes,num_unique_starts,num_unique_terminations,min_h,median_h,mean_h,max_h,num_unique_start_goal_pairs,num_unique_episodes,support_density_per_episode,support_count,reverse_support_raw,reverse_support_certified,reverse_support_count,asymmetry,src_density,dst_density,src_bottleneck_score,dst_bottleneck_score,edge_bottleneck_score,cost,cost_support_unit
0,4,6,2479,37,347,311,7,19.0,18.982654296087134,25,2479,37,67.0,2479,1718,1718,1718,0.18131999046938285,0.0091,0.010255,0.5115589624042,0.5343662886165432,0.5343662886165432,19.053682812709503,unique_starts
1,4,7,484,18,117,109,15,23.0,22.485537190082646,25,484,18,26.88888888888889,484,493,493,493,-0.009211873080859766,0.0091,0.010105,0.5115589624042,0.7659791289368416,0.7659791289368416,23.092450032704203,unique_starts
2,4,8,15,4,8,8,22,25.0,24.266666666666666,25,15,4,3.75,15,36,36,36,-0.4117647058823449,0.0091,0.00467,0.5115589624042,0.7134823445613995,0.7134823445613995,25.353553390593273,unique_starts
3,4,26,695,19,110,133,8,20.0,19.6273381294964,25,695,19,36.578947368421055,695,643,643,643,0.038863976083707,0.0091,0.00467,0.5115589624042,0.6704800661246617,0.6704800661246617,20.095346258924558,unique_starts
4,4,27,76,3,17,18,16,23.0,22.44736842105263,25,76,3,25.333333333333332,76,147,147,147,-0.31838565022421383,0.0091,0.00359,0.5115589624042,0.7884498217965473,0.7884498217965473,23.242535625036332,unique_starts
5,4,46,25,2,9,9,21,24.0,23.8,25,25,2,12.5,25,7,7,7,0.5624999999999823,0.0091,0.01195,0.5115589624042,0.8091650794924012,0.8091650794924012,24.333333333333332,unique_starts
6,6,4,1718,30,217,264,7,18.0,17.841676367869617,25,1718,30,57.266666666666666,1718,2479,2479,2479,-0.18131999046938285,0.010255,0.0091,0.5343662886165432,0.5115589624042,0.5343662886165432,18.067884423330213,unique_starts
7,6,7,16945,59,1524,1487,1,13.0,13.199704927707288,25,16945,59,287.20338983050846,16945,15506,15506,15506,0.04434377985270099,0.010255,0.010105,0.5343662886165432,0.7659791289368416,0.7659791289368416,13.025615775978928,unique_starts
8,6,8,1985,28,257,278,8,19.0,19.1183879093199,25,1985,28,70.89285714285714,1985,2267,2267,2267,-0.0663217309501411,0.010255,0.00467,0.5343662886165432,0.7134823445613995,0.7134823445613995,19.06237828615518,unique_starts
9,6,9,427,21,109,102,15,23.0,22.40983606557377,25,427,21,20.333333333333332,427,1114,1114,1114,-0.4458144062297207,0.010255,0.01447,0.5343662886165432,0.7899940020455635,0.7899940020455635,23.095782628522116,unique_starts
10,6,10,28,4,12,12,21,24.0,24.0,25,28,4,7.0,28,41,41,41,-0.18840579710144656,0.010255,0.010545,0.5343662886165432,0.8149048391077722,0.8149048391077722,24.28867513459481,unique_starts
