query_id,src,dst,reachable,path_edges_count,path_cost,path_nodes,path_edge_ids
0,315,229,True,3,69.48728913749716,315 292 232 229,688 640 518
1,227,47,True,3,72.91241012926206,227 166 106 47,464 255 166
2,387,301,True,9,202.70005688146287,387 390 352 292 232 231 227 223 241 301,724 729 708 640 520 505 475 463 584
3,227,312,True,4,78.68358562468492,227 229 232 252 312,476 488 525 597
4,124,7,True,3,68.10116988615975,124 126 66 7,199 203 132
5,127,4,True,3,62.9260356985435,127 107 46 4,220 178 100
6,229,124,True,3,58.257326039117615,229 208 166 124,481 371 257
7,301,227,True,4,86.59452508173274,301 241 203 206 227,662 577 314 353
8,198,230,True,3,63.63694536573317,198 218 234 230,310 438 550
9,124,203,True,3,68.44497993988489,124 146 206 203,201 241 345
10,390,252,True,3,69.33756313761685,390 372 312 252,730 716 666
11,7,187,True,3,73.7394454136848,7 66 126 187,26 141 216
12,186,235,True,3,70.57285584173599,186 209 232 235,295 392 523
13,223,123,True,3,71.56166023275458,223 206 146 123,460 340 232
14,107,210,True,3,67.37407239507509,107 167 207 210,189 279 366
15,209,198,True,3,72.97174151449838,209 232 236 198,392 524 569
16,9,127,True,3,58.47533305270376,9 47 107 127,46 122 185
17,301,227,True,4,86.59452508173274,301 241 203 206 227,662 577 314 353
18,213,146,True,3,70.698451442672,213 230 207 146,419 489 355
19,229,178,True,4,86.13786052748539,229 232 236 198 178,488 524 569 309
20,4,121,True,4,94.9456690891865,4 46 106 124 121,5 110 171 197
21,221,233,True,5,91.73779616114473,221 222 205 209 232 233,443 451 336 392 521
22,124,7,True,3,68.10116988615975,124 126 66 7,199 203 132
23,273,166,True,4,78.18272340733688,273 232 231 208 166,626 520 500 371
24,312,206,True,4,80.47890406515151,312 252 230 207 206,666 588 489 363
25,167,8,True,3,72.86583532293807,167 107 46 8,270 178 103
26,121,46,True,3,70.38723859194208,121 124 106 46,191 196 165
27,261,229,True,4,80.37733279550442,261 222 223 206 229,606 453 460 354
28,198,229,True,3,71.38280811044392,198 236 233 229,311 574 534
29,4,126,True,3,60.6315967796272,4 46 106 126,5 110 172
30,272,187,True,3,64.53631568419604,272 231 208 187,613 500 373
31,9,126,True,3,60.5300982940294,9 47 106 126,46 121 172
32,86,187,True,2,44.265620939823876,86 146 187,153 240
33,261,166,True,3,70.77103109226871,261 222 205 166,606 451 328
34,221,127,True,3,72.40559546976543,221 204 186 127,442 319 284
35,229,124,True,3,58.257326039117615,229 208 166 124,481 371 257
36,126,10,True,3,68.56311280093868,126 86 27 10,204 144 86
37,272,389,True,3,68.44715888940516,272 312 372 389,620 675 720
38,389,273,True,3,68.41577923855384,389 372 312 273,725 716 668
39,390,316,True,3,69.33655414448234,390 352 313 316,729 711 683
40,18,12,False,0,inf,,
41,127,4,True,3,62.9260356985435,127 107 46 4,220 178 100
42,47,227,True,3,72.10381253590239,47 107 167 227,122 189 280
43,227,301,True,3,71.80538408881543,227 223 241 301,475 463 584
44,223,86,True,3,72.63619583200457,223 206 146 86,460 340 228
45,223,236,True,4,93.15272474971908,223 205 209 232 236,459 336 392 524
46,106,203,True,3,64.67307124212682,106 166 205 203,176 265 331
47,387,313,True,3,67.67673936225869,387 389 372 313,723 725 717
48,389,272,True,3,68.31543930875593,389 372 332 272,725 718 698
49,121,47,True,3,70.52668966266228,121 124 106 47,191 196 166
50,10,147,True,3,71.43473535079598,10 27 87 147,54 92 164
51,315,215,True,3,62.46606218068588,315 273 234 215,687 628 549
52,124,7,True,3,68.10116988615975,124 126 66 7,199 203 132
53,218,227,True,3,72.32534080908488,218 234 210 227,438 546 398
54,12,107,True,4,69.11340129858722,12 11 27 87 107,67 61 92 160
55,123,6,True,3,71.5415267613544,123 126 66 6,194 203 131
56,306,392,False,0,inf,,
57,18,12,False,0,inf,,
58,187,261,True,3,62.57034409668388,187 206 222 261,305 351 456
59,9,26,True,1,23.11396057645964,9 26,43
60,261,186,True,3,67.20593772395645,261 222 204 186,606 450 319
61,53,4,True,3,65.56560456262483,53 10 8 4,123 49 27
62,233,392,True,3,68.66732486158755,233 293 332 392,545 660 707
63,387,313,True,3,67.67673936225869,387 389 372 313,723 725 717
64,218,312,True,3,70.56429414638261,218 234 272 312,438 557 620
65,261,229,True,4,80.37733279550442,261 222 223 206 229,606 453 460 354
66,312,232,True,2,36.2048109771897,312 252 232,666 590
67,4,53,True,3,72.6465832301232,4 8 11 53,2 32 63
68,6,187,True,3,73.71503433126885,6 66 126 187,15 141 216
69,227,47,True,3,72.91241012926206,227 166 106 47,464 255 166
70,293,218,True,3,66.53358682029605,293 233 235 218,651 539 562
71,273,212,True,1,24.242535625036332,273 212,624
72,121,4,True,4,95.88723859194208,121 124 106 46 4,191 196 165 100
73,121,4,True,4,95.88723859194208,121 124 106 46 4,191 196 165 100
74,12,18,False,0,inf,,
75,167,7,True,3,69.36366341922324,167 107 66 7,270 180 132
76,209,260,True,3,73.05789702694591,209 206 222 260,382 351 455
77,232,127,True,3,71.98022986553873,232 229 187 127,518 477 298
78,86,229,True,3,69.50211592313882,86 146 207 229,153 242 369
79,18,12,False,0,inf,,
80,126,10,True,3,68.56311280093868,126 86 27 10,204 144 86
81,252,186,True,3,61.37182254318303,252 230 207 186,588 489 359
82,10,126,True,3,68.33962662694573,10 27 87 126,54 92 161
83,47,53,True,3,70.70043946352594,47 7 11 53,113 21 63
84,392,306,False,0,inf,,
85,47,207,True,3,68.41635998243673,47 107 167 207,122 189 279
86,9,147,True,3,68.40288207424662,9 27 87 147,44 92 164
87,207,46,True,3,68.66838658123731,207 146 86 46,355 228 145
88,121,4,True,4,95.88723859194208,121 124 106 46 4,191 196 165 100
89,315,389,True,3,65.4263271475899,315 313 372 389,691 686 720
90,107,209,True,3,61.54795792072538,107 167 186 209,189 276 295
91,126,212,True,3,71.57879182140033,126 186 209 212,215 295 386
92,389,315,True,3,66.69919933738949,389 372 313 315,725 717 682
93,7,166,True,3,69.49092521342548,7 47 106 166,25 121 176
94,273,389,True,3,68.48770347622226,273 312 372 389,633 675 720
95,273,389,True,3,68.48770347622226,273 312 372 389,633 675 720
96,261,230,True,4,85.73515957561034,261 222 205 209 230,606 451 336 390
97,203,123,True,3,70.4705066707111,203 206 146 123,314 340 232
98,241,209,True,3,66.6203585593806,241 222 205 209,579 451 336
99,203,252,True,4,79.56810944217256,203 205 209 232 252,313 336 392 525
100,12,18,False,0,inf,,
101,107,12,True,4,79.75208507696745,107 47 27 10 12,179 116 86 52
102,124,204,True,3,63.35200592937258,124 146 206 204,201 241 346
103,209,198,True,3,72.97174151449838,209 232 236 198,392 524 569
104,392,306,False,0,inf,,
105,273,187,True,3,69.68633517140816,273 233 229 187,627 534 477
106,306,221,False,0,inf,,
107,209,261,True,3,71.78218201658845,209 206 222 261,382 351 456
108,312,227,True,3,68.52719367666356,312 252 231 227,666 589 505
109,281,387,True,9,200.90285144770917,281 221 222 205 209 232 293 352 390 387,635 443 451 336 392 529 661 714 731
110,186,260,True,3,62.830546928833286,186 206 222 260,292 351 455
111,235,203,True,4,81.52291981481295,235 231 227 205 203,563 505 469 331
112,233,221,True,4,78.78290831335924,233 229 205 204 221,534 478 332 325
113,147,232,True,3,67.40890313459916,147 207 209 232,254 365 392
114,229,315,True,3,68.3197135584272,229 231 272 315,487 512 622
115,209,178,True,4,86.019199414286,209 232 236 198 178,392 524 569 309
116,387,301,True,9,202.70005688146287,387 390 352 292 232 231 227 223 241 301,724 729 708 640 520 505 475 463 584
117,106,203,True,3,64.67307124212682,106 166 205 203,176 265 331
