query_id,src,dst,reachable,path_edges_count,path_cost,path_nodes,path_edge_ids,ep_id,num_virtual_edges_used,num_real_option_edges_used,virtual_edge_ratio
0,229,404,True,2,10.0,229 149 404,-1 -1,0,2,0,1.0
1,7,380,True,1,5.0,7 380,-1,1,1,0,1.0
2,401,477,True,3,12.707106781186548,401 315 485 477,-1 222 -1,2,2,1,0.6666666666666666
3,315,106,True,3,14.118678165819386,315 149 171 106,-1 79 -1,3,2,1,0.6666666666666666
4,428,224,True,3,13.316227766016837,428 474 309 224,-1 282 -1,4,2,1,0.6666666666666666
5,327,27,True,3,15.447213595499958,327 171 259 27,-1 114 -1,5,2,1,0.6666666666666666
6,55,461,False,0,inf,,,6,0,0,0.0
7,64,67,True,3,11.577350269189626,64 163 371 67,-1 95 -1,7,2,1,0.6666666666666666
8,440,380,True,2,10.0,440 7 380,-1 -1,8,2,0,1.0
9,0,470,True,2,10.0,0 167 470,-1 -1,9,2,0,1.0
10,480,240,True,3,14.447213595499958,480 157 167 240,-1 90 -1,10,2,1,0.6666666666666666
11,67,207,True,6,23.227554643699197,67 243 385 157 315 485 207,-1 163 244 92 222 -1,11,2,4,0.3333333333333333
12,152,177,False,0,inf,,,12,0,0,0.0
13,5,53,True,6,23.4847432245713,5 157 230 171 163 371 53,-1 91 150 112 95 -1,13,2,4,0.3333333333333333
14,214,96,True,4,15.704350396189817,214 23 157 315 96,-1 20 92 -1,14,2,2,0.5
15,338,321,True,4,16.85786245347543,338 371 385 474 321,-1 235 247 -1,15,2,2,0.5
16,352,59,False,0,inf,,,16,0,0,0.0
17,475,393,False,0,inf,,,17,0,0,0.0
18,84,119,True,2,10.0,84 404 119,-1 -1,18,2,0,1.0
19,385,369,True,2,10.0,385 259 369,-1 -1,19,2,0,1.0
20,402,500,True,4,18.35546188596382,402 290 8 149 500,-1 212 6 -1,20,2,2,0.5
21,389,98,True,2,10.0,389 23 98,-1 -1,21,2,0,1.0
22,372,506,True,3,14.316227766016837,372 485 167 506,-1 287 -1,22,2,1,0.6666666666666666
23,311,203,False,0,inf,,,23,0,0,0.0
24,421,192,True,6,22.996634581260764,421 199 238 80 171 271 192,-1 136 154 38 115 -1,24,2,4,0.3333333333333333
25,327,98,True,4,17.411566475982035,327 238 404 316 98,-1 158 252 -1,25,2,2,0.5
26,327,507,True,2,10.0,327 171 507,-1 -1,26,2,0,1.0
27,390,300,True,4,16.433268913212967,390 175 488 13 300,-1 127 295 -1,27,2,2,0.5
28,39,36,True,3,12.316227766016837,39 169 139 36,-1 104 -1,28,2,1,0.6666666666666666
