cluster,num_segments,num_episodes,min_h,median_h,mean_h,max_h
0,2436,30,1,3.0,2.7130541871921183,5
1,7056,72,1,3.0,2.824263038548753,5
2,2380,73,1,3.0,2.715546218487395,5
3,5832,95,1,3.0,2.74519890260631,5
4,6679,93,1,3.0,2.7680790537505615,5
5,3428,84,1,3.0,2.767502917152859,5
6,7370,109,1,3.0,2.756987788331072,5
7,7118,106,1,3.0,2.7416409103680808,5
8,3105,105,1,3.0,2.6863123993558777,5
9,11039,126,1,3.0,2.8056889210979254,5
10,7194,126,1,3.0,2.711148179038087,5
11,3644,100,1,3.0,2.7384742041712404,5
12,10372,88,1,3.0,2.8410142691862705,5
13,3819,47,1,3.0,2.688400104739461,5
17,1,1,1,1.0,1.0,1
18,1904,14,1,3.0,2.89968487394958,5
19,484,13,1,2.0,2.6322314049586777,5
20,1271,34,1,3.0,2.7466561762391817,5
21,2122,61,1,3.0,2.7323279924599433,5
22,337,21,1,2.0,2.5519287833827895,5
23,1143,18,1,3.0,2.869641294838145,5
24,399,20,1,2.0,2.591478696741855,5
25,823,28,1,3.0,2.680437424058323,5
26,3242,85,1,3.0,2.733497840838988,5
27,2459,74,1,3.0,2.7295648637657584,5
28,456,28,1,2.0,2.5767543859649122,5
29,665,31,1,2.0,2.5969924812030074,5
30,621,41,1,2.0,2.4798711755233493,5
31,2402,59,1,3.0,2.7647793505412155,5
32,6042,105,1,3.0,2.8247269116186695,5
33,2156,65,1,3.0,2.729591836734694,5
34,14,2,1,2.0,2.0714285714285716,5
37,34,2,1,2.0,2.5,5
38,895,24,1,3.0,2.7262569832402233,5
39,442,14,1,3.0,2.737556561085973,5
40,2758,35,1,3.0,2.8223350253807107,5
41,4171,49,1,3.0,2.8252217693598656,5
42,6,1,1,1.5,1.6666666666666667,3
45,1,1,1,1.0,1.0,1
46,8824,97,1,3.0,2.791251133272892,5
47,6921,84,1,3.0,2.748446756249097,5
52,4178,64,1,3.0,2.8068453805648637,5
53,5137,103,1,3.0,2.772824605801051,5
54,1977,70,1,2.0,2.671219018715225,5
55,3484,69,1,3.0,2.772675086107922,5
56,1898,61,1,2.0,2.654899894625922,5
57,1812,54,1,3.0,2.708057395143488,5
58,3316,49,1,3.0,2.8296139927623645,5
59,413,14,1,2.0,2.583535108958838,5
60,601,25,1,2.0,2.6638935108153077,5
61,1239,42,1,3.0,2.6771589991928977,5
62,6,1,1,1.5,1.6666666666666667,3
66,2683,81,1,3.0,2.737607156168468,5
