cluster,num_segments,num_episodes,min_h,median_h,mean_h,max_h
0,1007,39,1,3.0,3.34558093346574,10
1,1742,25,1,3.0,4.01894374282434,10
2,3899,31,1,4.0,4.24031803026417,10
3,2166,54,1,3.0,2.9856879039704523,10
4,3427,33,1,4.0,4.235191129267581,10
5,1956,24,1,4.0,4.530163599182004,10
6,2277,37,1,3.0,3.580588493631972,10
7,3044,35,1,4.0,4.285479632063075,10
8,1619,64,1,2.0,2.9184681902408895,10
9,8,8,1,1.0,1.0,1
10,3134,33,1,4.0,4.145820038289726,10
11,445,38,1,2.0,2.2404494382022473,6
12,142,49,1,1.0,1.1126760563380282,2
13,57,43,1,1.0,1.087719298245614,2
14,173,50,1,3.0,2.8728323699421967,7
15,618,19,1,3.0,3.1601941747572817,9
16,2987,30,1,4.0,4.207900903916974,10
17,215,33,1,2.0,2.125581395348837,9
18,1578,18,1,4.0,4.524081115335868,10
19,773,37,1,2.0,2.6131953428201813,8
20,774,29,1,3.0,3.1059431524547803,10
21,2,2,1,1.0,1.0,1
22,2687,74,1,3.0,3.439151470040938,10
23,1036,59,1,2.0,2.5714285714285716,10
24,2733,39,1,3.0,3.994511525795829,10
25,1174,26,1,3.0,3.6320272572402046,10
26,879,43,1,2.0,2.844141069397042,10
27,1713,1,1,5.0,5.131348511383537,10
28,1251,49,1,2.0,2.782573940847322,10
29,1255,29,1,3.0,3.3729083665338644,10
30,2081,39,1,3.0,3.6376741950985103,10
31,203,84,1,1.0,1.2315270935960592,3
32,902,2,1,4.0,4.778270509977827,10
33,991,2,1,5.0,5.288597376387488,10
34,90,74,1,1.0,1.0,1
35,1247,39,1,3.0,3.0336808340016037,8
36,1079,43,1,3.0,2.969416126042632,10
37,1890,37,1,3.0,3.56031746031746,10
38,1418,37,1,3.0,3.2207334273624824,10
39,1636,50,1,3.0,3.475550122249389,10
40,1624,47,1,3.0,3.1736453201970445,10
41,2035,24,1,4.0,4.2196560196560196,10
42,1775,59,1,3.0,3.1532394366197183,10
43,409,99,1,1.0,1.466992665036675,3
44,1207,30,1,3.0,4.108533554266777,10
45,10,7,1,1.0,1.1,2
46,2060,41,1,3.0,3.320873786407767,10
47,2486,20,1,4.0,4.3801287208366855,10
48,1230,25,1,3.0,3.511382113821138,10
49,1500,2,1,5.0,5.136666666666667,10
50,3690,24,1,4.0,4.364769647696477,10
51,1204,36,1,2.0,2.8654485049833887,9
52,3365,5,1,5.0,5.126597325408619,10
53,1688,26,1,4.0,4.118483412322274,10
54,2132,26,1,4.0,4.74577861163227,10
55,1502,37,1,3.0,4.017310252996006,10
56,1777,53,1,2.0,2.9184018007878447,10
57,1539,40,1,3.0,3.087719298245614,10
