query_id,src,dst,reachable,path_edges_count,path_cost,path_nodes,path_edge_ids
0,229,404,True,2,13.767261241912426,229 372 404,4848 8084
1,7,380,True,2,10.755928946018454,7 420 380,194 9102
2,401,477,True,3,12.274706229772274,401 371 259 477,8625 8041 5701
3,315,106,True,3,6.689749220536291,315 401 371 106,6878 8625 8026
4,428,224,True,3,14.41068360252296,428 167 316 224,9282 3519 6902
5,327,27,False,0,inf,,
6,55,461,True,2,13.430713578936526,55 376 461,1196 8159
7,64,67,True,3,14.98862587375708,64 161 473 67,1406 3394 10174
8,440,380,True,3,15.023190187930878,440 7 420 380,9536 194 9102
9,0,470,True,4,13.6159983326441,0 360 55 485 470,14 7819 1206 10513
10,480,240,True,3,12.421961780291678,480 36 407 240,10338 866 8768
11,67,207,True,3,15.69621414368825,67 89 196 207,1451 1891 4200
12,152,177,True,3,15.75992445502468,152 76 259 177,3159 1608 5649
13,5,53,True,4,18.582687917363746,5 135 395 216 53,121 2770 8547 4600
14,214,96,True,2,8.115355071650411,214 298 96,4572 6511
15,338,321,True,3,15.61699475211007,338 0 474 321,7384 21 10214
16,352,59,True,4,21.61608288001702,352 232 464 66 59,7640 4942 10002 1441
17,475,393,False,0,inf,,
18,84,119,True,3,12.862816935512356,84 115 421 119,1768 2362 9109
19,385,369,True,3,13.930006552181377,385 24 301 369,8332 644 6600
20,402,500,True,4,21.023334547203387,402 445 190 188 500,8660 9669 4056 4044
21,389,98,True,2,13.301776695296637,389 208 98,8410 4501
22,372,506,True,4,15.810240473439382,372 485 161 36 506,8089 10493 3360 875
23,311,203,True,4,19.816468673657198,311 171 173 73 203,6802 3613 3658 1523
24,421,192,True,3,9.632811984076435,421 438 371 192,9122 9514 8036
25,327,98,True,3,12.030546928833292,327 494 232 98,7155 10662 4918
26,327,507,True,2,12.30973007276626,327 118 507,7139 2417
27,390,300,True,5,17.771193615861037,390 327 238 309 51 300,8440 7145 5050 6761 1133
28,39,36,True,4,14.466057680277897,39 242 184 423 36,920 5124 3972 9144
29,147,395,True,3,15.842391336988076,147 309 135 395,3049 6768 2770
30,184,40,True,5,21.904307388172366,184 290 477 190 188 40,3966 6312 10251 4056 4027
31,39,208,True,3,18.518523974117045,39 259 289 208,923 5665 6270
32,432,48,True,3,14.229914372148563,432 157 79 48,9350 3283 1653
33,97,400,True,4,20.764046912269862,97 317 199 420 400,2043 6930 4287 9105
34,401,301,True,4,10.463462784728765,401 371 192 369 301,8625 8036 4106 7981
35,67,256,True,4,16.98961058254911,67 498 250 158 256,1459 10741 5369 3332
36,443,446,True,3,16.03296288807121,443 44 323 446,9616 1019 7093
37,257,214,True,2,12.582325946419562,257 291 214,5574 6326
38,246,495,True,4,19.888021526317715,246 97 384 227 495,5249 2046 8312 4813
39,471,261,True,2,12.134844677911097,471 194 261,10109 4134
40,494,45,True,2,16.410697460079767,494 109 45,10655 2227
41,117,182,True,3,15.91043592401326,117 10 173 182,2371 291 3669
42,453,511,True,4,13.727522129856206,453 289 371 192 511,9811 6273 8036 4113
43,152,51,True,3,11.808868132792126,152 76 309 51,3159 1613 6761
44,441,326,True,3,16.54079145962941,441 196 28 326,9583 4193 715
45,423,254,True,3,27.834067848116828,423 100 502 254,9149 2112 10792
46,147,26,True,2,14.40091431901307,147 227 26,3047 4798
47,97,484,True,3,15.4744760564807,97 384 124 484,2046 8309 2572
48,327,458,True,4,13.004653886096175,327 149 376 491 458,7140 3111 8160 10614
49,385,308,True,3,11.232664840311466,385 157 315 308,8339 3300 6871
50,39,73,True,4,15.491554547530066,39 117 10 173 73,914 2371 291 3658
51,366,5,True,3,14.999780513544358,366 504 509 5,7959 10840 10940
52,231,355,True,3,14.482762583359733,231 371 192 355,4904 8036 4104
53,67,399,False,0,inf,,
54,420,267,True,3,12.06256866715037,420 475 323 267,9106 10235 7082
55,394,399,False,0,inf,,
56,280,494,True,3,12.365355071650411,280 89 327 494,6117 1897 7155
57,389,319,True,3,15.324249521983152,389 58 195 319,8404 1262 4176
58,10,239,True,2,12.833333333333334,10 94 239,286 1967
59,260,247,True,2,13.474368023098972,260 208 247,5713 4510
60,352,293,True,3,16.86457169032039,352 334 171 293,7648 7314 3624
61,441,458,True,4,18.879999239098986,441 157 315 491 458,9580 3300 6884 10614
62,394,46,True,3,15.67662932937052,394 415 246 46,8528 8981 5247
63,48,462,True,3,12.92782445158564,48 149 278 462,1087 3104 6083
64,143,271,True,3,11.38261687754135,143 161 369 271,2944 3380 7980
65,494,434,True,3,15.154320376686506,494 371 192 434,10671 8036 4109
66,327,7,True,3,9.995703583603829,327 149 415 7,7140 3117 8966
67,401,377,True,3,21.0290357202763,401 175 61 377,8618 3727 1341
68,62,509,True,2,6.8554618859638214,62 407 509,1364 8780
69,436,343,True,4,9.524563864689584,436 309 352 334 343,9470 6781 7648 7321
70,509,385,True,3,14.034138234897833,509 361 479 385,10967 7887 10329
71,142,473,True,2,10.551551223569327,142 62 473,2914 1365
72,252,244,True,3,15.840791630706422,252 371 67 244,5467 8024 1454
73,372,480,True,2,15.122008467928147,372 485 480,8089 10515
74,62,505,True,4,22.170156116495,62 135 395 439 505,1353 2770 8563 9534
75,287,188,True,5,20.520391542059627,287 289 371 445 190 188,6241 6273 8061 9669 4056
76,366,117,True,3,14.815449136001888,366 284 246 117,7953 6195 5250
77,455,356,True,4,16.83022833867175,455 199 171 164 356,9844 4263 3611 3454
78,62,241,True,2,13.650755672288883,62 135 241,1353 2759
79,62,467,True,4,16.890589268474024,62 407 425 412 467,1364 8777 9237 8927
80,352,335,True,2,9.679948104398141,352 334 335,7648 7320
81,115,94,True,2,9.50395263067897,115 232 94,2351 4917
82,327,288,True,2,9.731517863602502,327 149 288,7140 3105
83,352,37,True,3,10.613660775710983,352 167 474 37,7637 3534 10192
84,62,293,True,3,17.089442120688044,62 407 271 293,1364 8770 5944
85,161,194,True,1,7.447213595499958,161 194,3371
86,327,98,True,3,12.030546928833292,327 494 232 98,7155 10662 4918
87,352,185,True,3,19.67092813331908,352 448 259 185,7657 9735 5650
88,391,448,True,3,13.475194999977704,391 149 205 448,8450 3097 4451
89,117,197,False,0,inf,,
90,494,172,True,3,14.874641448792215,494 327 149 172,10670 7140 3093
91,152,246,True,4,16.1624215233854,152 76 309 51 246,3159 1613 6761 1130
92,7,349,True,3,17.69842800086142,7 298 94 349,191 6510 1973
93,478,261,True,2,10.960753515272327,478 36 261,10263 859
94,436,332,True,4,19.047870303432074,436 10 173 356 332,9452 291 3680 7778
95,440,117,True,4,12.42742324763946,440 132 436 10 117,9542 2697 9452 289
96,230,129,True,3,14.376185666679874,230 22 418 129,4857 590 9045
97,287,349,True,3,15.90633007359468,287 89 338 349,6235 1898 7397
98,287,249,True,4,17.997690411151908,287 407 96 95 249,6245 8760 2016 1996
99,390,467,True,2,9.49346148713842,390 294 467,8437 6427
