edge_id,src,dst,num_segments,num_episodes,num_unique_starts,num_unique_terminations,min_h,median_h,mean_h,max_h,num_unique_start_goal_pairs,num_unique_episodes,support_density_per_episode,support_count,reverse_support_raw,reverse_support_certified,reverse_support_count,asymmetry,src_density,dst_density,src_bottleneck_score,dst_bottleneck_score,edge_bottleneck_score,cost,cost_support_unit
0,9,10,2085,66,719,696,1,4.0,3.631654676258993,5,2085,66,31.59090909090909,2085,2433,2433,2433,-0.07702523240371845,0.01447,0.010545,0.9798789539186675,0.9515908662170119,0.9798789539186675,4.03729370703141,unique_starts
1,10,9,2433,80,815,836,1,4.0,3.6206329634196464,5,2433,80,30.4125,2433,2085,2085,2085,0.07702523240371845,0.010545,0.01447,0.9515908662170119,0.9798789539186675,0.9798789539186675,4.0350284722052026,unique_starts
2,27,46,36,7,17,18,2,4.0,4.111111111111111,5,36,7,5.142857142857143,36,9,9,9,0.5999999999999867,0.00359,0.01195,1.0828043461587458,1.0604081513013455,1.0828043461587458,4.242535625036333,unique_starts
3,27,47,352,26,121,121,1,4.0,3.622159090909091,5,352,26,13.538461538461538,352,140,140,140,0.43089430894308856,0.00359,0.009835,1.0828043461587458,0.9590872207793941,1.0828043461587458,4.090909090909091,unique_starts
4,46,27,9,2,5,5,3,5.0,4.444444444444445,5,9,2,4.5,9,36,36,36,-0.5999999999999867,0.01195,0.00359,1.0604081513013455,1.0828043461587458,1.0828043461587458,5.447213595499958,unique_starts
5,46,47,1853,54,650,647,1,4.0,3.5623313545601727,5,1853,54,34.31481481481482,1853,1843,1843,1843,0.002705627705627705,0.01195,0.009835,1.0604081513013455,0.9590872207793941,1.0604081513013455,4.0392232270276365,unique_starts
6,47,27,140,10,45,49,1,4.0,3.607142857142857,5,140,10,14.0,140,352,352,352,-0.43089430894308856,0.009835,0.00359,0.9590872207793941,1.0828043461587458,1.0828043461587458,4.149071198499986,unique_starts
7,47,46,1843,50,653,634,1,4.0,3.580575149213239,5,1843,50,36.86,1843,1853,1853,1853,-0.002705627705627705,0.009835,0.01195,0.9590872207793941,1.0604081513013455,1.0604081513013455,4.039133024009741,unique_starts
8,54,55,270,18,90,90,1,4.0,3.6666666666666665,5,270,18,15.0,270,621,621,621,-0.3939393939393935,0.00308,0.0048,1.5516718788917903,1.4228396388268674,1.5516718788917903,4.105409255338946,unique_starts
9,55,54,621,48,220,211,1,4.0,3.5990338164251208,5,621,48,12.9375,621,270,270,270,0.3939393939393935,0.0048,0.00308,1.4228396388268674,1.5516718788917903,1.5516718788917903,4.067419986246324,unique_starts
10,55,56,421,19,146,137,1,4.0,3.6152019002375297,5,421,19,22.157894736842106,421,750,750,750,-0.2809564474807854,0.0048,0.002965,1.4228396388268674,1.2444405616543697,1.4228396388268674,4.0827605888602365,unique_starts
11,56,55,750,46,253,262,1,4.0,3.6213333333333333,5,750,46,16.304347826086957,750,421,421,421,0.2809564474807854,0.002965,0.0048,1.2444405616543697,1.4228396388268674,1.4228396388268674,4.062869461346193,unique_starts
12,86,87,1192,46,425,417,1,4.0,3.545302013422819,5,1192,46,25.91304347826087,1192,1166,1166,1166,0.011026293469041557,0.008785,0.00718,0.8609375278959072,1.05828826381053,1.05828826381053,4.048507125007267,unique_starts
13,86,106,571,40,213,188,1,4.0,3.6007005253940454,5,571,40,14.275,571,550,550,550,0.01873327386262264,0.008785,0.004595,0.8609375278959072,0.8993906326122144,0.8993906326122144,4.0685188709827536,unique_starts
14,87,86,1166,43,412,417,1,4.0,3.5608919382504287,5,1166,43,27.11627906976744,1166,1192,1192,1192,-0.011026293469041557,0.00718,0.008785,1.05828826381053,0.8609375278959072,1.05828826381053,4.049266463908214,unique_starts
15,87,106,75,12,38,31,1,4.0,3.973333333333333,5,75,12,6.25,75,81,81,81,-0.038461538461538214,0.00718,0.004595,1.05828826381053,0.8993906326122144,1.05828826381053,4.162221421130763,unique_starts
16,106,86,550,39,186,197,1,4.0,3.581818181818182,5,550,39,14.102564102564102,550,571,571,571,-0.01873327386262264,0.004595,0.008785,0.8993906326122144,0.8609375278959072,0.8993906326122144,4.073323557510677,unique_starts
17,106,87,81,21,42,44,1,4.0,4.0246913580246915,5,81,21,3.857142857142857,81,75,75,75,0.038461538461538214,0.004595,0.00718,0.8993906326122144,1.05828826381053,1.05828826381053,4.154303349962092,unique_starts
18,106,126,381,31,140,132,1,4.0,3.5721784776902887,5,381,31,12.290322580645162,381,481,481,481,-0.11600928074245925,0.004595,0.009095,0.8993906326122144,1.1509550424808066,1.1509550424808066,4.084515425472851,unique_starts
19,106,127,95,13,38,43,1,4.0,3.8947368421052633,5,95,13,7.3076923076923075,95,5,0,0,0.9999999999999896,0.004595,0.00532,0.8993906326122144,0.8585418293658085,0.8993906326122144,4.162221421130763,unique_starts
20,126,106,481,34,172,163,1,4.0,3.625779625779626,5,481,34,14.147058823529411,481,381,381,381,0.11600928074245925,0.009095,0.004595,1.1509550424808066,0.8993906326122144,1.1509550424808066,4.076249285166302,unique_starts
21,126,127,718,35,284,252,1,4.0,3.4707520891364902,5,718,35,20.514285714285716,718,1210,1210,1210,-0.2551867219917011,0.009095,0.00532,1.1509550424808066,0.8585418293658085,1.1509550424808066,4.059339082909693,unique_starts
22,126,146,1029,57,386,339,1,4.0,3.5276967930029155,5,1029,57,18.05263157894737,1029,636,636,636,0.2360360360360359,0.009095,0.006465,1.1509550424808066,1.104712920597642,1.1509550424808066,4.050898659855929,unique_starts
23,127,126,1210,48,401,432,1,4.0,3.55702479338843,5,1210,48,25.208333333333332,1210,718,718,718,0.2551867219917011,0.00532,0.009095,0.8585418293658085,1.1509550424808066,1.1509550424808066,4.049937616943892,unique_starts
24,127,146,117,19,63,54,1,4.0,4.0256410256410255,5,117,19,6.157894736842105,117,175,175,175,-0.19863013698630066,0.00532,0.006465,0.8585418293658085,1.104712920597642,1.104712920597642,4.125988157669743,unique_starts
25,146,126,636,40,218,235,1,4.0,3.5235849056603774,5,636,40,15.9,636,1029,1029,1029,-0.2360360360360359,0.006465,0.009095,1.104712920597642,1.1509550424808066,1.1509550424808066,4.06772854614786,unique_starts
26,146,127,175,20,76,89,1,4.0,3.954285714285714,5,175,20,8.75,175,117,117,117,0.19863013698630066,0.006465,0.00532,1.104712920597642,0.8585418293658085,1.104712920597642,4.114707866935281,unique_starts
27,146,166,550,40,202,183,1,4.0,3.596363636363636,5,550,40,13.75,550,418,418,418,0.13636363636363621,0.006465,0.00776,1.104712920597642,1.4111230460619781,1.4111230460619781,4.070359754473029,unique_starts
28,146,167,95,15,45,42,1,4.0,3.9789473684210526,5,95,15,6.333333333333333,95,17,17,17,0.6964285714285653,0.006465,0.005095,1.104712920597642,0.9389093528794277,1.104712920597642,4.149071198499986,unique_starts
29,166,146,418,30,144,144,1,4.0,3.6315789473684212,5,418,30,13.933333333333334,418,550,550,550,-0.13636363636363621,0.00776,0.006465,1.4111230460619781,1.104712920597642,1.4111230460619781,4.083333333333333,unique_starts
30,166,167,542,36,190,214,1,4.0,3.4317343173431736,5,542,36,15.055555555555555,542,717,717,717,-0.13899920571882438,0.00776,0.005095,1.4111230460619781,0.9389093528794277,1.4111230460619781,4.072547625011001,unique_starts
31,166,186,988,54,368,336,1,4.0,3.5435222672064777,5,988,54,18.296296296296298,988,770,770,770,0.12400455062571097,0.00776,0.00718,1.4111230460619781,1.2126477214608582,1.4111230460619781,4.0521286035142685,unique_starts
32,166,187,225,22,96,98,1,4.0,3.911111111111111,5,225,22,10.227272727272727,225,151,151,151,0.19680851063829732,0.00776,0.005175,1.4111230460619781,1.2624126827254236,1.4111230460619781,4.102062072615966,unique_starts
33,167,146,17,4,8,12,1,4.0,4.0588235294117645,5,17,4,4.25,17,95,95,95,-0.6964285714285653,0.005095,0.006465,0.9389093528794277,1.104712920597642,1.104712920597642,4.353553390593274,unique_starts
34,167,166,717,34,250,257,1,4.0,3.485355648535565,5,717,34,21.08823529411765,717,542,542,542,0.13899920571882438,0.005095,0.00776,0.9389093528794277,1.4111230460619781,1.4111230460619781,4.063245553203368,unique_starts
35,167,186,217,29,110,106,1,4.0,3.9953917050691246,5,217,29,7.482758620689655,217,162,162,162,0.14511873350923443,0.005095,0.00718,0.9389093528794277,1.2126477214608582,1.2126477214608582,4.095346258924559,unique_starts
36,167,187,683,39,259,229,1,4.0,3.5446559297218156,5,683,39,17.512820512820515,683,759,759,759,-0.052704576976421606,0.005095,0.005175,0.9389093528794277,1.2624126827254236,1.2624126827254236,4.06213697660012,unique_starts
37,186,166,770,46,267,280,1,4.0,3.533766233766234,5,770,46,16.73913043478261,770,988,988,988,-0.12400455062571097,0.00718,0.00776,1.2126477214608582,1.4111230460619781,1.4111230460619781,4.061199006136211,unique_starts
38,186,167,162,22,77,83,1,4.0,4.080246913580247,5,162,22,7.363636363636363,162,217,217,217,-0.14511873350923443,0.00718,0.005095,1.2126477214608582,0.9389093528794277,1.2126477214608582,4.113960576459638,unique_starts
39,186,187,686,45,266,250,1,4.0,3.3848396501457727,5,686,45,15.244444444444444,686,622,622,622,0.04892966360856266,0.00718,0.005175,1.2126477214608582,1.2624126827254236,1.2624126827254236,4.0613139339484965,unique_starts
40,186,206,374,35,133,141,1,4.0,3.5802139037433154,5,374,35,10.685714285714285,374,300,300,300,0.10979228486646868,0.00718,0.007895,1.2126477214608582,1.2791224700318298,1.2791224700318298,4.086710996952412,unique_starts
41,186,207,113,17,47,52,1,4.0,3.8672566371681416,5,113,17,6.647058823529412,113,55,55,55,0.3452380952380932,0.00718,0.007825,1.2126477214608582,1.4800267792618391,1.4800267792618391,4.145864991497895,unique_starts
42,187,166,151,23,74,73,1,4.0,4.158940397350993,5,151,23,6.565217391304348,151,225,225,225,-0.19680851063829732,0.005175,0.00776,1.2624126827254236,1.4111230460619781,1.4111230460619781,4.116247638743819,unique_starts
43,187,167,759,34,268,267,1,4.0,3.5243741765480894,5,759,34,22.323529411764707,759,683,683,683,0.052704576976421606,0.005175,0.005095,1.2624126827254236,0.9389093528794277,1.2624126827254236,4.061084722178153,unique_starts
44,187,186,622,47,236,243,1,3.0,3.352090032154341,5,622,47,13.23404255319149,622,686,686,686,-0.04892966360856266,0.005175,0.00718,1.2624126827254236,1.2126477214608582,1.2624126827254236,3.065094455490412,unique_starts
45,187,206,108,17,46,49,1,4.0,3.888888888888889,5,108,17,6.352941176470588,108,35,35,35,0.510489510489507,0.005175,0.007895,1.2624126827254236,1.2791224700318298,1.2791224700318298,4.147441956154897,unique_starts
46,187,207,235,23,86,87,1,4.0,3.5914893617021275,5,235,23,10.217391304347826,235,170,170,170,0.16049382716049343,0.005175,0.007825,1.2624126827254236,1.4800267792618391,1.4800267792618391,4.107832773203438,unique_starts
47,206,186,300,22,106,102,1,4.0,3.6333333333333333,5,300,22,13.636363636363637,300,374,374,374,-0.10979228486646868,0.007895,0.00718,1.2791224700318298,1.2126477214608582,1.2791224700318298,4.097128586235726,unique_starts
48,206,187,35,3,13,13,1,4.0,3.857142857142857,5,35,3,11.666666666666666,35,108,108,108,-0.510489510489507,0.007895,0.005175,1.2791224700318298,1.2624126827254236,1.2791224700318298,4.277350098112614,unique_starts
49,206,207,990,74,340,367,1,4.0,3.5343434343434343,5,990,74,13.378378378378379,990,643,643,643,0.21249234537660736,0.007895,0.007825,1.2791224700318298,1.4800267792618391,1.4800267792618391,4.054232614454664,unique_starts
50,207,186,55,5,21,21,1,4.0,3.909090909090909,5,55,5,11.0,55,113,113,113,-0.3452380952380932,0.007825,0.00718,1.4800267792618391,1.2126477214608582,1.4800267792618391,4.218217890235993,unique_starts
51,207,187,170,14,66,58,1,4.0,3.588235294117647,5,170,14,12.142857142857142,170,235,235,235,-0.16049382716049343,0.007825,0.005175,1.4800267792618391,1.2624126827254236,1.4800267792618391,4.123091490979332,unique_starts
52,207,206,643,47,235,242,1,4.0,3.4307931570762054,5,643,47,13.680851063829786,643,990,990,990,-0.21249234537660736,0.007825,0.007895,1.4800267792618391,1.2791224700318298,1.4800267792618391,4.065232807305344,unique_starts
53,207,208,770,51,257,259,1,4.0,3.6454545454545455,5,770,51,15.098039215686274,770,135,135,135,0.7016574585635351,0.007825,0.00363,1.4800267792618391,1.1472431197222837,1.4800267792618391,4.06237828615518,unique_starts
54,208,207,135,12,47,51,1,4.0,3.4962962962962965,5,135,12,11.25,135,770,770,770,-0.7016574585635351,0.00363,0.007825,1.1472431197222837,1.4800267792618391,1.4800267792618391,4.145864991497895,unique_starts
55,208,209,617,42,210,204,1,4.0,3.6564019448946516,5,617,42,14.69047619047619,617,109,109,109,0.699724517906335,0.00363,0.006,1.1472431197222837,1.0765715585825175,1.1472431197222837,4.069006555934235,unique_starts
56,208,229,26,6,14,14,2,5.0,4.346153846153846,5,26,6,4.333333333333333,26,14,14,14,0.2999999999999925,0.00363,0.007375,1.1472431197222837,1.1423413636538085,1.1472431197222837,5.267261241912425,unique_starts
57,209,208,109,8,36,38,1,4.0,3.5871559633027523,5,109,8,13.625,109,617,617,617,-0.699724517906335,0.006,0.00363,1.0765715585825175,1.1472431197222837,1.1472431197222837,4.166666666666667,unique_starts
58,209,210,763,56,268,267,1,4.0,3.5753604193971165,5,763,56,13.625,763,604,604,604,0.11631309436722743,0.006,0.005835,1.0765715585825175,1.0039972908769756,1.0765715585825175,4.061084722178153,unique_starts
59,209,229,1139,46,394,411,1,4.0,3.5065847234416156,5,1139,46,24.76086956521739,1139,735,735,735,0.21558164354322296,0.006,0.007375,1.0765715585825175,1.1423413636538085,1.1423413636538085,4.050379272185988,unique_starts
60,209,230,170,20,78,78,1,4.0,3.8941176470588235,5,170,20,8.5,170,337,337,337,-0.3293885601577903,0.006,0.006075,1.0765715585825175,1.0959843515664476,1.0959843515664476,4.113227703414459,unique_starts
61,210,209,604,37,214,238,1,4.0,3.4304635761589406,5,604,37,16.324324324324323,604,763,763,763,-0.11631309436722743,0.005835,0.006,1.0039972908769756,1.0765715585825175,1.0765715585825175,4.068358592702467,unique_starts
62,210,229,194,29,86,102,1,4.0,3.9278350515463916,5,194,29,6.689655172413793,194,275,275,275,-0.1727078891257992,0.005835,0.007375,1.0039972908769756,1.1423413636538085,1.1423413636538085,4.107832773203438,unique_starts
63,210,230,550,33,198,198,1,4.0,3.4654545454545453,5,550,33,16.666666666666668,550,765,765,765,-0.1634980988593155,0.005835,0.006075,1.0039972908769756,1.0959843515664476,1.0959843515664476,4.07106690545187,unique_starts
64,210,231,40,8,24,19,1,4.0,4.2,5,40,8,5.0,40,48,48,48,-0.09090909090908988,0.005835,0.00262,1.0039972908769756,1.1850503299009683,1.1850503299009683,4.204124145231932,unique_starts
65,229,208,14,4,10,7,1,4.0,3.9285714285714284,5,14,4,3.5,14,26,26,26,-0.2999999999999925,0.007375,0.00363,1.1423413636538085,1.1472431197222837,1.1472431197222837,4.316227766016838,unique_starts
66,229,209,735,41,267,273,1,4.0,3.419047619047619,5,735,41,17.926829268292682,735,1139,1139,1139,-0.21558164354322296,0.007375,0.006,1.1423413636538085,1.0765715585825175,1.1423413636538085,4.061199006136211,unique_starts
67,229,210,275,32,128,116,1,4.0,3.938181818181818,5,275,32,8.59375,275,194,194,194,0.1727078891257992,0.007375,0.005835,1.1423413636538085,1.0039972908769756,1.1423413636538085,4.088388347648318,unique_starts
68,229,230,1150,39,425,388,1,4.0,3.568695652173913,5,1150,39,29.487179487179485,1150,1114,1114,1114,0.015901060070671373,0.007375,0.006075,1.1423413636538085,1.0959843515664476,1.1423413636538085,4.048507125007267,unique_starts
69,230,209,337,31,154,153,1,4.0,4.0207715133531154,5,337,31,10.870967741935484,337,170,170,170,0.3293885601577903,0.006075,0.006,1.0959843515664476,1.0765715585825175,1.0959843515664476,4.080582296402538,unique_starts
70,230,210,765,41,301,268,1,4.0,3.411764705882353,5,765,41,18.658536585365855,765,550,550,550,0.1634980988593155,0.006075,0.005835,1.0959843515664476,1.0039972908769756,1.0959843515664476,4.057639041770424,unique_starts
71,230,229,1114,49,407,386,1,4.0,3.583482944344704,5,1114,49,22.73469387755102,1114,1150,1150,1150,-0.015901060070671373,0.006075,0.007375,1.0959843515664476,1.1423413636538085,1.1423413636538085,4.049568159709661,unique_starts
72,230,231,123,10,39,47,1,4.0,3.5121951219512195,5,123,10,12.3,123,476,476,476,-0.5893155258764597,0.006075,0.00262,1.0959843515664476,1.1850503299009683,1.1850503299009683,4.160128153805087,unique_starts
