cluster,num_segments,num_episodes,min_h,median_h,mean_h,max_h
0,3508,30,1,4.0,4.214652223489168,10
1,11668,72,1,4.0,4.811621528968118,10
3,8384,95,1,4.0,4.221135496183206,10
4,9928,93,1,4.0,4.370769540692989,10
5,5057,84,1,4.0,4.33260826577022,10
6,11068,109,1,4.0,4.4082038308637514,10
7,10485,107,1,4.0,4.328469241773963,10
8,4037,105,1,3.0,3.748823383700768,10
9,17747,126,1,4.0,4.698653293514397,10
10,10225,126,1,4.0,4.16440097799511,10
11,5242,100,1,4.0,4.217665013353682,10
12,17475,88,1,5.0,4.882346208869814,10
13,5284,47,1,3.0,4.032740348221044,10
26,4726,85,1,4.0,4.26153195090986,10
27,3573,74,1,4.0,4.255247691015953,10
32,9830,105,1,4.0,4.73794506612411,10
41,6798,49,1,4.0,4.744042365401588,10
46,13909,97,1,4.0,4.614494212380473,10
47,10258,84,1,4.0,4.352115422109573,10
52,6791,64,1,4.0,4.732145486673539,10
53,7716,103,1,4.0,4.406817003628823,10
55,5334,69,1,4.0,4.491188601424822,10
58,5372,49,1,4.0,4.730268056589725,10
66,3892,82,1,4.0,4.2487153134635145,10
81,4786,42,1,4.0,4.452778938570831,10
86,9733,86,1,4.0,4.476112195623138,10
87,6842,81,1,4.0,4.204618532592809,10
106,4480,83,1,4.0,4.235491071428571,10
120,3692,50,1,3.0,4.019501625135428,10
121,10244,80,1,4.0,4.437231550175713,10
123,5154,81,1,3.0,3.954986418315871,10
124,6430,84,1,4.0,4.085225505443235,10
126,8490,124,1,4.0,4.103415783274441,10
127,4355,63,1,3.0,3.900803673938002,10
146,5957,109,1,4.0,4.0958536175927485,10
147,2855,59,1,3.0,3.8399299474605955,10
157,5838,45,1,5.0,4.999828708461802,10
158,3291,66,1,3.0,3.9781221513217866,10
166,8298,88,1,4.0,4.452759701132803,10
167,4447,63,1,3.0,3.972790645378907,10
178,6769,84,1,4.0,4.422957600827301,10
186,7302,94,1,4.0,4.3672966310599834,10
187,4689,71,1,4.0,4.232672211558968,10
198,7470,93,1,4.0,4.424497991967871,10
201,2999,51,1,3.0,3.8612870956985663,10
203,2981,68,1,3.0,3.7121771217712176,10
204,4411,74,1,3.0,3.9013829063704377,10
206,7451,116,1,4.0,4.163333780700577,10
207,7716,117,1,4.0,4.296267496111975,10
208,3898,64,1,4.0,4.322473063109287,10
209,4837,87,1,3.0,3.8147612156295225,10
210,5369,91,1,4.0,4.145650959210281,10
212,6285,86,1,3.0,3.901829753381066,10
213,3596,75,1,3.0,3.8448275862068964,10
215,5612,77,1,3.0,4.002672843905916,10
216,3371,77,1,3.0,3.9083358053989916,10
217,4671,75,1,4.0,4.523014343823593,10
218,8455,113,1,4.0,4.151153163808398,10
221,7817,88,1,4.0,4.287450428553154,10
223,3867,56,1,3.0,3.711404189294026,10
224,5164,58,1,4.0,4.11831913245546,10
226,4960,64,1,3.0,3.944758064516129,10
227,4530,59,1,3.0,4.06158940397351,10
229,6349,75,1,3.0,3.9773192628760436,10
230,4849,70,1,3.0,3.8420292843885337,10
232,11354,133,1,4.0,4.203716751805531,10
233,7680,121,1,3.0,4.014192708333334,10
235,9248,97,1,4.0,4.20242214532872,10
236,4519,88,1,3.0,3.7446337685328612,10
238,5209,45,1,4.0,4.50182376655788,10
240,4191,64,1,4.0,4.490575041756144,10
241,4317,73,1,3.0,4.0222376650451706,10
252,7841,98,1,4.0,4.396505547761765,10
253,3482,70,1,3.0,4.002584721424468,10
260,4599,66,1,4.0,4.112850619699935,10
261,9275,69,1,4.0,4.533369272237197,10
272,12724,104,1,4.0,4.47925180760767,10
273,6339,64,1,4.0,4.252879002997318,10
281,4985,91,1,4.0,4.202808425275827,10
292,6031,108,1,4.0,4.2061018073288015,10
293,4553,90,1,4.0,4.300680869756205,10
300,4766,72,1,3.0,4.039446076374318,10
301,11324,120,1,4.0,4.483398092546803,10
302,3528,86,1,3.0,3.9081632653061225,10
303,4545,87,1,3.0,3.9584158415841584,10
304,4904,75,1,4.0,4.17862969004894,10
305,4522,72,1,4.0,4.38390092879257,10
306,8995,92,1,4.0,4.344858254585881,10
307,5670,37,1,4.0,4.3883597883597885,10
312,21358,120,1,4.0,4.741876580204139,10
313,10474,145,1,3.0,3.983196486538094,10
314,3205,90,1,3.0,3.622464898595944,10
315,8357,89,1,4.0,4.5731721909776235,10
316,4473,84,1,3.0,3.994858037111558,10
317,5473,76,1,4.0,4.482916133747488,10
318,7809,73,1,4.0,4.692534255346395,10
321,3521,67,1,4.0,4.149957398466345,10
326,6296,64,1,4.0,4.662484116899619,10
332,6214,109,1,4.0,4.2067911168329575,10
340,5155,62,1,4.0,4.2709990300678955,10
341,11003,75,1,4.0,4.758520403526311,10
346,6162,56,1,4.0,4.466244725738397,10
347,5569,45,1,4.0,4.519662416950979,10
352,19249,116,1,4.0,4.792976258506935,10
353,4846,68,1,3.0,3.9312835328105655,10
358,7536,47,1,5.0,4.963375796178344,10
361,6467,77,1,4.0,4.704963661666924,10
367,4146,74,1,4.0,4.266280752532562,10
372,9059,112,1,4.0,4.610884203554476,10
381,6041,60,1,4.0,4.629862605528886,10
383,5489,70,1,4.0,4.203315722353799,10
384,6354,71,1,4.0,4.495121183506453,10
386,6649,77,1,4.0,4.339148744172056,10
387,8219,94,1,4.0,4.378634870422193,10
388,3333,97,1,3.0,3.787878787878788,10
389,14509,120,1,4.0,4.589840788476118,10
390,10347,124,1,4.0,4.220547018459457,10
391,3941,88,1,4.0,4.075107840649581,10
392,15496,90,1,4.0,4.80072276716572,10
393,5048,47,1,4.0,4.072503961965134,10
