edge_id,bank_edge_id,src,dst,repair_score,repair_reason
5795,570,9,179,4.603900423800438,low_compatibility_junction
5796,24262,498,179,4.5972583376758935,low_compatibility_junction
5797,9701,198,179,4.596189432805955,low_compatibility_junction
5798,23612,483,179,4.547546684469869,low_compatibility_junction
5799,20539,418,179,4.483976574350041,low_compatibility_junction
5800,8869,179,253,4.468943759850985,low_compatibility_junction
5801,8833,179,129,4.46521460239845,low_compatibility_junction
5802,8889,179,313,4.459819955578601,low_compatibility_junction
5803,8863,179,245,4.439273384701827,low_compatibility_junction
5804,8944,179,488,4.43874869100924,low_compatibility_junction
5805,8798,179,13,4.431426607712528,low_compatibility_junction
5806,8866,179,250,4.427822661461606,low_compatibility_junction
5807,8870,179,256,4.41560921489755,low_compatibility_junction
5808,8895,179,333,4.408173494475175,low_compatibility_junction
5809,8913,179,392,4.404691141370876,low_compatibility_junction
5810,8937,179,472,4.397378265701942,low_compatibility_junction
5811,8894,179,322,4.3914038412651815,low_compatibility_junction
5812,8842,179,158,4.380178683054425,low_compatibility_junction
5813,8902,179,353,4.36979935010514,low_compatibility_junction
5814,7433,155,179,4.3483940227992415,low_compatibility_junction
5815,17479,354,179,4.344074331324979,low_compatibility_junction
5816,12608,257,179,4.334900671006567,low_compatibility_junction
5817,7360,153,179,4.323796353020401,low_compatibility_junction
5818,22844,471,179,4.319321903439095,low_compatibility_junction
5819,8803,179,36,4.309061663446525,low_compatibility_junction
5820,12123,249,179,4.307860382413438,low_compatibility_junction
5821,15954,323,179,4.304823349106553,low_compatibility_junction
5822,8936,179,471,4.298163185860654,low_compatibility_junction
5823,11444,236,179,4.297921316783951,low_compatibility_junction
5824,9470,194,179,4.296927942962776,low_compatibility_junction
5825,8881,179,292,4.294635385937586,low_compatibility_junction
5826,8884,179,300,4.292763585085315,low_compatibility_junction
5827,24437,504,179,4.290580779999569,low_compatibility_junction
5828,22716,467,179,4.289180972640539,low_compatibility_junction
5829,8807,179,51,4.285458783543255,low_compatibility_junction
5830,16351,331,179,4.27975361078775,low_compatibility_junction
5831,11702,242,179,4.278544515685416,low_compatibility_junction
5832,17313,352,179,4.2722131793052505,low_compatibility_junction
5833,24,0,179,4.272130185662141,low_compatibility_junction
5834,2689,51,179,4.2699243033092005,low_compatibility_junction
5835,4740,96,179,4.269653366298656,low_compatibility_junction
5836,8940,179,479,4.267168733071947,low_compatibility_junction
5837,1432,23,179,4.2669069412519205,low_compatibility_junction
5838,23134,475,179,4.263976733788928,low_compatibility_junction
5839,8827,179,108,4.262550788932825,low_compatibility_junction
5840,8929,179,444,4.262550788932825,low_compatibility_junction
5841,16545,334,179,4.262264246089034,low_compatibility_junction
5842,13899,284,179,4.261783780949822,low_compatibility_junction
5843,24534,506,179,4.261371737347047,low_compatibility_junction
5844,20210,412,179,4.260810524374031,low_compatibility_junction
5845,8857,179,236,4.256625246663774,low_compatibility_junction
5846,11202,231,179,4.255764218750545,low_compatibility_junction
5847,21941,446,179,4.255265763473083,low_compatibility_junction
5848,2589,48,179,4.255083339122437,low_compatibility_junction
5849,2002,36,179,4.254858143421649,low_compatibility_junction
5850,4033,81,179,4.254588242327023,low_compatibility_junction
5851,20437,416,179,4.252640175256855,low_compatibility_junction
5852,8843,179,161,4.250170294473356,low_compatibility_junction
5853,3451,67,179,4.249034313920987,low_compatibility_junction
5854,8945,179,492,4.248205204121289,low_compatibility_junction
5855,20783,423,179,4.247925429176575,low_compatibility_junction
5856,3724,75,179,4.247153670580848,low_compatibility_junction
5857,8943,179,482,4.245817949433161,low_compatibility_junction
5858,8879,179,286,4.245514699851922,low_compatibility_junction
5859,8880,179,291,4.244743075689391,low_compatibility_junction
5860,16890,343,179,4.24451452351137,low_compatibility_junction
5861,2831,55,179,4.24416861161826,low_compatibility_junction
5862,21861,444,179,4.243565345419167,low_compatibility_junction
5863,8916,179,407,4.240764502426742,low_compatibility_junction
5864,8814,179,75,4.2398142969032735,low_compatibility_junction
5865,8886,179,308,4.2396006147641305,low_compatibility_junction
5866,7314,152,179,4.239084488565629,low_compatibility_junction
5867,8871,179,257,4.2383685093309,low_compatibility_junction
5868,8930,179,446,4.237946042967441,low_compatibility_junction
5869,23388,480,179,4.23792848636876,low_compatibility_junction
5870,7084,148,179,4.236575056778055,low_compatibility_junction
5871,8921,179,422,4.236540538122511,low_compatibility_junction
5872,8928,179,443,4.234795323750354,low_compatibility_junction
5873,8819,179,85,4.234478484890098,low_compatibility_junction
5874,8922,179,423,4.232278408651666,low_compatibility_junction
5875,19211,394,179,4.229405486075752,low_compatibility_junction
5876,3524,69,179,4.227028674257622,low_compatibility_junction
5877,14755,300,179,4.227028674257622,low_compatibility_junction
5878,23310,479,179,4.225617607287873,low_compatibility_junction
5879,2252,41,179,4.222432190094474,low_compatibility_junction
5880,8927,179,441,4.220546591244333,low_compatibility_junction
5881,10686,219,179,4.219778132752769,low_compatibility_junction
5882,21687,441,179,4.219672489472788,low_compatibility_junction
5883,20686,421,179,4.218928313186346,low_compatibility_junction
5884,12887,260,179,4.217601256596479,low_compatibility_junction
5885,4547,91,179,4.216579468172044,low_compatibility_junction
5886,23177,477,179,4.216579468172044,low_compatibility_junction
5887,22219,453,179,4.2149857378519275,low_compatibility_junction
5888,4881,99,179,4.214496737347047,low_compatibility_junction
5889,8920,179,421,4.212452047938477,low_compatibility_junction
5890,20734,422,179,4.212269332164498,low_compatibility_junction
5891,21986,447,179,4.212002262656544,low_compatibility_junction
5892,1108,18,179,4.2109460749539585,low_compatibility_junction
5893,16713,338,179,4.210646822734068,low_compatibility_junction
5894,6219,132,179,4.209241234721327,low_compatibility_junction
5895,8901,179,352,4.208879271979016,low_compatibility_junction
5896,8849,179,194,4.208348326835424,low_compatibility_junction
5897,3126,61,21,4.206278451918873,low_compatibility_junction
5898,4803,97,179,4.2048138046682535,low_compatibility_junction
5899,21784,443,179,4.201895108386159,low_compatibility_junction
5900,13738,280,179,4.201471558678949,low_compatibility_junction
5901,8919,179,416,4.199774866039038,low_compatibility_junction
5902,8809,179,55,4.194622399942474,low_compatibility_junction
5903,8725,177,179,4.1942461550850325,low_compatibility_junction
5904,4459,89,179,4.193520231928115,low_compatibility_junction
5905,16121,327,179,4.193153955806244,low_compatibility_junction
5906,8806,179,48,4.19306649294748,low_compatibility_junction
5907,8903,179,354,4.19020804342435,low_compatibility_junction
5908,8933,179,464,4.189372205838823,low_compatibility_junction
5909,8947,179,506,4.189369614954687,low_compatibility_junction
5910,8934,179,467,4.189148409979135,low_compatibility_junction
5911,4968,101,179,4.1890141233476355,low_compatibility_junction
5912,7871,162,179,4.188759096839988,low_compatibility_junction
5913,8941,179,480,4.18681078628791,low_compatibility_junction
5914,14866,302,21,4.1862720966337825,low_compatibility_junction
5915,8822,179,94,4.185763244056812,low_compatibility_junction
5916,17409,353,179,4.1850022209781255,low_compatibility_junction
5917,8938,179,473,4.184207337061818,low_compatibility_junction
5918,3225,62,179,4.183875825169667,low_compatibility_junction
5919,19460,401,179,4.183606422475443,low_compatibility_junction
5920,2415,44,179,4.181792491836334,low_compatibility_junction
5921,6138,130,179,4.181792491836334,low_compatibility_junction
5922,8793,179,5,4.181337408164869,low_compatibility_junction
5923,4221,85,179,4.180209826077284,low_compatibility_junction
5924,9006,181,179,4.174814376777458,low_compatibility_junction
5925,13983,286,179,4.174814376777458,low_compatibility_junction
5926,8818,179,81,4.174046865976077,low_compatibility_junction
5927,14307,292,179,4.172575391937485,low_compatibility_junction
5928,8865,179,249,4.172349817245788,low_compatibility_junction
5929,8899,179,345,4.168954290569599,low_compatibility_junction
5930,8914,179,394,4.167429466077828,low_compatibility_junction
5931,8855,179,231,4.165841790708031,low_compatibility_junction
5932,15185,308,179,4.16583012986523,low_compatibility_junction
5933,23971,491,179,4.165588583971511,low_compatibility_junction
5934,8883,179,298,4.16221240533133,low_compatibility_junction
5935,20836,424,179,4.161497954550903,low_compatibility_junction
5936,11331,233,179,4.161088783507853,low_compatibility_junction
5937,19883,408,179,4.159986388424485,low_compatibility_junction
5938,14653,298,179,4.159078369920447,low_compatibility_junction
5939,9513,195,21,4.159010456279702,low_compatibility_junction
5940,17981,366,179,4.158632737121873,low_compatibility_junction
5941,17724,360,179,4.158226578909311,low_compatibility_junction
5942,23018,473,179,4.158226578909311,low_compatibility_junction
5943,18226,372,179,4.156837690020422,low_compatibility_junction
5944,8905,179,372,4.156681947813617,low_compatibility_junction
5945,21298,434,179,4.155037965880043,low_compatibility_junction
5946,21006,427,179,4.154754356687088,low_compatibility_junction
5947,18716,384,179,4.154565152641272,low_compatibility_junction
5948,16833,341,179,4.152388340923634,low_compatibility_junction
5949,8799,179,18,4.15228946739766,low_compatibility_junction
5950,8815,179,76,4.149940464702483,low_compatibility_junction
5951,8860,179,242,4.1496501046560255,low_compatibility_junction
5952,8896,179,334,4.148012142712028,low_compatibility_junction
5953,10294,208,179,4.144098045166735,low_compatibility_junction
5954,8858,179,237,4.140239830637241,low_compatibility_junction
5955,8812,179,67,4.140052076085231,low_compatibility_junction
5956,778,12,179,4.139282680096004,low_compatibility_junction
5957,8813,179,69,4.138798943253151,low_compatibility_junction
5958,8898,179,343,4.1382578177120255,low_compatibility_junction
5959,8931,179,454,4.1382578177120255,low_compatibility_junction
5960,8808,179,52,4.13776374656578,low_compatibility_junction
5961,8840,179,155,4.137075331427267,low_compatibility_junction
5962,16985,345,179,4.135727341382131,low_compatibility_junction
5963,8825,179,99,4.135252612719565,low_compatibility_junction
5964,8907,179,376,4.1322332890480675,low_compatibility_junction
5965,12530,256,179,4.129698972587804,low_compatibility_junction
5966,8925,179,438,4.126023764929285,low_compatibility_junction
5967,14492,295,179,4.117059910017489,low_compatibility_junction
5968,22935,472,179,4.117059910017489,low_compatibility_junction
5969,19815,407,179,4.115939647945235,low_compatibility_junction
5970,23534,482,179,4.1142035368341245,low_compatibility_junction
5971,16470,333,179,4.110731314611902,low_compatibility_junction
5972,8908,179,380,4.11054220046621,low_compatibility_junction
5973,7706,158,179,4.110314647945235,low_compatibility_junction
