edge_id,src,dst,num_segments,num_episodes,num_unique_starts,num_unique_terminations,min_h,median_h,mean_h,max_h,num_unique_start_goal_pairs,num_unique_episodes,support_density_per_episode,support_count,reverse_support_raw,reverse_support_certified,reverse_support_count,asymmetry,src_density,dst_density,src_bottleneck_score,dst_bottleneck_score,edge_bottleneck_score,cost,cost_support_unit,repair_score,repair_reason,bank_edge_id,is_repair_edge
0,2,21,197,15,197,19,2,8.0,9.446700507614214,25,197,15,13.133333333333333,197,85,85,85,0.3971631205673744,0.00384,0.001335,0.4955769583398455,0.7000075364621832,0.7000075364621832,8.07124704998791,unique_starts,,,,False
1,2,42,3,3,3,3,25,25.0,25.0,25,3,3,1.0,3,133,133,133,-0.9558823529411696,0.00384,0.002905,0.4955769583398455,0.4970517856466394,0.4970517856466394,25.577350269189623,unique_starts,,,,False
2,2,43,129,8,91,13,3,10.0,10.542635658914728,25,129,8,16.125,129,0,0,0,0.9999999999999925,0.00384,0.00192,0.4955769583398455,0.4331654262548746,0.4955769583398455,10.104828483672192,unique_starts,,,,False
3,2,113,82,2,18,13,12,19.0,19.134146341463413,25,82,2,41.0,82,0,0,0,0.999999999999988,0.00384,0.00241,0.4955769583398455,0.4103723565273706,0.4955769583398455,19.23570226039552,unique_starts,,,,False
4,2,126,483,7,63,71,1,11.0,12.13664596273292,25,483,7,69.0,483,863,863,863,-0.2823179791976224,0.00384,0.00242,0.4955769583398455,0.1909389855210801,0.4955769583398455,11.125988157669742,unique_starts,,,,False
5,2,135,20,2,14,3,19,22.0,22.15,25,20,2,10.0,20,0,0,0,0.99999999999995,0.00384,0.00185,0.4955769583398455,0.3995990381287526,0.4955769583398455,22.267261241912426,unique_starts,,,,False
6,2,144,82,6,34,19,1,4.0,4.414634146341464,10,82,6,13.666666666666666,82,352,352,352,-0.6221198156682013,0.00384,0.00326,0.4955769583398455,0.4284130917563028,0.4955769583398455,4.171498585142508,unique_starts,,,,False
7,2,171,12,3,5,8,14,19.0,19.416666666666668,25,12,3,4.0,12,9,9,9,0.142857142857136,0.00384,0.00343,0.4955769583398455,0.6091865893282263,0.6091865893282263,19.44721359549996,unique_starts,,,,False
8,2,175,82,6,39,28,1,3.0,3.414634146341464,7,82,6,13.666666666666666,82,162,162,162,-0.327868852459015,0.00384,0.00503,0.4955769583398455,0.7573380297747923,0.7573380297747923,3.160128153805087,unique_starts,,,,False
9,2,179,110,8,110,8,2,9.0,10.454545454545457,25,110,8,13.75,110,76,76,76,0.1827956989247302,0.00384,0.00165,0.4955769583398455,0.5689519284458886,0.5689519284458886,9.09534625892456,unique_starts,,,,False
10,2,186,29,4,29,4,3,7.0,7.310344827586207,12,29,4,7.25,29,26,26,26,0.0545454545454535,0.00384,0.00126,0.4955769583398455,0.4246314878988181,0.4955769583398455,7.185695338177052,unique_starts,,,,False
11,2,199,11,2,10,3,18,23.0,22.363636363636363,25,11,2,5.5,11,3,0,0,0.9999999999999092,0.00384,0.00268,0.4955769583398455,0.5690552560543798,0.5690552560543798,23.31622776601684,unique_starts,,,,False
12,2,248,333,23,280,35,5,11.0,12.0,25,333,23,14.478260869565217,333,316,316,316,0.0261941448382125,0.00384,0.002135,0.4955769583398455,0.4551679911609592,0.4955769583398455,11.05976143046672,unique_starts,,,,False
13,2,261,27,2,9,9,20,24.0,23.55555555555556,25,27,2,13.5,27,28,0,0,0.999999999999963,0.00384,0.003005,0.4955769583398455,0.3332476057918914,0.4955769583398455,24.33333333333333,unique_starts,,,,False
14,2,271,74,5,36,13,15,21.0,20.7027027027027,25,74,5,14.8,74,22,22,22,0.5416666666666611,0.00384,0.002355,0.4955769583398455,0.469046305090611,0.4955769583398455,21.166666666666668,unique_starts,,,,False
15,2,306,1350,14,230,144,8,18.0,17.888148148148147,25,1350,14,96.42857142857144,1350,272,272,272,0.6646115906288529,0.00384,0.00231,0.4955769583398455,0.318350582577663,0.4955769583398455,18.06593804733958,unique_starts,,,,False
16,2,317,13,2,13,2,19,22.0,22.23076923076923,25,13,2,6.5,13,0,0,0,0.9999999999999232,0.00384,0.002415,0.4955769583398455,0.3895966648711789,0.4955769583398455,22.277350098112613,unique_starts,,,,False
17,2,321,879,11,165,90,9,18.0,18.06598407281001,25,879,11,79.9090909090909,879,707,707,707,0.1084489281210592,0.00384,0.00259,0.4955769583398455,0.3888593423916786,0.4955769583398455,18.07784989441615,unique_starts,,,,False
18,2,335,517,12,93,76,8,18.0,18.290135396518377,25,517,12,43.083333333333336,517,368,368,368,0.1683615819209037,0.00384,0.003265,0.4955769583398455,0.3386374550867767,0.4955769583398455,18.10369516947304,unique_starts,,,,False
19,2,348,934,14,138,135,1,10.0,10.67237687366167,25,934,14,66.71428571428571,934,246,246,246,0.5830508474576267,0.00384,0.00217,0.4955769583398455,0.3865410889763496,0.4955769583398455,10.085125653075876,unique_starts,,,,False
20,2,440,27,3,18,6,19,23.0,22.925925925925927,25,27,3,9.0,27,3,0,0,0.999999999999963,0.00384,0.002505,0.4955769583398455,0.4432001412722737,0.4955769583398455,23.23570226039552,unique_starts,,,,False
21,2,463,459,23,283,52,7,13.0,13.004357298474943,25,459,23,19.956521739130437,459,0,0,0,0.9999999999999978,0.00384,0.00216,0.4955769583398455,0.5081641748793143,0.5081641748793143,13.059443829827776,unique_starts,,,,False
22,2,481,778,9,100,96,9,19.0,18.52827763496144,25,778,9,86.44444444444444,778,598,598,598,0.130813953488372,0.00384,0.00295,0.4955769583398455,0.3715708750101002,0.4955769583398455,19.1,unique_starts,,,,False
23,2,508,171,3,24,21,11,19.0,19.09941520467836,25,171,3,57.0,171,0,0,0,0.9999999999999942,0.00384,0.002235,0.4955769583398455,0.396291982421125,0.4955769583398455,19.20412414523193,unique_starts,,,,False
24,3,26,136,10,43,53,17,23.0,22.977941176470587,25,136,10,13.6,136,205,205,205,-0.2023460410557178,0.003565,0.00219,0.5904218374331804,0.4102765147607725,0.5904218374331804,23.152498570332604,unique_starts,,,,False
25,3,57,119,6,37,23,1,5.0,4.80672268907563,11,119,6,19.83333333333333,119,0,0,0,0.9999999999999916,0.003565,0.002505,0.5904218374331804,0.4086510193570034,0.5904218374331804,5.164398987305358,unique_starts,,,,False
26,3,109,92,7,26,29,18,23.0,22.869565217391305,25,92,7,13.142857142857142,92,266,266,266,-0.4860335195530712,0.003565,0.002985,0.5904218374331804,0.3581978582570581,0.5904218374331804,23.196116135138183,unique_starts,,,,False
27,3,112,12,2,7,4,22,24.0,23.916666666666668,25,12,2,6.0,12,0,0,0,0.9999999999999166,0.003565,0.00296,0.5904218374331804,0.4285491187954342,0.5904218374331804,24.37796447300923,unique_starts,,,,False
28,3,140,11,4,7,8,23,25.0,24.545454545454547,25,11,4,2.75,11,981,981,981,-0.9778225806451604,0.003565,0.00296,0.5904218374331804,0.4551836186304672,0.5904218374331804,25.37796447300923,unique_starts,,,,False
29,3,206,3632,47,595,511,1,10.0,10.51238986784141,25,3632,47,77.27659574468085,3632,0,0,0,0.9999999999999998,0.003565,0.002645,0.5904218374331804,0.4388475670472349,0.5904218374331804,10.04099600308454,unique_starts,,,,False
30,3,228,84,11,38,34,20,24.0,23.547619047619047,25,84,11,7.636363636363637,84,1365,1365,1365,-0.8840579710144922,0.003565,0.0024,0.5904218374331804,0.3856131512505834,0.5904218374331804,24.162221421130763,unique_starts,,,,False
31,3,262,169,2,24,23,9,17.0,16.881656804733726,25,169,2,84.5,169,371,371,371,-0.3740740740740734,0.003565,0.00278,0.5904218374331804,0.2014507203512603,0.5904218374331804,17.20412414523193,unique_starts,,,,False
32,3,266,50,12,27,27,20,25.0,24.12,25,50,12,4.166666666666667,50,2649,2649,2649,-0.9629492404594292,0.003565,0.0038,0.5904218374331804,0.6115361362052629,0.6115361362052629,25.192450089729878,unique_starts,,,,False
33,3,329,134,5,28,30,13,22.0,21.46268656716418,25,134,5,26.8,134,0,0,0,0.9999999999999926,0.003565,0.00267,0.5904218374331804,0.4828551326405166,0.5904218374331804,22.18898223650461,unique_starts,,,,False
34,3,388,1990,26,286,350,8,21.0,20.330150753768844,25,1990,26,76.53846153846153,1990,162,162,162,0.8494423791821558,0.003565,0.00235,0.5904218374331804,0.3410327198302694,0.5904218374331804,21.05913123959891,unique_starts,,,,False
35,3,406,1510,36,349,331,1,6.0,5.907947019867549,14,1510,36,41.94444444444444,1510,0,0,0,0.9999999999999994,0.003565,0.002805,0.5904218374331804,0.4756676640259853,0.5904218374331804,6.053528772757219,unique_starts,,,,False
