query_id,src,dst,reachable,path_edges_count,path_cost,path_nodes,path_edge_ids
0,229,404,True,5,26.406276851388967,229 447 139 199 238 404,2143 3969 1247 1923 2268
1,84,119,True,2,17.40293876296925,84 115 119,765 1032
2,389,98,True,2,12.04018589413999,389 23 98,3564 276
3,311,203,True,5,24.215949646896167,311 87 196 207 303 203,2931 791 1885 1989 2850
4,184,40,True,6,40.33871726165481,184 139 87 196 207 303 40,1831 1231 791 1885 1989 2844
5,246,495,True,3,36.25819079891604,246 238 309 495,2351 2259 2924
6,441,326,True,3,21.64207565981346,441 157 28 326,3943 1461 366
7,147,26,True,2,22.82978222657524,147 227 26,1368 2079
8,280,494,True,5,33.49195192971119,280 509 87 390 151 494,2705 4410 801 3590 1456
9,389,319,True,2,23.2783380845513,389 385 319,3573 3504
10,10,239,True,3,21.85487634345801,10 238 309 239,190 2259 2913
11,143,271,True,1,23.447213595499957,143 271,1299
12,509,385,True,3,18.991217414927696,509 361 217 385,4435 3343 2035
13,252,244,True,4,26.566926551619527,252 334 404 115 244,2429 3232 3653 1039
14,494,172,True,3,20.50512905771274,494 311 171 172,4248 2936 1656
15,478,261,True,2,16.54046407632399,478 113 261,4121 995
16,440,117,True,4,15.75992445502468,440 167 316 404 117,3911 1571 2997 3654
