time_sec,run_id,env,seed,variant,stage,report_file,baseline_graph_role,phase,event,gate,evidence_class,embeddings_path,graph_path,boundary_path,boundary_loaded,reachability_path,reachability_loaded,embeddings_shape,graph_nodes,graph_edges,dataset_realigned_local_npz,dataset_realign_reason,dataset_size_before_realign,dataset_size_after_realign,dataset_size,num_trajectories,obs_dim,action_dim,traj_len_mean,traj_len_p10,traj_len_p90,base_graph_nodes,base_graph_edges,seed_for_audit,graph_id,num_nodes,num_edges,protected_nodes,endpoint_exact_retention_rate,cross_edge_rate,temporal_supported_edge_rate,unsupported_shortcut_edge_rate,support_count_positive_rate,support_score_mean,support_score_p50,support_score_p90,support_risk_mean,edge_type_TEMPORAL_BACKBONE_count,edge_type_TEMPORAL_BACKBONE_rate,edge_type_PROJECTED_TEMPORAL_SUPPORT_count,edge_type_PROJECTED_TEMPORAL_SUPPORT_rate,edge_type_SUPPORTED_CROSS_BRIDGE_count,edge_type_SUPPORTED_CROSS_BRIDGE_rate,edge_type_CROSS_TRAJ_CANDIDATE_count,edge_type_CROSS_TRAJ_CANDIDATE_rate,edge_type_UNSUPPORTED_SHORTCUT_count,edge_type_UNSUPPORTED_SHORTCUT_rate,base_nodes,endpoint_candidates,trajectory_anchor_candidates,projection_change_candidates,bottleneck_candidates,protected_candidates,stage29_nodes,projected_support_segments,projected_support_edges,unsupported_shortcut_edges,edge_type,count,rate,num_pairs,num_future_pairs,num_cross_pairs,planner_id,pair_id,pair_type,start_index,goal_index,true_dt,data_supported,start_node,goal_node,unsupported_edges,support_risk,cross_support_risk,found,num_subgoals,total_cost,total_risk,total_boundary,exec_cost,exec_budget,objective,path_cross_edge_rate,path_temporal_kind_rate,path_bridge_kind_rate,path_largest_edge_cost_ratio,path_min_p_exec,path_mean_p_exec,path_mean_risk,failure_label,path_temporal_backbone_rate,path_projected_support_rate,path_supported_bridge_rate,path_candidate_rate,path_unsupported_shortcut_rate,path_min_support_score,path_mean_support_score
1780358095.1837435,seed44_gas_cache,antmaze-giant-stitch-v0,44,stage29_lexicographic,stage29_support_calibrated_graph,runs_stage29e_maxedges_offline/antmaze-giant-stitch-v0/full_bars/seed44_max12/stage29_support_calibrated_audit.csv,sota_study_baseline_cached_gas_graph,stage29_path_probe,stage29_support_calibrated,PASS_STAGE29_OFFLINE_SUPPORT_AUDIT,support_constrained_path_probe,,,,,,,,,,,,,,,,,,,,,,,,stage29_support_calibrated,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stage29_lexicographic,0,future_same_traj,728052,728148,96,1,6097,14896,0,0.5,0.5,1,2,3.375365734100342,0.13452136516571045,0.0,0.5,nan,3.3753658533096313,0.6666666666666666,,,0.373705880566294,,,,GRAPH_PATH_EXISTS_EXECUTION_PROBE_NEEDED,0.3333333333333333,0.0,0.6666666666666666,0.0,0.0,0.0,0.623492956161499
1780358095.1909497,seed44_gas_cache,antmaze-giant-stitch-v0,44,stage29_lexicographic,stage29_support_calibrated_graph,runs_stage29e_maxedges_offline/antmaze-giant-stitch-v0/full_bars/seed44_max12/stage29_support_calibrated_audit.csv,sota_study_baseline_cached_gas_graph,stage29_failure_taxonomy_proxy,stage29_default,PASS_STAGE29_FAILURE_TAXONOMY_DELTA,failure_taxonomy_proxy,,,,,,,,,,,,,,,,,,,,,,,,stage29_support_calibrated,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stage29_lexicographic,0,future_same_traj,728052,728148,96,1,6097,14896,0,0.5,0.5,1,2,3.375365734100342,0.13452136516571045,0.0,0.5,nan,3.3753658533096313,0.6666666666666666,,,0.373705880566294,,,,GRAPH_PATH_EXISTS_EXECUTION_PROBE_NEEDED,0.3333333333333333,0.0,0.6666666666666666,0.0,0.0,0.0,0.623492956161499
1780358095.19175,seed44_gas_cache,antmaze-giant-stitch-v0,44,stage29_budgeted_k0_r0,stage29_support_calibrated_graph,runs_stage29e_maxedges_offline/antmaze-giant-stitch-v0/full_bars/seed44_max12/stage29_support_calibrated_audit.csv,sota_study_baseline_cached_gas_graph,stage29_path_probe,stage29_support_calibrated,PASS_STAGE29_OFFLINE_SUPPORT_AUDIT,support_constrained_path_probe,,,,,,,,,,,,,,,,,,,,,,,,stage29_support_calibrated,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stage29_budgeted_k0_r0,0,future_same_traj,728052,728148,96,1,6097,14896,0,inf,inf,0,0,inf,inf,0.0,inf,0.0,inf,nan,,,nan,,,,BASE_LOST_SUPPORTED_PATH_OR_EDGE_PRUNING,nan,nan,nan,nan,nan,nan,nan
1780358095.1925893,seed44_gas_cache,antmaze-giant-stitch-v0,44,stage29_budgeted_k0_r0.5,stage29_support_calibrated_graph,runs_stage29e_maxedges_offline/antmaze-giant-stitch-v0/full_bars/seed44_max12/stage29_support_calibrated_audit.csv,sota_study_baseline_cached_gas_graph,stage29_path_probe,stage29_support_calibrated,PASS_STAGE29_OFFLINE_SUPPORT_AUDIT,support_constrained_path_probe,,,,,,,,,,,,,,,,,,,,,,,,stage29_support_calibrated,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stage29_budgeted_k0_r0.5,0,future_same_traj,728052,728148,96,1,6097,14896,0,0.5,0.5,1,2,3.375365734100342,0.13452136516571045,0.0,0.5,0.5,3.3753658533096313,0.6666666666666666,,,0.373705880566294,,,,GRAPH_PATH_EXISTS_EXECUTION_PROBE_NEEDED,0.3333333333333333,0.0,0.6666666666666666,0.0,0.0,0.0,0.623492956161499
1780358095.19339,seed44_gas_cache,antmaze-giant-stitch-v0,44,stage29_budgeted_k0_r1,stage29_support_calibrated_graph,runs_stage29e_maxedges_offline/antmaze-giant-stitch-v0/full_bars/seed44_max12/stage29_support_calibrated_audit.csv,sota_study_baseline_cached_gas_graph,stage29_path_probe,stage29_support_calibrated,PASS_STAGE29_OFFLINE_SUPPORT_AUDIT,support_constrained_path_probe,,,,,,,,,,,,,,,,,,,,,,,,stage29_support_calibrated,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stage29_budgeted_k0_r1,0,future_same_traj,728052,728148,96,1,6097,14896,0,0.75,0.75,1,4,3.3375422954559326,0.7030360698699951,0.0,0.75,1.0,3.337542235851288,0.6,,,0.29356239776258697,,,,GRAPH_PATH_EXISTS_EXECUTION_PROBE_NEEDED,0.4,0.0,0.6,0.0,0.0,0.0,0.653731107711792
1780358095.1941438,seed44_gas_cache,antmaze-giant-stitch-v0,44,stage29_budgeted_k0_r2,stage29_support_calibrated_graph,runs_stage29e_maxedges_offline/antmaze-giant-stitch-v0/full_bars/seed44_max12/stage29_support_calibrated_audit.csv,sota_study_baseline_cached_gas_graph,stage29_path_probe,stage29_support_calibrated,PASS_STAGE29_OFFLINE_SUPPORT_AUDIT,support_constrained_path_probe,,,,,,,,,,,,,,,,,,,,,,,,stage29_support_calibrated,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stage29_budgeted_k0_r2,0,future_same_traj,728052,728148,96,1,6097,14896,0,0.75,0.75,1,4,3.3375422954559326,0.7030360698699951,0.0,0.75,2.0,3.337542235851288,0.6,,,0.29356239776258697,,,,GRAPH_PATH_EXISTS_EXECUTION_PROBE_NEEDED,0.4,0.0,0.6,0.0,0.0,0.0,0.653731107711792
1780358095.1948845,seed44_gas_cache,antmaze-giant-stitch-v0,44,stage29_budgeted_k1_r0,stage29_support_calibrated_graph,runs_stage29e_maxedges_offline/antmaze-giant-stitch-v0/full_bars/seed44_max12/stage29_support_calibrated_audit.csv,sota_study_baseline_cached_gas_graph,stage29_path_probe,stage29_support_calibrated,PASS_STAGE29_OFFLINE_SUPPORT_AUDIT,support_constrained_path_probe,,,,,,,,,,,,,,,,,,,,,,,,stage29_support_calibrated,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stage29_budgeted_k1_r0,0,future_same_traj,728052,728148,96,1,6097,14896,0,inf,inf,0,0,inf,inf,0.0,inf,0.0,inf,nan,,,nan,,,,BASE_LOST_SUPPORTED_PATH_OR_EDGE_PRUNING,nan,nan,nan,nan,nan,nan,nan
1780358095.195666,seed44_gas_cache,antmaze-giant-stitch-v0,44,stage29_budgeted_k1_r0.5,stage29_support_calibrated_graph,runs_stage29e_maxedges_offline/antmaze-giant-stitch-v0/full_bars/seed44_max12/stage29_support_calibrated_audit.csv,sota_study_baseline_cached_gas_graph,stage29_path_probe,stage29_support_calibrated,PASS_STAGE29_OFFLINE_SUPPORT_AUDIT,support_constrained_path_probe,,,,,,,,,,,,,,,,,,,,,,,,stage29_support_calibrated,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stage29_budgeted_k1_r0.5,0,future_same_traj,728052,728148,96,1,6097,14896,0,0.5,0.5,1,2,3.375365734100342,0.13452136516571045,0.0,0.5,0.5,3.3753658533096313,0.6666666666666666,,,0.373705880566294,,,,GRAPH_PATH_EXISTS_EXECUTION_PROBE_NEEDED,0.3333333333333333,0.0,0.6666666666666666,0.0,0.0,0.0,0.623492956161499
1780358095.196432,seed44_gas_cache,antmaze-giant-stitch-v0,44,stage29_budgeted_k1_r1,stage29_support_calibrated_graph,runs_stage29e_maxedges_offline/antmaze-giant-stitch-v0/full_bars/seed44_max12/stage29_support_calibrated_audit.csv,sota_study_baseline_cached_gas_graph,stage29_path_probe,stage29_support_calibrated,PASS_STAGE29_OFFLINE_SUPPORT_AUDIT,support_constrained_path_probe,,,,,,,,,,,,,,,,,,,,,,,,stage29_support_calibrated,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stage29_budgeted_k1_r1,0,future_same_traj,728052,728148,96,1,6097,14896,0,0.75,0.75,1,4,3.3375422954559326,0.7030360698699951,0.0,0.75,1.0,3.337542235851288,0.6,,,0.29356239776258697,,,,GRAPH_PATH_EXISTS_EXECUTION_PROBE_NEEDED,0.4,0.0,0.6,0.0,0.0,0.0,0.653731107711792
1780358095.1971436,seed44_gas_cache,antmaze-giant-stitch-v0,44,stage29_budgeted_k1_r2,stage29_support_calibrated_graph,runs_stage29e_maxedges_offline/antmaze-giant-stitch-v0/full_bars/seed44_max12/stage29_support_calibrated_audit.csv,sota_study_baseline_cached_gas_graph,stage29_path_probe,stage29_support_calibrated,PASS_STAGE29_OFFLINE_SUPPORT_AUDIT,support_constrained_path_probe,,,,,,,,,,,,,,,,,,,,,,,,stage29_support_calibrated,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stage29_budgeted_k1_r2,0,future_same_traj,728052,728148,96,1,6097,14896,0,0.75,0.75,1,4,3.3375422954559326,0.7030360698699951,0.0,0.75,2.0,3.337542235851288,0.6,,,0.29356239776258697,,,,GRAPH_PATH_EXISTS_EXECUTION_PROBE_NEEDED,0.4,0.0,0.6,0.0,0.0,0.0,0.653731107711792
1780358095.1979072,seed44_gas_cache,antmaze-giant-stitch-v0,44,stage29_budgeted_k2_r0,stage29_support_calibrated_graph,runs_stage29e_maxedges_offline/antmaze-giant-stitch-v0/full_bars/seed44_max12/stage29_support_calibrated_audit.csv,sota_study_baseline_cached_gas_graph,stage29_path_probe,stage29_support_calibrated,PASS_STAGE29_OFFLINE_SUPPORT_AUDIT,support_constrained_path_probe,,,,,,,,,,,,,,,,,,,,,,,,stage29_support_calibrated,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stage29_budgeted_k2_r0,0,future_same_traj,728052,728148,96,1,6097,14896,0,inf,inf,0,0,inf,inf,0.0,inf,0.0,inf,nan,,,nan,,,,BASE_LOST_SUPPORTED_PATH_OR_EDGE_PRUNING,nan,nan,nan,nan,nan,nan,nan
1780358095.198642,seed44_gas_cache,antmaze-giant-stitch-v0,44,stage29_budgeted_k2_r0.5,stage29_support_calibrated_graph,runs_stage29e_maxedges_offline/antmaze-giant-stitch-v0/full_bars/seed44_max12/stage29_support_calibrated_audit.csv,sota_study_baseline_cached_gas_graph,stage29_path_probe,stage29_support_calibrated,PASS_STAGE29_OFFLINE_SUPPORT_AUDIT,support_constrained_path_probe,,,,,,,,,,,,,,,,,,,,,,,,stage29_support_calibrated,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stage29_budgeted_k2_r0.5,0,future_same_traj,728052,728148,96,1,6097,14896,0,0.5,0.5,1,2,3.375365734100342,0.13452136516571045,0.0,0.5,0.5,3.3753658533096313,0.6666666666666666,,,0.373705880566294,,,,GRAPH_PATH_EXISTS_EXECUTION_PROBE_NEEDED,0.3333333333333333,0.0,0.6666666666666666,0.0,0.0,0.0,0.623492956161499
1780358095.1993697,seed44_gas_cache,antmaze-giant-stitch-v0,44,stage29_budgeted_k2_r1,stage29_support_calibrated_graph,runs_stage29e_maxedges_offline/antmaze-giant-stitch-v0/full_bars/seed44_max12/stage29_support_calibrated_audit.csv,sota_study_baseline_cached_gas_graph,stage29_path_probe,stage29_support_calibrated,PASS_STAGE29_OFFLINE_SUPPORT_AUDIT,support_constrained_path_probe,,,,,,,,,,,,,,,,,,,,,,,,stage29_support_calibrated,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stage29_budgeted_k2_r1,0,future_same_traj,728052,728148,96,1,6097,14896,0,0.75,0.75,1,4,3.3375422954559326,0.7030360698699951,0.0,0.75,1.0,3.337542235851288,0.6,,,0.29356239776258697,,,,GRAPH_PATH_EXISTS_EXECUTION_PROBE_NEEDED,0.4,0.0,0.6,0.0,0.0,0.0,0.653731107711792
1780358095.2001567,seed44_gas_cache,antmaze-giant-stitch-v0,44,stage29_budgeted_k2_r2,stage29_support_calibrated_graph,runs_stage29e_maxedges_offline/antmaze-giant-stitch-v0/full_bars/seed44_max12/stage29_support_calibrated_audit.csv,sota_study_baseline_cached_gas_graph,stage29_path_probe,stage29_support_calibrated,PASS_STAGE29_OFFLINE_SUPPORT_AUDIT,support_constrained_path_probe,,,,,,,,,,,,,,,,,,,,,,,,stage29_support_calibrated,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stage29_budgeted_k2_r2,0,future_same_traj,728052,728148,96,1,6097,14896,0,0.75,0.75,1,4,3.3375422954559326,0.7030360698699951,0.0,0.75,2.0,3.337542235851288,0.6,,,0.29356239776258697,,,,GRAPH_PATH_EXISTS_EXECUTION_PROBE_NEEDED,0.4,0.0,0.6,0.0,0.0,0.0,0.653731107711792
1780358095.2009223,seed44_gas_cache,antmaze-giant-stitch-v0,44,reachability,stage29_support_calibrated_graph,runs_stage29e_maxedges_offline/antmaze-giant-stitch-v0/full_bars/seed44_max12/stage29_support_calibrated_audit.csv,sota_study_baseline_cached_gas_graph,stage29_path_probe,base_cached,PASS_STAGE29_OFFLINE_SUPPORT_AUDIT,base_cached_path_probe,,,,,,,,,,,,,,,,,,,,,,,,base_cached,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,base_reachability,1,future_same_traj,62913,62995,82,1,396,682,0,nan,nan,1,0,0.7952741384506226,0.0,0.0,0.0,nan,0.7952741384506226,1.0,0.0,0.0,1.0,1.0,1.0,0.0,BASE_USES_CROSS_TRAJ_SHORTCUT_FOR_SUPPORTED_PAIR,,,,,,,
1780358095.201686,seed44_gas_cache,antmaze-giant-stitch-v0,44,stage29_lexicographic,stage29_support_calibrated_graph,runs_stage29e_maxedges_offline/antmaze-giant-stitch-v0/full_bars/seed44_max12/stage29_support_calibrated_audit.csv,sota_study_baseline_cached_gas_graph,stage29_path_probe,stage29_support_calibrated,PASS_STAGE29_OFFLINE_SUPPORT_AUDIT,support_constrained_path_probe,,,,,,,,,,,,,,,,,,,,,,,,stage29_support_calibrated,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stage29_lexicographic,1,future_same_traj,62913,62995,82,1,5730,10669,0,0.5,0.5,1,3,4.07958984375,1.0946393013000488,0.0,0.5,nan,4.079589754343033,0.5,,,0.6112071504712747,,,,GRAPH_PATH_EXISTS_EXECUTION_PROBE_NEEDED,0.25,0.25,0.5,0.0,0.0,0.20391696691513062,0.5818647742271423
1780358095.2024329,seed44_gas_cache,antmaze-giant-stitch-v0,44,stage29_lexicographic,stage29_support_calibrated_graph,runs_stage29e_maxedges_offline/antmaze-giant-stitch-v0/full_bars/seed44_max12/stage29_support_calibrated_audit.csv,sota_study_baseline_cached_gas_graph,stage29_failure_taxonomy_proxy,stage29_default,PASS_STAGE29_FAILURE_TAXONOMY_DELTA,failure_taxonomy_proxy,,,,,,,,,,,,,,,,,,,,,,,,stage29_support_calibrated,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stage29_lexicographic,1,future_same_traj,62913,62995,82,1,5730,10669,0,0.5,0.5,1,3,4.07958984375,1.0946393013000488,0.0,0.5,nan,4.079589754343033,0.5,,,0.6112071504712747,,,,GRAPH_PATH_EXISTS_EXECUTION_PROBE_NEEDED,0.25,0.25,0.5,0.0,0.0,0.20391696691513062,0.5818647742271423
1780358095.2031887,seed44_gas_cache,antmaze-giant-stitch-v0,44,stage29_budgeted_k0_r0,stage29_support_calibrated_graph,runs_stage29e_maxedges_offline/antmaze-giant-stitch-v0/full_bars/seed44_max12/stage29_support_calibrated_audit.csv,sota_study_baseline_cached_gas_graph,stage29_path_probe,stage29_support_calibrated,PASS_STAGE29_OFFLINE_SUPPORT_AUDIT,support_constrained_path_probe,,,,,,,,,,,,,,,,,,,,,,,,stage29_support_calibrated,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stage29_budgeted_k0_r0,1,future_same_traj,62913,62995,82,1,5730,10669,0,inf,inf,0,0,inf,inf,0.0,inf,0.0,inf,nan,,,nan,,,,BASE_LOST_SUPPORTED_PATH_OR_EDGE_PRUNING,nan,nan,nan,nan,nan,nan,nan
1780358095.2040002,seed44_gas_cache,antmaze-giant-stitch-v0,44,stage29_budgeted_k0_r0.5,stage29_support_calibrated_graph,runs_stage29e_maxedges_offline/antmaze-giant-stitch-v0/full_bars/seed44_max12/stage29_support_calibrated_audit.csv,sota_study_baseline_cached_gas_graph,stage29_path_probe,stage29_support_calibrated,PASS_STAGE29_OFFLINE_SUPPORT_AUDIT,support_constrained_path_probe,,,,,,,,,,,,,,,,,,,,,,,,stage29_support_calibrated,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stage29_budgeted_k0_r0.5,1,future_same_traj,62913,62995,82,1,5730,10669,0,0.5,0.5,1,3,4.07958984375,1.0946393013000488,0.0,0.5,0.5,4.079589754343033,0.5,,,0.6112071504712747,,,,GRAPH_PATH_EXISTS_EXECUTION_PROBE_NEEDED,0.25,0.25,0.5,0.0,0.0,0.20391696691513062,0.5818647742271423
