cluster,num_segments,num_episodes,min_h,median_h,mean_h,max_h
2,4886,31,1,5.0,6.528857961522718,25
3,2169,54,1,3.0,2.9972337482710927,12
4,3758,33,1,4.0,4.9960085151676425,25
6,2734,37,1,4.0,5.956108266276518,25
7,3439,35,1,4.0,5.28002326257633,19
8,1644,64,1,2.0,3.059610705596107,15
10,3534,33,1,4.0,5.309564233163554,25
16,3603,30,1,5.0,6.184013322231474,25
21,2,2,1,1.0,1.0,1
22,2700,74,1,3.0,3.49,19
42,1786,59,1,3.0,3.2032474804031357,12
46,2063,41,1,3.0,3.332040717401842,11
50,4226,24,1,5.0,5.685754850922859,25
56,1781,53,1,2.0,2.9584503088152725,25
63,2230,45,1,3.0,3.385201793721973,13
79,2141,47,1,3.0,3.263428304530593,25
80,1912,45,1,3.0,3.3091004184100417,12
84,4023,40,1,6.0,7.947054436987323,25
98,4633,27,1,6.0,8.078998489099936,25
117,1970,50,1,3.0,3.4766497461928934,15
120,2219,61,1,3.0,2.9945921586300135,10
125,7039,34,1,6.0,7.87498224179571,25
133,4579,33,1,5.0,6.78663463638349,25
139,1764,80,1,3.0,3.018140589569161,14
143,4091,39,1,5.0,6.788804693229039,25
144,4240,27,1,5.0,7.0797169811320755,25
146,1583,45,1,2.0,2.9437776373973468,25
147,5833,37,1,6.0,7.864906566089491,25
163,51,27,1,1.0,1.6666666666666667,11
167,1500,69,1,2.0,2.9713333333333334,13
169,2003,56,1,3.0,5.818771842236645,25
171,2078,65,1,3.0,3.8065447545717035,25
173,1658,42,1,3.0,3.816043425814234,25
175,4930,59,1,4.0,6.806288032454361,25
179,1,1,1,1.0,1.0,1
199,1264,67,1,2.0,2.723892405063291,25
207,1623,57,1,2.0,2.9691928527418363,12
217,2467,50,1,3.0,3.511552492906364,13
224,2965,39,1,3.0,4.211804384485666,25
229,6502,33,1,9.0,9.834512457705321,25
230,2364,53,1,3.0,4.076565143824027,25
252,6548,33,1,8.0,9.22327428222358,25
259,62,32,1,1.0,3.596774193548387,25
261,3858,30,1,5.0,6.376620010368066,25
266,2538,38,1,3.0,3.336091410559496,20
273,2311,65,1,3.0,5.072695802682821,25
281,4110,42,1,5.0,7.547931873479318,25
290,2159,58,1,3.0,4.22325150532654,17
304,1865,39,1,3.0,3.322788203753351,14
309,1948,41,1,3.0,3.5980492813141685,25
315,1918,29,1,3.0,3.2492179353493222,14
318,3036,31,1,4.0,4.650856389986825,25
324,4000,24,1,5.0,5.79175,25
335,4867,23,1,6.0,7.477707006369426,25
371,32,25,1,1.0,4.34375,25
382,2191,37,1,3.0,3.4230944774075764,13
385,4204,43,1,5.0,7.785680304471931,25
398,2892,33,1,3.0,4.124135546334716,25
404,970,56,1,2.0,2.556701030927835,9
410,527,90,1,2.0,2.876660341555977,10
429,1531,86,1,2.0,2.3461789679947747,7
462,3488,37,1,4.0,4.740825688073395,25
463,160,114,1,1.0,1.0,1
487,2047,46,1,3.0,3.764044943820225,25
