edge_id,loss_weight,planner_sampling_weight,base_loss_weight,planner_usage_count,planner_first_edge_count,planner_usage_score,planner_first_edge_score
0,0.6666358749781447,0.48352362032332125,0.8964752861089501,0.0,0.0,0.0,0.0
1,0.7407182663047354,0.5372569812193524,0.9213493371697427,4.0,0.0,0.2318031880216434,0.0
2,0.9197840946972844,1.1714195682563227,0.7424227565322847,31.0,31.0,0.49916099583800483,0.7558910546088824
3,0.8510948139916007,0.8340082022037317,0.8741567271510536,4.0,4.0,0.2318031880216434,0.35102493527408024
4,0.71018970506768,0.5929880564697126,0.7451773120727287,37.0,1.0,0.5239121447392329,0.15117821092177647
5,0.5672917349655489,0.41146743487069753,0.7628797661499331,0.0,0.0,0.0,0.0
6,1.0013070917080187,1.0743112639065973,0.9467580208675741,8.0,8.0,0.31646058409034666,0.47922359047425844
7,1.6055672090402402,2.177721139964213,1.2065792965208186,84.0,53.0,0.6398635924795155,0.8700135966331641
8,0.7953042379496789,0.6640562528556543,0.8807309769897134,9.0,1.0,0.33163538718924435,0.15117821092177647
9,0.5826245828173093,0.4225886396864344,0.7834989972485035,0.0,0.0,0.0,0.0
10,0.5893391347762288,0.42745883133660956,0.7657715295839804,1.0,0.0,0.09983219916760096,0.0
11,0.8849335364655201,0.7956560453323103,0.9550321998125314,5.0,2.0,0.2580624912127743,0.23961179523712922
12,1.0171738706483793,1.2620417105130204,0.841180208097071,25.0,25.0,0.4692552341167636,0.7106040671342295
13,0.8428665487549415,0.7037694196959612,0.9703098685490016,3.0,1.0,0.19966439833520191,0.15117821092177647
14,0.6013634449745171,0.43618029115777146,0.7813955970680304,1.0,0.0,0.09983219916760096,0.0
15,0.7284971203099447,0.7138717844734613,0.7386678823455008,6.0,4.0,0.2802644157129996,0.35102493527408024
16,0.958180427987203,0.9389439613484661,0.9585628106649926,9.0,4.0,0.33163538718924435,0.35102493527408024
17,1.0529831300269301,1.397849746297697,0.8177772941141005,44.0,44.0,0.5482637721119901,0.8302485257483387
18,0.8164305009274401,0.5921724983129067,1.0979153603622,0.0,0.0,0.0,0.0
19,0.8407818564244309,0.7559586559932417,0.9335612785842841,2.0,2.0,0.15823029204517333,0.23961179523712922
20,0.6613899154259854,0.552241630255323,0.7392804463306366,7.0,1.0,0.2994965975028029,0.15117821092177647
21,0.6933044495733012,0.6233596692041293,0.7698098899806576,2.0,2.0,0.15823029204517333,0.23961179523712922
22,1.202929404165324,1.3106834660784246,1.096829129761102,18.0,9.0,0.4240799455716319,0.5022031461958567
23,0.6404083311216666,0.46450028624594547,0.8612051397439018,0.0,0.0,0.0,0.0
24,1.2030236904657476,1.681116898375126,0.890629366434077,69.0,69.0,0.6118998029022439,0.9266140407349684
25,0.8079870651279585,0.726472403212419,0.8665863703284263,6.0,2.0,0.2802644157129996,0.23961179523712922
26,0.5700098182851682,0.4134389121589336,0.7665349767575285,0.0,0.0,0.0,0.0
27,0.7172895035371426,0.5202636560499649,0.7979402153373273,62.0,0.0,0.5967249998033463,0.0
28,1.0098687596494895,0.9079870413959223,0.9406220834400411,302.0,2.0,0.8229341868912582,0.23961179523712922
29,0.8281089621844899,0.6006431073496609,1.1136202635780212,0.0,0.0,0.0,0.0
30,1.1208953017154102,1.4434410159143707,0.8954972826414251,34.0,34.0,0.512067603734643,0.775435829813192
31,0.9812253977963215,0.7117013567732502,1.101256471550443,50.0,0.0,0.5662906965030453,0.0
32,0.9708331212360438,1.0030183629838578,0.929109404889857,12.0,6.0,0.3694230349491627,0.4244108945391118
33,0.5875010413514397,0.4261256273783382,0.7900567369736964,0.0,0.0,0.0,0.0
34,0.6787145947057804,0.6102417278588064,0.753610059477172,2.0,2.0,0.15823029204517333,0.23961179523712922
35,1.0471807352057612,0.989191811765426,1.049163082215399,17.0,3.0,0.41629278325794766,0.30235642184355294
36,2.054504674143673,2.9224093890348986,1.4444314737050201,302.0,81.0,0.8229341868912582,0.9611233379003156
37,0.6656230624747979,0.4827890082409111,0.8648928275758191,1.0,0.0,0.09983219916760096,0.0
38,0.7931025139666282,0.6622178764102121,0.8914924501332882,6.0,1.0,0.2802644157129996,0.15117821092177647
39,1.0551275588094045,1.5306079864218445,0.753087805907316,103.0,97.0,0.6689196324519655,1.0
40,0.851717417459165,0.8346183062604511,0.7808001804556809,113.0,4.0,0.6821424367844063,0.35102493527408024
41,1.2582223288438577,1.26925230936424,1.128190135676021,130.0,5.0,0.7021620859194725,0.3907900061589057
42,0.6512028899974291,0.4723297841522396,0.8757213930986831,0.0,0.0,0.0,0.0
43,1.2061830814378263,1.5586463150146772,0.9244804549011452,132.0,35.0,0.7043443612846315,0.7815800123178114
44,0.5752743980048153,0.4172574114942836,0.7736146521658895,0.0,0.0,0.0,0.0
45,0.6524987608197511,0.5448177708947876,0.7743192242313748,1.0,1.0,0.09983219916760096,0.15117821092177647
46,0.7985120308191097,0.5791758927256074,1.0738190489875283,0.0,0.0,0.0,0.0
47,0.8871033144628114,0.6434328278896462,1.152678350934801,1.0,0.0,0.09983219916760096,0.0
48,0.6030382388846862,0.4373950508866369,0.8109507724235664,0.0,0.0,0.0,0.0
49,0.8670142516319176,0.7795445672174305,0.8419711051268033,93.0,2.0,0.6543590197024188,0.23961179523712922
50,0.8535071641721675,0.767400157101495,0.9211164352644698,5.0,2.0,0.2580624912127743,0.23961179523712922
51,1.0221585093408547,1.4061207241920461,0.7679109981969315,60.0,60.0,0.5920785510943055,0.8965982601397371
52,0.7043352569326132,0.5880997600095644,0.735458632372775,42.0,1.0,0.5417159437275533,0.15117821092177647
53,0.6630905551773799,0.48095213275475024,0.8917076285285017,0.0,0.0,0.0,0.0
54,0.713997225721706,0.6419648319183215,0.7927860929171913,2.0,2.0,0.15823029204517333,0.23961179523712922
55,1.0237968674185582,0.8548410520432075,1.069036707346347,42.0,1.0,0.5417159437275533,0.15117821092177647
56,1.635987031132695,2.1347603220235545,1.291059813779325,38.0,38.0,0.527653326994336,0.7990376514495823
