cluster,num_segments,num_episodes,min_h,median_h,mean_h,max_h
9,17747,126,1,4.0,4.698653293514397,10
27,3573,74,1,4.0,4.255247691015953,10
31,3803,59,1,4.0,4.62976597423087,10
46,13909,97,1,4.0,4.614494212380473,10
86,9733,86,1,4.0,4.476112195623138,10
87,6842,81,1,4.0,4.204618532592809,10
106,4480,83,1,4.0,4.235491071428571,10
107,2613,72,1,3.0,3.7355530042097205,10
127,4355,63,1,3.0,3.900803673938002,10
146,5957,109,1,4.0,4.0958536175927485,10
166,8298,88,1,4.0,4.452759701132803,10
167,4447,63,1,3.0,3.972790645378907,10
186,7302,94,1,4.0,4.3672966310599834,10
187,4689,71,1,4.0,4.232672211558968,10
204,4411,74,1,3.0,3.9013829063704377,10
206,7451,116,1,4.0,4.163333780700577,10
207,7716,117,1,4.0,4.296267496111975,10
208,3898,64,1,4.0,4.322473063109287,10
209,4837,87,1,3.0,3.8147612156295225,10
218,8455,113,1,4.0,4.151153163808398,10
222,1439,45,1,3.0,3.6886726893676163,10
230,4849,70,1,3.0,3.8420292843885337,10
231,2267,60,1,3.0,3.913542126157918,10
232,11354,133,1,4.0,4.203716751805531,10
233,7680,121,1,3.0,4.014192708333334,10
235,9248,97,1,4.0,4.20242214532872,10
241,4317,73,1,3.0,4.0222376650451706,10
252,7841,98,1,4.0,4.396505547761765,10
273,6339,64,1,4.0,4.252879002997318,10
281,4985,91,1,4.0,4.202808425275827,10
292,6031,108,1,4.0,4.2061018073288015,10
301,11324,120,1,4.0,4.483398092546803,10
312,21358,120,1,4.0,4.741876580204139,10
313,10474,145,1,3.0,3.983196486538094,10
332,6214,109,1,4.0,4.2067911168329575,10
358,7536,47,1,5.0,4.963375796178344,10
372,9059,112,1,4.0,4.610884203554476,10
378,1966,26,1,4.0,4.371820956256358,10
389,14509,120,1,4.0,4.589840788476118,10
390,10347,124,1,4.0,4.220547018459457,10
