query_id,src,dst,reachable,path_edges_count,path_cost,path_nodes,path_edge_ids
0,1,12,True,4,86.48542546070838,1 4 6 10 12,1 8 16 37
1,3,147,True,4,80.67622073645714,3 4 46 86 147,3 11 54 65
2,186,235,True,3,70.57285584173599,186 209 232 235,96 111 120
3,4,121,False,0,inf,,
4,390,341,False,0,inf,,
5,312,206,True,4,83.63027179419959,312 292 232 209 206,150 140 117 108
6,121,46,False,0,inf,,
7,1,12,True,4,86.48542546070838,1 4 6 10 12,1 8 16 37
8,4,126,True,3,65.47370155092908,4 46 86 126,11 54 63
9,9,126,True,3,65.36243554017283,9 27 86 126,32 48 63
10,261,166,False,0,inf,,
11,126,10,True,3,68.56311280093868,126 86 27 10,66 60 45
12,272,389,True,3,71.20949409745204,272 332 392 389,139 164 179
13,18,12,False,0,inf,,
14,341,389,False,0,inf,,
15,341,390,False,0,inf,,
16,389,272,True,3,71.4725590192089,389 392 332 272,173 177 159
17,121,47,False,0,inf,,
18,10,147,True,3,71.56862500781145,10 27 86 147,38 48 65
19,1,12,True,4,86.48542546070838,1 4 6 10 12,1 8 16 37
20,86,1,True,3,68.68990680145744,86 46 4 1,61 49 6
21,306,392,False,0,inf,,
22,12,1,True,4,81.56988755483047,12 10 7 3 1,40 35 20 2
23,18,12,False,0,inf,,
24,261,186,False,0,inf,,
25,233,392,True,3,70.19287757824804,233 272 332 392,126 139 164
26,218,312,True,4,78.32877727101237,218 235 233 292 312,112 131 127 143
27,312,232,True,2,37.20705670458908,312 292 232,150 140
28,121,4,False,0,inf,,
29,121,4,False,0,inf,,
30,12,18,False,0,inf,,
31,18,12,False,0,inf,,
32,126,10,True,3,68.56311280093868,126 86 27 10,66 60 45
33,10,126,True,3,68.39428881672217,10 27 86 126,38 48 63
34,392,306,False,0,inf,,
35,47,207,True,3,69.47024106680429,47 86 146 207,59 64 77
36,9,147,True,3,68.53677173126212,9 27 86 147,32 48 65
37,207,46,True,3,68.66838658123731,207 146 86 46,102 71 61
38,121,4,False,0,inf,,
39,7,166,True,4,71.53373920774261,7 27 86 146 166,25 48 64 74
40,12,18,False,0,inf,,
41,392,306,False,0,inf,,
42,209,261,False,0,inf,,
43,147,232,True,3,67.40890313459916,147 207 209 232,83 107 111
44,389,341,False,0,inf,,
