cluster,selected,selection_method,density,bottleneck_score,rank_density,rank_bottleneck
0,False,density,0.001705,0.2706119007187786,323,316
1,False,density,0.002275,0.3429202558743268,166,216
2,True,density,0.00384,0.49557695833984555,4,44
3,True,density,0.003565,0.5904218374331804,9,12
4,True,density,0.0034,0.42665327824002786,20,94
5,False,density,0.001905,0.21288016875755383,268,390
6,True,density,0.003095,0.5183369733262979,34,29
7,True,density,0.00345,0.473565075387291,14,55
8,True,density,0.00305,0.5406985617322061,45,22
9,False,density,0.00098,0.3373667719536545,457,230
10,True,density,0.003525,0.49946110985903625,10,39
11,False,density,0.00109,0.21053616666414884,437,393
12,False,density,0.001385,0.2696492275696411,395,320
13,False,density,0.001505,0.3708333926728763,372,172
14,False,density,0.00121,0.234113390965139,423,367
15,False,density,0.00087,0.13419028107535547,470,448
16,True,density,0.00306,0.3930741805154096,39,144
17,False,density,0.000765,0.17802737095230428,479,413
18,False,density,0.0016,0.19304265538129,349,403
19,False,density,0.00141,0.21439399898727407,388,389
20,False,density,0.001275,0.21708591065649113,415,386
21,False,density,0.001335,0.7000075364621832,402,5
22,True,density,0.00375,0.6446610524678009,7,6
23,False,density,0.00229,0.33711105984458034,157,231
24,True,density,0.002975,0.4451639107771672,50,74
25,False,density,0.00167,0.271393074882187,337,315
26,False,density,0.00219,0.41027651476077254,190,121
27,False,density,0.00113,0.06623874745284038,433,475
28,False,density,0.002415,0.42854134755998907,124,91
29,False,density,0.00195,0.3219143616191119,254,259
30,False,density,0.002565,0.4117545898834545,104,117
31,False,density,0.001575,0.26975656816584415,355,319
32,False,density,0.00067,0.044890189334681384,488,480
33,False,density,0.0006,0.014842748749654546,492,495
34,False,density,0.00163,0.4152015865464328,342,108
35,False,density,0.001965,0.3187087286525233,247,266
36,False,density,0.0019,0.34797527489011554,271,208
37,False,density,0.002415,0.4120455629788412,125,114
38,False,density,0.002105,0.35039795059196654,214,202
39,False,density,0.002705,0.41176789607065134,85,116
40,False,density,0.00248,0.40847230389901423,119,124
41,False,density,0.00215,0.2809351595302536,203,302
42,True,density,0.002905,0.49705178564663943,59,42
43,False,density,0.00192,0.4331654262548746,263,85
44,False,density,0.00161,0.20655654811380364,345,395
45,False,density,0.000315,0.07610262026288492,508,472
46,False,density,0.00281,0.4994811286042713,75,38
47,False,density,0.00232,0.29378906145817457,149,286
48,False,density,0.00193,0.31810084502841673,258,268
49,False,density,0.000975,0.01834071281234089,458,491
50,True,density,0.00344,0.4362745814366093,15,82
51,False,density,0.002095,0.3705657778884752,217,173
52,False,density,0.00227,0.11636883655487465,170,455
53,False,density,0.001785,0.2421705959242878,305,356
54,False,density,0.00184,0.15623233869081718,288,430
55,False,density,0.002095,0.34875903739930936,218,206
56,True,density,0.003085,0.5396960390661362,36,23
57,False,density,0.002505,0.40865101935700343,113,123
58,False,density,0.0027,0.45943690378043944,87,62
59,False,density,0.00233,0.41415737440208333,148,112
60,False,density,0.0023,0.32953733637052474,155,245
61,False,density,0.0015,0.3710627677939842,374,171
62,False,density,0.00186,0.2182164852301932,279,383
63,True,density,0.00318,0.5301456261038152,30,25
64,False,density,0.001235,0.18962724830314448,419,408
65,False,density,0.0008,0.26634184419933116,477,325
66,False,density,0.001135,0.19837921552134047,432,399
67,False,density,0.00209,0.23860170392431435,220,361
68,False,density,0.00229,0.3427933947663101,158,217
69,False,density,0.00211,0.3269176372302509,213,248
70,False,density,0.00091,0.12155543550073444,464,454
71,False,density,0.00172,-0.09785535141975506,320,512
72,False,density,9e-05,0.015634925698971895,512,494
73,False,density,0.00207,0.3809128032428582,225,155
74,False,density,0.001315,0.32518816623096947,406,252
75,False,density,0.001605,0.1506826498683634,346,434
76,False,density,0.00192,0.3514798508419357,264,201
77,False,density,0.00234,0.4473317645634032,146,72
78,False,density,0.002165,0.2520447059583019,198,345
79,True,density,0.003325,0.5566279042981374,22,16
80,True,density,0.003105,0.54911977059455,33,20
81,False,density,0.001505,0.16327230169677787,373,425
82,False,density,0.00174,0.34412896751740923,315,213
83,False,density,0.00184,0.34669678149980987,289,210
84,True,density,0.003185,0.4087675614805981,29,122
85,False,density,0.001585,0.3235060737188043,353,256
86,False,density,0.00185,0.38556226391113574,285,153
87,False,density,0.00228,0.39526030985206184,165,140
88,False,density,0.00285,0.3243399356820196,72,254
89,False,density,0.001085,0.24809704844441027,441,348
90,False,density,0.002275,0.3694042452158192,167,175
91,False,density,0.001495,0.17670888669151325,376,415
92,False,density,0.0022,0.35483765901146663,187,199
93,False,density,0.002125,0.348456819445398,210,207
94,False,density,0.00132,0.21758302356186465,405,384
95,False,density,0.002285,0.4236720369391679,162,99
96,False,density,0.001595,0.23675289304591407,350,365
97,False,density,0.001955,0.17813102204771591,252,412
98,True,density,0.00306,0.34307339056976743,40,215
99,False,density,0.001855,0.1420048306381812,283,442
100,False,density,0.0028,0.4530066985824541,77,66
101,False,density,0.00229,0.09406245105385483,159,465
102,False,density,0.00135,0.22216944940697353,398,376
103,False,density,0.00015,0.019488808149244904,511,489
104,False,density,0.001405,0.2262254490108726,391,374
105,False,density,0.0007,-0.014281505536479298,486,504
106,False,density,0.000865,0.2551786904790148,471,338
107,False,density,0.00043,-0.01336687469149242,496,503
108,False,density,0.00222,0.36783004542726466,181,176
109,True,density,0.002985,0.3581978582570581,49,194
110,False,density,0.0009,0.13728715960530183,466,446
111,False,density,0.001065,0.14185821763139586,445,443
112,True,density,0.00296,0.4285491187954342,52,90
113,False,density,0.00241,0.4103723565273706,128,119
114,False,density,0.00263,0.37363191997201883,97,168
