cluster,num_segments,num_episodes,min_h,median_h,mean_h,max_h
2,2695,31,1,3.0,2.7346938775510203,5
3,1912,54,1,2.0,2.4728033472803346,5
4,2376,32,1,3.0,2.736952861952862,5
6,1798,37,1,2.0,2.622358175750834,5
7,2075,35,1,3.0,2.696867469879518,5
8,1448,64,1,2.0,2.4205801104972378,5
10,2207,33,1,3.0,2.695967376529225,5
13,57,43,1,1.0,1.087719298245614,2
22,2192,74,1,2.0,2.615419708029197,5
43,409,99,1,1.0,1.466992665036675,3
50,2482,24,1,3.0,2.775181305398872,5
56,1588,53,1,2.0,2.447732997481108,5
63,1847,45,1,2.0,2.5858148348673526,5
79,1819,47,1,2.0,2.5684442001099503,5
80,1599,45,1,2.0,2.559724828017511,5
84,1908,40,1,2.0,2.669287211740042,5
120,1967,61,1,2.0,2.5226232841891205,5
121,162,117,1,1.0,1.0,1
125,3155,34,1,3.0,2.8044374009508717,5
133,2347,33,1,3.0,2.74009373668513,5
139,1556,80,1,2.0,2.4646529562982007,5
143,2224,39,1,3.0,2.714478417266187,5
144,2223,27,1,3.0,2.721097615834458,5
146,1411,45,1,2.0,2.3720765414599576,5
147,2685,37,1,3.0,2.706145251396648,5
149,913,53,1,2.0,2.340635268346112,5
157,969,56,1,2.0,2.3364293085655317,5
163,48,27,1,1.0,1.2708333333333333,4
167,1331,69,1,2.0,2.3764087152516904,5
169,1424,56,1,2.0,2.423455056179775,5
171,1674,65,1,2.0,2.441457586618877,5
173,1284,42,1,2.0,2.5311526479750777,5
175,2832,59,1,2.0,2.5769774011299433,5
179,1,1,1,1.0,1.0,1
199,1168,67,1,2.0,2.3176369863013697,5
205,40,27,1,1.0,1.475,5
207,1428,57,1,2.0,2.392857142857143,5
217,1991,50,1,2.0,2.6549472626820694,5
224,2172,39,1,2.0,2.638121546961326,5
230,1746,53,1,2.0,2.5635738831615122,5
248,91,65,1,1.0,1.0,1
251,1189,69,1,2.0,2.370058873002523,5
252,2425,33,1,3.0,2.811958762886598,5
253,379,93,1,1.0,1.4485488126649078,4
259,52,30,1,1.0,1.7115384615384615,5
266,2149,38,1,2.0,2.5267566309911587,5
271,153,66,1,1.0,1.738562091503268,5
273,1595,65,1,2.0,2.5272727272727273,5
281,2147,42,1,2.0,2.5910572892408013,5
290,1569,58,1,2.0,2.5379222434671767,5
319,289,95,1,1.0,1.2110726643598615,3
324,2291,24,1,3.0,2.7468354430379747,5
335,2296,23,1,3.0,2.7852787456445993,5
371,25,24,1,1.0,1.28,4
381,171,50,1,1.0,1.1695906432748537,2
385,2165,43,1,2.0,2.6203233256351037,5
398,2103,33,1,3.0,2.6690442225392297,5
404,915,56,1,2.0,2.3114754098360657,5
410,432,87,1,1.5,2.0069444444444446,5
429,1504,86,1,2.0,2.2799202127659575,5
462,2277,37,1,3.0,2.7369345630215194,5
463,160,114,1,1.0,1.0,1
474,1072,55,1,2.0,2.4151119402985075,5
487,1589,46,1,2.0,2.526117054751416,5
