query_id,src,dst,reachable,path_edges_count,path_cost,path_nodes,path_edge_ids,ep_id,num_virtual_edges_used,num_real_option_edges_used,virtual_edge_ratio
0,158,212,False,0,inf,,,0,0,0,0.0
1,203,303,False,0,inf,,,1,0,0,0.0
2,1,12,False,0,inf,,,2,0,0,0.0
3,392,381,False,0,inf,,,3,0,0,0.0
4,41,9,False,0,inf,,,4,0,0,0.0
5,347,353,False,0,inf,,,5,0,0,0.0
6,283,384,False,0,inf,,,6,0,0,0.0
7,367,292,False,0,inf,,,7,0,0,0.0
8,381,392,False,0,inf,,,8,0,0,0.0
9,384,383,True,1,5.0,384 383,-1,9,1,0,1.0
10,315,229,False,0,inf,,,10,0,0,0.0
11,238,132,False,0,inf,,,11,0,0,0.0
12,30,126,False,0,inf,,,12,0,0,0.0
13,223,340,False,0,inf,,,13,0,0,0.0
14,227,47,False,0,inf,,,14,0,0,0.0
15,387,301,False,0,inf,,,15,0,0,0.0
16,300,366,False,0,inf,,,16,0,0,0.0
17,227,312,False,0,inf,,,17,0,0,0.0
18,124,7,False,0,inf,,,18,0,0,0.0
19,380,201,False,0,inf,,,19,0,0,0.0
20,306,201,False,0,inf,,,20,0,0,0.0
21,144,1,False,0,inf,,,21,0,0,0.0
22,260,383,False,0,inf,,,22,0,0,0.0
23,10,40,False,0,inf,,,23,0,0,0.0
24,384,304,False,0,inf,,,24,0,0,0.0
25,127,4,False,0,inf,,,25,0,0,0.0
26,318,392,False,0,inf,,,26,0,0,0.0
27,229,124,False,0,inf,,,27,0,0,0.0
28,301,227,False,0,inf,,,28,0,0,0.0
29,198,230,False,0,inf,,,29,0,0,0.0
30,215,135,False,0,inf,,,30,0,0,0.0
31,221,381,False,0,inf,,,31,0,0,0.0
32,124,203,False,0,inf,,,32,0,0,0.0
33,10,40,False,0,inf,,,33,0,0,0.0
34,306,220,False,0,inf,,,34,0,0,0.0
35,55,6,False,0,inf,,,35,0,0,0.0
36,144,0,False,0,inf,,,36,0,0,0.0
37,390,252,False,0,inf,,,37,0,0,0.0
38,7,187,False,0,inf,,,38,0,0,0.0
39,398,313,False,0,inf,,,39,0,0,0.0
40,76,6,False,0,inf,,,40,0,0,0.0
41,233,138,False,0,inf,,,41,0,0,0.0
42,58,9,False,0,inf,,,42,0,0,0.0
43,381,220,False,0,inf,,,43,0,0,0.0
44,153,238,False,0,inf,,,44,0,0,0.0
45,199,253,False,0,inf,,,45,0,0,0.0
46,153,238,False,0,inf,,,46,0,0,0.0
47,346,260,False,0,inf,,,47,0,0,0.0
48,41,10,False,0,inf,,,48,0,0,0.0
49,155,236,False,0,inf,,,49,0,0,0.0
50,3,147,False,0,inf,,,50,0,0,0.0
51,139,212,False,0,inf,,,51,0,0,0.0
52,238,133,False,0,inf,,,52,0,0,0.0
53,386,301,False,0,inf,,,53,0,0,0.0
54,327,260,False,0,inf,,,54,0,0,0.0
55,23,120,False,0,inf,,,55,0,0,0.0
56,358,273,False,0,inf,,,56,0,0,0.0
57,4,52,False,0,inf,,,57,0,0,0.0
58,186,235,False,0,inf,,,58,0,0,0.0
59,223,123,False,0,inf,,,59,0,0,0.0
60,107,210,False,0,inf,,,60,0,0,0.0
61,358,353,False,0,inf,,,61,0,0,0.0
62,380,392,False,0,inf,,,62,0,0,0.0
63,209,198,False,0,inf,,,63,0,0,0.0
64,261,347,False,0,inf,,,64,0,0,0.0
65,299,393,False,0,inf,,,65,0,0,0.0
66,138,232,False,0,inf,,,66,0,0,0.0
67,46,52,False,0,inf,,,67,0,0,0.0
68,152,238,False,0,inf,,,68,0,0,0.0
69,9,127,False,0,inf,,,69,0,0,0.0
70,24,53,False,0,inf,,,70,0,0,0.0
71,233,220,False,0,inf,,,71,0,0,0.0
72,19,13,False,0,inf,,,72,0,0,0.0
73,19,32,False,0,inf,,,73,0,0,0.0
74,155,235,False,0,inf,,,74,0,0,0.0
75,301,227,False,0,inf,,,75,0,0,0.0
76,4,52,False,0,inf,,,76,0,0,0.0
77,18,13,False,0,inf,,,77,0,0,0.0
78,201,126,False,0,inf,,,78,0,0,0.0
79,218,133,False,0,inf,,,79,0,0,0.0
80,58,10,False,0,inf,,,80,0,0,0.0
81,158,232,False,0,inf,,,81,0,0,0.0
82,135,216,False,0,inf,,,82,0,0,0.0
83,318,392,False,0,inf,,,83,0,0,0.0
