cluster,num_segments,num_episodes,min_h,median_h,mean_h,max_h
1,7056,72,1,3.0,2.824263038548753,5
3,5832,95,1,3.0,2.74519890260631,5
4,6679,93,1,3.0,2.7680790537505615,5
6,7370,109,1,3.0,2.756987788331072,5
7,7118,106,1,3.0,2.7416409103680808,5
9,11039,126,1,3.0,2.8056889210979254,5
10,7194,126,1,3.0,2.711148179038087,5
11,3644,100,1,3.0,2.7384742041712404,5
12,10372,88,1,3.0,2.8410142691862705,5
13,3819,47,1,3.0,2.688400104739461,5
32,6042,105,1,3.0,2.8247269116186695,5
41,4171,49,1,3.0,2.8252217693598656,5
46,8824,97,1,3.0,2.791251133272892,5
47,6921,84,1,3.0,2.748446756249097,5
52,4178,64,1,3.0,2.8068453805648637,5
53,5137,103,1,3.0,2.772824605801051,5
86,6372,86,1,3.0,2.76789077212806,5
87,4758,81,1,3.0,2.7023959646910467,5
121,6776,80,1,3.0,2.761806375442739,5
123,3792,81,1,3.0,2.6719409282700424,5
124,4607,84,1,3.0,2.700021706099414,5
126,6035,124,1,3.0,2.6969345484672744,5
127,3229,63,1,2.0,2.625270981728089,5
146,4241,109,1,3.0,2.695119075689696,5
166,5451,88,1,3.0,2.753072830673271,5
178,4485,84,1,3.0,2.76164994425864,5
186,4896,94,1,3.0,2.739174836601307,5
187,3233,71,1,2.0,2.6702752861119703,5
198,4944,93,1,3.0,2.763551779935275,5
204,3270,74,1,2.0,2.6556574923547402,5
206,5225,116,1,3.0,2.6999043062200956,5
207,5258,117,1,3.0,2.721186763027767,5
209,3640,87,1,2.0,2.6244505494505495,5
210,3782,91,1,3.0,2.6858804865150714,5
212,4661,86,1,2.0,2.64170778802832,5
215,4071,77,1,2.0,2.657577990665684,5
218,5955,113,1,3.0,2.7205709487825356,5
221,5344,88,1,3.0,2.7292290419161676,5
224,3662,58,1,2.0,2.671764063353359,5
226,3645,64,1,2.0,2.639506172839506,5
227,3252,59,1,2.0,2.646678966789668,5
229,4637,75,1,2.0,2.654518007332327,5
230,3645,70,1,2.0,2.6087791495198904,5
232,7904,133,1,3.0,2.695723684210526,5
233,5558,121,1,2.0,2.663727959697733,5
235,6444,97,1,3.0,2.6944444444444446,5
236,3459,88,1,2.0,2.618386816999133,5
252,5222,98,1,3.0,2.7481807736499424,5
261,5988,69,1,3.0,2.768370073480294,5
272,8333,104,1,3.0,2.7693507740309613,5
273,4364,64,1,3.0,2.7170027497708524,5
281,3463,91,1,3.0,2.7138319376263356,5
292,4181,108,1,3.0,2.6962449174838556,5
300,3437,72,1,3.0,2.680826302007565,5
301,7408,120,1,3.0,2.775917926565875,5
306,6071,92,1,3.0,2.749299950584747,5
307,3786,37,1,3.0,2.740623349181194,5
312,13120,120,1,3.0,2.8121951219512193,5
313,7644,145,1,3.0,2.6780481423338567,5
315,5358,89,1,3.0,2.784434490481523,5
318,4859,73,1,3.0,2.798106606297592,5
326,3947,64,1,3.0,2.816316189511021,5
332,4314,109,1,3.0,2.724849327770051,5
340,3530,62,1,3.0,2.7328611898017,5
341,6733,75,1,3.0,2.8303876429526214,5
346,4048,56,1,3.0,2.780632411067194,5
352,11678,116,1,3.0,2.8277958554547014,5
353,3575,68,1,2.0,2.6475524475524477,5
358,4379,47,1,3.0,2.869376569993149,5
361,4006,77,1,3.0,2.7988017973040438,5
372,5743,112,1,3.0,2.8001044750130593,5
381,3815,60,1,3.0,2.7918741808650065,5
383,3826,70,1,3.0,2.723993727130162,5
384,4148,70,1,3.0,2.7663934426229506,5
386,4493,77,1,3.0,2.7505007789895393,5
387,5510,94,1,3.0,2.7626134301270415,5
389,9269,119,1,3.0,2.7779695760060417,5
390,7196,124,1,3.0,2.7285992217898833,5
392,9392,90,1,3.0,2.820272572402044,5
393,3620,47,1,3.0,2.680939226519337,5
