query_id,src,dst,reachable,path_edges_count,path_cost,path_nodes,path_edge_ids
0,198,230,True,4,70.46234649386172,198 218 235 231 230,97 130 172 149
1,390,252,True,3,69.33756313761685,390 372 312 252,236 227 201
2,186,235,True,3,70.57285584173599,186 209 232 235,96 128 159
3,209,198,True,4,81.5201212455716,209 232 235 218 198,128 159 171 129
4,221,233,False,0,inf,,
5,312,206,True,4,80.47890406515151,312 252 230 207 206,201 176 139 109
6,261,229,False,0,inf,,
7,198,229,True,4,78.34077843161283,198 218 235 233 229,97 130 174 163
8,9,126,True,3,65.36243554017283,9 27 86 126,18 41 61
9,261,166,False,0,inf,,
10,126,10,True,3,68.56311280093868,126 86 27 10,64 58 37
11,272,389,True,3,68.44715888940516,272 312 372 389,190 207 231
12,389,272,True,3,68.31543930875593,389 372 332 272,233 229 215
13,10,147,True,3,71.56862500781145,10 27 86 147,25 41 63
14,9,26,True,1,23.11396057645964,9 26,17
15,261,186,False,0,inf,,
16,218,312,True,3,72.60644334638155,218 235 252 312,130 175 182
17,261,229,False,0,inf,,
18,312,232,True,2,36.2048109771897,312 252 232,201 178
19,86,229,True,3,69.50211592313882,86 146 207 229,62 75 112
20,126,10,True,3,68.56311280093868,126 86 27 10,64 58 37
21,252,186,True,3,61.37182254318303,252 230 207 186,176 139 108
22,10,126,True,3,68.39428881672217,10 27 86 126,25 41 61
23,47,207,True,3,69.47024106680429,47 86 146 207,56 62 75
24,9,147,True,3,68.53677173126212,9 27 86 147,18 41 63
25,207,46,True,3,68.66838658123731,207 146 86 46,105 69 59
26,7,166,True,4,71.53373920774261,7 27 86 146 166,4 41 62 72
27,261,230,False,0,inf,,
28,209,198,True,4,81.5201212455716,209 232 235 218 198,128 159 171 129
29,209,261,False,0,inf,,
30,233,221,False,0,inf,,
31,147,232,True,3,67.40890313459916,147 207 209 232,81 111 128
