,146,207,167,127,32,67,187,231,232,47,206,10,147,221,301,241,293,233,126,27,166,53,234,218,186,26,59,7,11,227,208,281,125,381,145,9,202,107,8,106,58,87,212,66,300,211,317,86,252,178,46,209,230,138,222,228,313,12,210,158,229,261,136,273,213,52,286,226,198,6,382,306,18,385,223,179,280,121,81,217,224,380,236,225,1,253,272,204,205,31,238,54,101,216,30,235,33,292,159,133,260,318,240,57,307,19,56,55,215,333,239,237,203,214,392,372,219,352,312,220,387,399,393,338,332,5,139,361
146,0,35,3,-148,0,2,23,0,0,-7,-4,0,-217,0,0,0,0,0,-376,-1,334,0,0,0,-16,-2,0,0,0,-60,172,0,-265,0,378,0,0,-69,0,-54,0,-31,0,-116,0,0,0,-27,0,0,-25,88,-3,0,0,-96,0,0,6,0,-40,0,0,0,0,0,0,8,0,0,0,0,0,0,-1,0,0,106,0,0,13,0,0,12,0,0,0,-23,-117,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
207,-35,0,327,29,0,0,470,-227,-318,0,-209,0,115,85,0,6,0,-125,-38,0,-176,0,-36,0,-252,0,0,0,0,-731,1218,0,-55,0,57,0,-39,-55,0,-64,0,0,162,0,0,315,0,-5,-46,0,0,488,-202,0,-4,-596,0,0,321,0,-481,0,0,0,-14,0,0,-13,0,0,0,0,0,0,7,0,0,0,0,0,108,0,0,8,0,-14,0,-64,-87,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-38,-6,0,0,0,0,0,2,0,0,0,0,0,0,0,0
167,-3,-327,0,69,0,-43,-624,-6,0,-1,79,0,548,0,0,0,0,0,26,0,-30,0,0,0,28,0,0,0,0,-124,31,0,-4,0,87,0,-3,105,0,2,0,130,0,-75,0,5,0,-17,0,0,-7,107,-97,0,-5,-214,0,0,70,0,-346,0,0,0,0,0,0,2,0,0,0,0,0,0,62,0,0,2,0,0,114,0,0,1,0,0,0,-10,-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,148,-29,-69,0,0,37,-88,0,0,50,116,0,-223,0,0,0,0,0,136,-119,98,0,0,0,9,-69,0,-2,0,-43,62,0,-40,0,2,0,0,-16,0,-178,0,127,0,-68,0,0,0,-95,0,0,-31,0,0,0,0,-16,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,16,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,0,0,0,0,0,0,0,0,0,18,0,-198,0,0,0,0,0,0,0,171,0,215,0,0,0,46,-1,26,-440,0,0,0,0,0,0,17,0,0,-225,0,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-648,0,0,0,0,0,0,0,665,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-30,0,256,0,0,60,0,-343,0,0,0,0,0,0,49,0,0,128,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0
67,-2,0,43,-37,0,0,3,0,0,53,0,-42,-101,0,0,0,0,0,-11,49,42,0,0,0,-4,-29,0,22,-12,0,0,0,-3,0,-2,47,0,-132,43,-7,0,-204,0,33,0,0,0,68,0,0,-39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8,0,0,0,0,-47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-39,0,0
187,-23,-470,624,88,0,-3,0,-256,-33,0,211,0,310,15,0,0,0,0,-19,0,-100,0,0,0,5,0,0,0,0,-303,86,0,2,0,83,0,25,162,0,3,0,-34,-3,-7,0,47,0,-78,0,0,0,129,-351,0,67,-365,0,0,89,0,-111,0,0,0,0,0,0,22,0,0,0,0,0,0,102,0,0,3,0,0,1,0,0,87,0,0,0,-18,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
231,0,227,6,0,0,0,256,0,-1175,0,6,0,0,0,0,0,-118,-256,0,0,3,0,-253,-22,15,0,0,0,0,114,-67,0,0,0,0,0,0,0,0,0,0,0,-103,0,0,-181,0,0,86,0,0,-77,1128,0,0,519,-2,0,-140,0,312,0,0,-70,-9,0,0,37,0,0,0,0,0,0,0,0,0,0,0,-66,25,0,-73,94,0,-122,-4,9,12,0,-15,0,0,-18,0,-57,0,-63,0,0,0,0,0,0,0,0,0,0,3,0,0,-142,0,-26,0,0,0,0,-35,0,0,0,0,0,0,0,0,0
232,0,318,0,0,0,0,33,1175,0,0,38,0,0,0,0,0,-16,-776,0,0,0,0,-102,-121,10,0,0,0,0,100,-114,0,0,0,0,0,0,0,0,0,0,0,-363,0,0,-229,0,0,114,0,0,-87,330,0,0,147,-24,0,-202,0,534,0,0,-140,33,0,0,120,5,0,0,0,0,0,0,0,0,0,0,11,0,0,-36,29,0,-193,2,0,13,0,-90,0,0,-9,0,-238,0,-25,0,0,0,0,0,0,0,0,0,0,-22,14,-5,-60,0,26,0,0,-20,2,-114,0,0,0,0,0,-39,0,0,0
