query_id,src,dst,reachable,path_edges_count,path_cost,path_nodes,path_edge_ids
0,63,18,True,3,15.948724940077721,63 441 287 18,160 1001 722
1,362,24,True,4,22.685556208610365,362 298 436 426 24,886 756 983 967
2,145,80,True,3,17.715203900721903,145 298 109 80,379 742 252
3,145,417,True,3,21.737628435327473,145 298 114 417,379 743 307
4,63,450,True,5,24.36794396179505,63 256 125 252 227 450,155 658 359 633 542
5,201,124,True,2,11.157953615625425,201 27 124,483 63
6,212,235,True,2,9.582088618241158,212 298 235,522 751
7,0,116,True,3,19.229279861415026,0 207 298 116,5 519 744
8,154,301,True,4,25.6294289741123,154 150 298 184 301,402 397 747 465
9,106,207,True,4,21.826293447876484,106 174 255 298 207,238 456 647 749
10,324,266,True,3,19.271776347713924,324 298 116 266,805 744 317
11,324,174,True,2,13.110182649306882,324 355 174,807 867
12,354,235,True,2,13.36643717875009,354 56 235,853 122
13,163,372,True,2,13.832715742867975,163 85 372,421 216
14,212,202,True,2,9.400240280370117,212 298 202,522 748
15,320,417,True,1,7.097590007294853,320 417,793
16,362,231,True,3,20.40963982461662,362 229 35 231,884 543 89
