cluster,num_segments,num_episodes,min_h,median_h,mean_h,max_h
0,3756,28,1,4.0,4.601970181043663,10
1,2104,49,1,3.0,3.1663498098859315,10
9,2110,43,1,3.0,3.471090047393365,10
11,3090,16,1,4.0,4.36504854368932,10
18,2446,36,1,3.0,3.7816843826655764,10
19,2248,45,1,3.0,3.4959964412811386,10
21,2057,47,1,3.0,3.332036947010209,10
24,1568,43,1,3.0,3.1441326530612246,10
25,1460,50,1,2.0,3.0273972602739727,10
27,1604,72,1,3.0,3.041147132169576,10
28,2853,23,1,4.0,4.099544339291973,10
31,2387,44,1,3.0,3.472140762463343,10
35,3486,31,1,4.0,4.185312679288583,10
37,2990,33,1,3.0,3.7702341137123745,10
43,1569,59,1,2.0,2.9891650732950925,10
51,1798,43,1,3.0,3.278086763070078,10
54,1804,35,1,3.0,3.1668514412416853,10
56,1612,46,1,3.0,3.4001240694789083,10
57,1824,43,1,3.0,3.361842105263158,10
60,2952,34,1,4.0,4.0721544715447155,10
61,2403,67,1,3.0,3.0794839783603827,9
63,1684,40,1,3.0,3.807600950118765,10
68,1534,43,1,3.0,3.166883963494133,10
71,2706,54,1,3.0,3.974131559497413,10
75,583,1,1,5.0,5.099485420240137,10
77,1894,49,1,3.0,3.324181626187962,10
79,1454,53,1,2.0,2.7551581843191197,8
80,2175,43,1,3.0,3.3039080459770114,10
82,3388,19,1,4.0,4.552833530106257,10
85,3400,32,1,4.0,4.537058823529412,10
90,1945,58,1,2.0,2.6956298200514137,10
91,4300,6,1,5.0,5.253953488372093,10
97,1126,1,1,5.0,5.281527531083482,10
106,2083,32,1,3.0,3.918386941910706,10
108,2613,30,1,3.0,3.9307309605817067,10
109,2271,38,1,3.0,3.350506384852488,10
110,917,54,1,2.0,2.4667393675027265,9
111,3034,33,1,4.0,4.394199077125906,10
112,2431,47,1,3.0,3.3936651583710407,10
114,1644,74,1,3.0,3.2579075425790753,10
116,1864,35,1,3.0,3.587982832618026,10
117,2595,10,1,5.0,4.829672447013487,10
118,5052,35,1,4.0,4.643705463182898,10
121,1606,41,1,3.0,3.1587795765877957,10
124,2689,39,1,4.0,4.316102640386761,10
125,1811,42,1,3.0,3.447266703478741,10
132,3331,25,1,5.0,4.958871209846893,10
139,1419,78,1,2.0,2.367864693446089,6
145,1447,56,1,3.0,3.1472011057360056,10
147,1558,58,1,3.0,3.1155327342747112,10
150,2739,23,1,4.0,4.1792625045637095,10
154,2619,32,1,4.0,4.348224513172966,10
157,1927,52,1,3.0,3.351842241826674,10
159,1699,41,1,3.0,3.1365509123013537,10
163,1679,53,1,3.0,3.260869565217391,10
164,2082,51,1,3.0,3.872718539865514,10
166,1498,1,1,5.0,5.278371161548732,10
172,3678,20,1,4.0,4.560358890701468,10
174,3046,38,1,3.0,3.6142481943532503,10
184,3626,22,1,5.0,4.977661334804192,10
186,1778,59,1,2.0,2.951068616422947,10
189,2740,30,1,4.0,3.9967153284671535,10
199,1279,50,1,2.0,2.7959343236903833,10
201,2456,56,1,3.0,3.506514657980456,10
202,1610,58,1,3.0,3.688198757763975,10
203,1736,42,1,3.0,3.2955069124423964,10
205,3675,37,1,4.0,4.099591836734694,10
207,3146,17,1,4.0,4.566751430387794,10
212,2254,42,1,3.0,4.1104702750665485,10
221,3459,29,1,4.0,4.305579647296907,10
222,3542,11,1,4.0,4.679559570863919,10
227,331,100,1,1.0,1.2205438066465257,3
229,1419,62,1,2.0,2.770260747004933,10
231,1951,39,1,3.0,3.717068170169144,10
233,3604,36,1,4.0,4.42480577136515,10
235,329,100,1,2.0,3.5866261398176293,10
238,3488,31,1,4.0,4.25,10
243,2464,37,1,3.0,3.675324675324675,10
244,2630,26,1,4.0,4.255893536121673,10
245,1082,62,1,2.0,2.290203327171904,9
248,1013,56,1,2.0,2.6288252714708786,10
252,2053,64,1,3.0,3.3614223088163664,10
255,2667,40,1,3.0,3.8050243719535057,10
256,1535,61,1,2.0,2.948534201954397,10
259,2276,61,1,3.0,3.1963971880492092,10
266,2422,43,1,3.0,3.5222956234516927,10
272,600,106,1,2.0,2.82,10
273,1555,57,1,3.0,3.030868167202572,10
275,2372,31,1,3.0,3.9397133220910625,10
283,3441,38,1,4.0,4.253414705027608,10
287,1575,49,1,3.0,3.3212698412698414,10
298,27,23,1,1.0,2.4814814814814814,9
301,2312,56,1,3.0,3.6137543252595155,10
302,2400,29,1,3.0,3.8308333333333335,10
320,1921,40,1,3.0,3.717855283706403,10
324,1511,54,1,3.0,3.086697551290536,10
331,1602,53,1,3.0,3.126092384519351,10
338,2393,34,1,3.0,4.049728374425407,10
339,2098,56,1,3.0,3.394184938036225,10
343,1296,60,1,2.0,2.6087962962962963,10
348,3633,18,1,4.0,4.5904211395540875,10
354,3728,44,1,4.0,4.430793991416309,10
355,2330,41,1,3.0,3.8862660944206007,10
358,1609,60,1,2.0,2.9770043505282784,10
359,1406,38,1,3.0,3.632290184921764,10
362,1960,40,1,3.0,3.7964285714285713,10
367,3356,25,1,4.0,4.725268176400477,10
372,2773,41,1,4.0,4.229715109989181,10
380,1805,44,1,3.0,3.3318559556786704,10
382,1733,55,1,3.0,3.177149451817657,10
391,1165,30,1,2.0,3.049785407725322,10
402,1233,52,1,2.0,3.08110300081103,10
417,2595,17,1,4.0,4.2157996146435455,10
418,1755,47,1,3.0,3.348717948717949,10
419,3118,33,1,4.0,4.476266837716485,10
426,1670,48,1,3.0,3.318562874251497,10
436,39,20,1,1.0,2.358974358974359,8
441,1301,60,1,2.0,2.6594926979246734,10
444,1913,43,1,3.0,3.2493465760585467,10
447,1869,42,1,3.0,3.334403424291065,10
448,1776,50,1,3.0,3.3158783783783785,10
450,2906,13,1,4.0,4.210598761183758,10
452,3119,24,1,4.0,4.159025328630971,10
463,1515,55,1,3.0,3.1683168316831685,10
468,1656,82,1,2.0,2.429951690821256,10
485,1832,34,1,3.0,3.486899563318777,10
497,3697,15,1,4.0,4.561806870435488,10
502,1320,54,1,2.0,2.8424242424242423,10
