edge_id,src,dst,num_segments,num_episodes,num_unique_starts,num_unique_terminations,min_h,median_h,mean_h,max_h,num_unique_start_goal_pairs,num_unique_episodes,support_density_per_episode,support_count,reverse_support_raw,reverse_support_certified,reverse_support_count,asymmetry,src_density,dst_density,src_bottleneck_score,dst_bottleneck_score,edge_bottleneck_score,cost,cost_support_unit
0,1,3,2310,38,317,337,8,19.0,18.697402597402597,25,2310,38,60.78947368421053,2310,1300,1300,1300,0.2797783933518005,0.00907,0.0082,0.3368256437113598,0.45128215508295516,0.45128215508295516,19.056165595630173,unique_starts
1,1,4,710,27,155,169,14,23.0,22.302816901408452,25,710,27,26.296296296296298,710,249,249,249,0.48070907194994733,0.00907,0.0091,0.3368256437113598,0.5115589624042,0.5115589624042,23.08032193289025,unique_starts
2,3,1,1300,25,201,175,7,18.0,17.833846153846153,25,1300,25,52.0,1300,2310,2310,2310,-0.2797783933518005,0.0082,0.00907,0.45128215508295516,0.3368256437113598,0.45128215508295516,18.07053456158586,unique_starts
3,3,4,15010,65,1259,1401,1,12.0,12.785143237841439,25,15010,65,230.92307692307693,15010,12442,12442,12442,0.09354509689640099,0.0082,0.0091,0.45128215508295516,0.5115589624042,0.5115589624042,12.028182994438778,unique_starts
4,3,6,526,21,122,122,14,23.0,22.342205323193916,25,526,21,25.047619047619047,526,611,611,611,-0.07475813544415122,0.0082,0.010255,0.45128215508295516,0.5343662886165432,0.5343662886165432,23.09053574604252,unique_starts
5,3,7,9,2,5,5,23,25.0,24.444444444444443,25,9,2,4.5,9,16,16,16,-0.2799999999999888,0.0082,0.010105,0.45128215508295516,0.7659791289368416,0.7659791289368416,25.447213595499957,unique_starts
6,3,26,232,8,50,50,15,23.0,22.280172413793103,25,232,8,29.0,232,212,212,212,0.04504504504504494,0.0082,0.00467,0.45128215508295516,0.6704800661246617,0.6704800661246617,23.14142135623731,unique_starts
7,4,1,249,14,66,64,16,23.0,22.550200803212853,25,249,14,17.785714285714285,249,710,710,710,-0.48070907194994733,0.0091,0.00907,0.5115589624042,0.3368256437113598,0.5115589624042,23.123091490979334,unique_starts
8,4,3,12442,42,1179,1038,1,13.0,13.162594438193217,25,12442,42,296.23809523809524,12442,15010,15010,15010,-0.09354509689640099,0.0091,0.0082,0.5115589624042,0.45128215508295516,0.5115589624042,13.029123468555367,unique_starts
9,4,6,2479,37,347,311,7,19.0,18.982654296087134,25,2479,37,67.0,2479,1718,1718,1718,0.18131999046938285,0.0091,0.010255,0.5115589624042,0.5343662886165432,0.5343662886165432,19.053682812709503,unique_starts
10,4,7,484,18,117,109,15,23.0,22.485537190082646,25,484,18,26.88888888888889,484,493,493,493,-0.009211873080859766,0.0091,0.010105,0.5115589624042,0.7659791289368416,0.7659791289368416,23.092450032704203,unique_starts
11,4,8,15,4,8,8,22,25.0,24.266666666666666,25,15,4,3.75,15,36,36,36,-0.4117647058823449,0.0091,0.00467,0.5115589624042,0.7134823445613995,0.7134823445613995,25.353553390593273,unique_starts
12,4,26,695,19,110,133,8,20.0,19.6273381294964,25,695,19,36.578947368421055,695,643,643,643,0.038863976083707,0.0091,0.00467,0.5115589624042,0.6704800661246617,0.6704800661246617,20.095346258924558,unique_starts
13,4,27,76,3,17,18,16,23.0,22.44736842105263,25,76,3,25.333333333333332,76,147,147,147,-0.31838565022421383,0.0091,0.00359,0.5115589624042,0.7884498217965473,0.7884498217965473,23.242535625036332,unique_starts
14,4,46,25,2,9,9,21,24.0,23.8,25,25,2,12.5,25,7,7,7,0.5624999999999823,0.0091,0.01195,0.5115589624042,0.8091650794924012,0.8091650794924012,24.333333333333332,unique_starts
15,6,3,611,29,149,160,16,23.0,22.412438625204583,25,611,29,21.06896551724138,611,526,526,526,0.07475813544415122,0.010255,0.0082,0.5343662886165432,0.45128215508295516,0.5343662886165432,23.081923192051903,unique_starts
16,6,4,1718,30,217,264,7,18.0,17.841676367869617,25,1718,30,57.266666666666666,1718,2479,2479,2479,-0.18131999046938285,0.010255,0.0091,0.5343662886165432,0.5115589624042,0.5343662886165432,18.067884423330213,unique_starts
17,6,7,16945,59,1524,1487,1,13.0,13.199704927707288,25,16945,59,287.20338983050846,16945,15506,15506,15506,0.04434377985270099,0.010255,0.010105,0.5343662886165432,0.7659791289368416,0.7659791289368416,13.025615775978928,unique_starts
18,6,8,1985,28,257,278,8,19.0,19.1183879093199,25,1985,28,70.89285714285714,1985,2267,2267,2267,-0.0663217309501411,0.010255,0.00467,0.5343662886165432,0.7134823445613995,0.7134823445613995,19.06237828615518,unique_starts
19,6,9,427,21,109,102,15,23.0,22.40983606557377,25,427,21,20.333333333333332,427,1114,1114,1114,-0.4458144062297207,0.010255,0.01447,0.5343662886165432,0.7899940020455635,0.7899940020455635,23.095782628522116,unique_starts
20,6,10,28,4,12,12,21,24.0,24.0,25,28,4,7.0,28,41,41,41,-0.18840579710144656,0.010255,0.010545,0.5343662886165432,0.8149048391077722,0.8149048391077722,24.28867513459481,unique_starts
21,6,26,1828,28,191,278,1,11.0,11.593544857768052,25,1828,28,65.28571428571429,1828,1648,1648,1648,0.051783659378596074,0.010255,0.00467,0.5343662886165432,0.6704800661246617,0.6704800661246617,11.072357460529242,unique_starts
22,6,27,465,13,155,55,2,15.0,15.03010752688172,25,465,13,35.76923076923077,465,1296,1296,1296,-0.47189097103918204,0.010255,0.00359,0.5343662886165432,0.7884498217965473,0.7884498217965473,15.08032193289025,unique_starts
23,6,46,769,15,106,143,10,21.0,20.22886866059818,25,769,15,51.266666666666666,769,762,762,762,0.004572175048987587,0.010255,0.01195,0.5343662886165432,0.8091650794924012,0.8091650794924012,21.097128586235726,unique_starts
