cluster,count,density,crossing,betweenness,removal_impact,normalized_crossing,normalized_betweenness,normalized_removal_impact,normalized_density,bottleneck_score
0,714.0,0.00357,423.0,0.00021418035413353956,0.0,0.20181297709923665,0.001800747127983252,0.0,0.20792079207920788,0.14123748660345753
1,1797.0,0.008985,979.0,0.0028668739125543964,4.491555874954564e-05,0.46708015267175573,0.02410358776932293,0.0003425378470293633,0.5232964472917879,0.3345373441005717
2,694.0,0.00347,593.0,0.007774143785777657,0.0005831458550290725,0.28291984732824427,0.065362050368259,0.004447223439868179,0.2020966802562609,0.2921001170594932
3,1628.0,0.00814,1177.0,0.010843655934387677,0.000638722020958634,0.5615458015267175,0.09116934351743784,0.004871061877007765,0.4740827023878858,0.5153613962047975
4,1812.0,0.00906,1300.0,0.011214649605421899,0.0012549413653137847,0.6202290076335878,0.09428851749731793,0.009570512432443511,0.5276645311589983,0.5657886782156498
5,936.0,0.00468,723.0,0.013368621690599833,0.0015769889698288534,0.3449427480916031,0.11239829727535439,0.012026532042634186,0.2725684333139196,0.3875970474154158
6,2044.0,0.01022,1341.0,0.011267838934804163,0.00017021654406064766,0.6397900763358778,0.09473571319139522,0.001298116068341303,0.5952242283051834,0.5572566371040593
7,2006.0,0.01003,1468.0,0.025603632389025188,0.0002246648096450134,0.700381679389313,0.21526562357689258,0.0017133528412321731,0.5841584158415841,0.7421131310549625
8,934.0,0.00467,864.0,0.06605529868431549,0.12497001590194036,0.4122137404580153,0.5553678808453806,0.953054161676414,0.27198602213162487,1.8390399763403222
9,2872.0,0.01436,1723.0,0.06327815718105986,0.1209168387411935,0.8220419847328244,0.5320187291165874,0.9221435681777889,0.8363424577751892,2.025301544694644
10,2100.0,0.0105,1515.0,0.060514134740116625,0.11129482657260427,0.7228053435114504,0.5087798774845349,0.8487635763870326,0.611531741409435,1.8968892749601876
11,1036.0,0.00518,837.0,0.038320781014512834,0.10386151797603196,0.3993320610687023,0.3221865825795323,0.7920752128475166,0.3016889924286546,1.4230871587671547
12,2604.0,0.01302,1341.0,0.02318269501223747,7.155525993328728e-05,0.6397900763358778,0.19491130095045933,0.0005456992045417364,0.7582993593476994,0.6077572686865691
13,1132.0,0.00566,754.0,0.006221879289933372,0.0,0.3597328244274809,0.05231119963047769,0.0,0.3296447291788002,0.31315060530431854
14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,3.0,1.5e-05,1.0,0.0,0.0,0.00047709923664122136,0.0,0.0,0.00087361677344205,0.00021501420460860634
18,445.0,0.002225,130.0,0.0011757959597486177,0.0,0.06202290076335878,0.009885646170383629,0.0,0.12958648806057074,0.033032600515571185
19,157.0,0.000785,77.0,0.001539849938917646,0.005291005291005291,0.036736641221374045,0.012946473854937557,0.04035059590615146,0.04571927781013395,0.07631792763942288
20,359.0,0.001795,271.0,0.0036613577898843286,6.298815822625047e-06,0.129293893129771,0.030783306673134562,4.803642369779708e-05,0.10454280722189865,0.12876239406003376
21,624.0,0.00312,480.0,0.008635293803209602,0.00044615895800090755,0.22900763358778625,0.07260227287571851,0.0034025253867745985,0.1817122888759464,0.2504987451874955
22,129.0,0.000645,123.0,0.006479281367610963,8.97084039509051e-05,0.05868320610687023,0.054475338605735175,0.0006841398483124582,0.03756552125800815,0.10257302818351542
23,287.0,0.001435,94.0,0.007217462642805851,0.00011439667624571644,0.04484732824427481,0.06068168659976929,0.0008724190966213729,0.08357600465928945,0.08132863254287863
24,138.0,0.00069,119.0,0.009670500911069753,0.00017698102590869808,0.05677480916030534,0.0813059013382279,0.001349703783445122,0.0401863715783343,0.12737450280847806
