cluster,count,density,crossing,betweenness,removal_impact,normalized_crossing,normalized_betweenness,normalized_removal_impact,normalized_density,bottleneck_score
0,714.0,0.00357,423.0,1.6972677095922983e-05,0.0,0.20181297709923665,0.00018427773132173814,0.0,0.20792079207920788,0.13962101720679604
1,1797.0,0.008985,979.0,0.0003114860800101224,0.0,0.46708015267175573,0.0033819030338092535,0.0,0.5232964472917879,0.31347312151802864
2,694.0,0.00347,593.0,0.0027668864072931984,1.4619883040933845e-05,0.28291984732824427,0.030040962134572326,0.0005220516569200127,0.2020966802562609,0.2528538570428583
3,1628.0,0.00814,1177.0,0.005981247703926191,2.9171528588090723e-05,0.5615458015267175,0.06494030088026811,0.0010416666666664062,0.4740827023878858,0.4853029583572863
4,1812.0,0.00906,1300.0,0.010827730231215827,6.301976255301073e-05,0.6202290076335878,0.1175600968012021,0.0022503306878304246,0.5276645311589983,0.5817400757749208
5,936.0,0.00468,723.0,0.0032632646823342135,0.0,0.3449427480916031,0.03543029829438935,0.0,0.2725684333139196,0.29860251639181656
6,2044.0,0.01022,1341.0,0.002781330532234797,0.0,0.6397900763358778,0.030197786574236288,0.0,0.5952242283051834,0.4914205944185591
7,2006.0,0.01003,1468.0,0.0014622424665783637,0.0,0.700381679389313,0.015876029624583513,0.0,0.5841584158415841,0.5410101842614212
8,934.0,0.00467,864.0,0.00806252783989651,9.270101483213454e-05,0.4122137404580153,0.08753741856146985,0.003310198737964137,0.27198602213162487,0.42146555111796186
9,2872.0,0.01436,1723.0,0.021960295414660658,0.0,0.8220419847328244,0.23842988323515077,0.0,0.8363424577751892,0.8095691306354185
10,2100.0,0.0105,1515.0,0.007925127880261043,1.4568764568762748e-05,0.7228053435114504,0.08604562367830412,0.0005202263014762364,0.611531741409435,0.6259116710684003
11,1036.0,0.00518,837.0,0.01017271931362562,5.384267528148082e-05,0.3993320610687023,0.11044843579437792,0.0019226321965095444,0.3016889924286546,0.42119643133099344
12,2604.0,0.01302,1341.0,0.0021546036367605112,0.0,0.6397900763358778,0.02339321415448173,0.0,0.7582993593476994,0.4356934826860497
13,1132.0,0.00566,754.0,0.00037088953143547674,0.0,0.3597328244274809,0.004026865121962977,0.0,0.3296447291788002,0.2648662707958038
14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,3.0,1.5e-05,1.0,0.0,0.0,0.00047709923664122136,0.0,0.0,0.00087361677344205,0.00021501420460860634
18,445.0,0.002225,130.0,0.0016087250160577325,0.002320185614849188,0.06202290076335878,0.0174664370625926,0.08284996133023975,0.12958648806057074,0.12346335273801992
19,157.0,0.000785,77.0,0.0,0.0,0.036736641221374045,0.0,0.0,0.04571927781013395,0.023020857878333863
20,359.0,0.001795,271.0,0.0010504122109789161,0.0,0.129293893129771,0.011404658092407979,0.0,0.10454280722189865,0.10933570905560938
21,624.0,0.00312,480.0,0.0036029059199479277,2.9205607476631453e-05,0.22900763358778625,0.03911789079244006,0.0010428835669780482,0.1817122888759464,0.21465472128442045
22,129.0,0.000645,123.0,0.004181675006695297,6.170059448746703e-05,0.05868320610687023,0.045401770092222356,0.002203225394823302,0.03756552125800815,0.09501854521651344
23,287.0,0.001435,94.0,0.0028160780479488815,0.0,0.04484732824427481,0.030575051358611174,0.0,0.08357600465928945,0.05034957820509914
24,138.0,0.00069,119.0,0.004589978886570891,0.0,0.05677480916030534,0.04983485464618537,0.0,0.0401863715783343,0.0945537523329904
25,257.0,0.001285,208.0,0.007301499581796527,6.78294573643209e-05,0.09923664122137404,0.07927469370776447,0.002422076873384292,0.07483983692486895,0.15848146072506214
26,947.0,0.004735,758.0,0.029486057999353686,0.0004815034102679183,0.3616412213740458,0.32013947140061366,0.017193684274983582,0.27577169481654046,0.6162428686046809
27,718.0,0.00359,551.0,0.07947900662920361,0.0008289090100958303,0.26288167938931295,0.8629287499290964,0.029598959235505273,0.2090856144437973,1.0926837042207753
