,312,352,9,12,389,392,46,232,313,272,10,390,6,301,7,47,235,121,126,4,1,86,233,306,341,218,261,3,166,206,221,207,32,372,387,252,212,186,315,229,87,53,198,124,318,146,215,332,292,273,386,178,230,224,209,226,210,384,123,353,236,13,393,383,52,346,381,204,361,307,167,187,41,358,300,127,227,11,281,326,340,303,304,223,316,260,238,241,317,55,347,26,5,8,106,293,213,81,120,305,391,58,217,157,240,367,388,66,216,203,314,302,253,201,158,321,208,147,27,0,338,220,40,125,2,141,107,31
312,0,-5043,0,0,0,263,0,-106,2473,-765,0,-81,0,0,0,0,0,0,0,0,0,0,-122,0,0,0,0,0,0,0,0,0,0,-3948,0,607,-41,0,-2112,0,0,0,0,0,-399,0,0,-6390,-3794,-945,0,0,28,0,0,0,0,0,0,231,0,0,215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1636,0,0,0,-1627,0,0,0,0,0,0,-1419,-1,0,0,0,-479,0,0,0,0,0,0,0,0,0,-2931,0,-1045,0,0,0,0,0,0,0,-33,0,0,0,0,0,0,0
352,5043,0,0,0,-330,-414,0,0,-300,1064,0,-3350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-11902,46,273,0,0,-478,0,0,0,0,0,0,0,0,450,1957,172,0,0,0,0,0,0,0,0,0,1657,0,0,958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-367,0,0,0,-23,0,0,0,0,0,0,850,0,0,0,0,-3943,0,0,0,0,-7,197,0,0,0,-220,0,-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,0,0,0,-869,0,0,61,0,0,0,223,0,503,0,-867,852,0,0,0,309,0,37,0,0,0,0,0,219,0,0,0,0,-4389,0,0,0,0,0,0,0,101,-2604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,648,0,0,-1103,0,0,0,0,0,0,0,0,0,0,0,0,-509,0,0,0,0,0,0,0,0,0,0,0,0,0,-622,-402,-2709,0,0,0,0,0,0,0,0,0,0,0,0,0,242,0,0,0,0,0,0,0,0,0,0,1310,0,0,0,0,0,-7,0,0,-2569
12,0,0,869,0,0,0,0,0,0,0,-1081,0,379,0,561,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2064,0,0,0,0,0,0,0,0,-6871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-228,0,0,-763,0,0,0,0,0,0,0,0,0,0,0,0,-2229,0,0,0,0,0,0,0,0,0,0,0,-683,0,126,3,282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,743,0,0,0,0,0,0,0,0,226
389,0,330,0,0,0,75,0,0,0,0,0,2493,0,0,0,0,0,0,0,0,0,0,0,-14,0,0,0,0,0,0,0,0,0,1592,-1900,0,0,0,0,0,0,0,0,0,0,0,0,-79,0,0,-1336,0,0,0,0,0,0,-254,0,-259,0,0,245,-36,0,-489,0,0,0,3,0,0,0,0,0,0,0,0,0,-274,0,0,0,0,0,0,0,0,0,0,-385,0,0,0,0,0,0,0,0,0,262,0,0,0,0,-4566,-4113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
392,-263,414,0,0,-75,0,0,0,-716,0,0,-1700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2273,231,0,0,0,0,0,0,0,0,0,0,0,0,-248,-186,0,94,0,0,0,0,0,0,0,0,-2686,0,0,459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-31,0,0,0,0,-2964,0,0,0,0,-358,-311,0,0,0,-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,0,0,-61,0,0,0,0,0,0,0,-102,0,217,0,933,4105,0,0,-25,-303,10,-587,0,0,0,0,0,112,0,0,0,0,0,0,0,0,0,0,0,0,614,0,0,-6,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,983,0,-47,0,0,0,0,0,0,0,0,0,0,0,0,0,-5789,-3173,64,-1052,0,0,0,0,0,0,0,0,0,0,0,0,677,0,0,0,0,0,0,0,0,0,140,-2221,0,0,0,0,-124,-64,0,1137,-6
232,106,0,0,0,0,0,0,0,-20,-132,0,0,0,0,0,0,-1690,0,0,0,0,0,-2077,0,0,-689,0,0,0,136,0,-100,0,0,0,-85,-689,0,0,2151,0,0,-1,0,0,0,683,-58,-121,-572,0,0,1963,0,-1165,262,-1975,0,0,0,-1470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,706,0,0,0,0,0,0,0,0,0,-5,0,0,0,0,0,0,0,0,685,1304,0,0,0,0,0,-1038,0,0,0,0,0,-9,0,55,0,-1591,0,0,0,-1398,0,0,0,0,0,0,0,0,0,0,0
313,-2473,300,0,0,0,716,0,20,0,110,0,2,0,0,0,0,0,0,0,0,0,0,-207,0,0,0,0,0,0,0,0,0,0,-1425,0,-370,52,0,-3087,0,0,0,0,0,-2501,0,0,-1691,-1397,2194,0,0,0,0,0,0,0,0,0,1911,0,0,384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3296,0,0,0,-3471,0,0,0,0,0,0,1718,3,0,0,0,14,0,0,0,0,0,0,0,0,0,-4305,0,883,0,0,0,0,0,0,0,-795,0,0,0,0,0,0,0
