query_id,src,dst,reachable,path_edges_count,path_cost,path_nodes,path_edge_ids
0,158,212,True,3,66.578376160971,158 218 216 212,317 532 509
1,203,303,True,3,63.38322539611917,203 221 281 303,396 546 771
2,1,12,True,3,72.74276372093419,1 5 9 12,5 31 78
3,392,381,True,3,71.72938631663106,392 388 384 381,1145 1106 1082
4,41,9,True,3,71.71836285640907,41 1 5 9,153 5 31
5,347,353,True,3,67.73805894414242,347 388 392 353,1016 1112 1143
6,367,292,True,3,71.39989981557414,367 390 352 292,1057 1121 1017
7,381,392,True,3,73.12845570251064,381 384 388 392,1073 1086 1112
8,384,383,True,1,13.034462275839779,384 383,1083
9,315,229,True,3,69.48728913749716,315 292 232 229,921 776 617
10,223,340,True,3,66.49192305445986,223 221 281 340,551 546 774
11,227,47,True,3,72.91241012926206,227 166 106 47,576 318 232
12,387,301,True,3,69.73257765494361,387 383 341 301,1097 1074 992
13,227,312,True,4,78.68358562468492,227 229 232 252 312,589 600 622 702
14,124,7,True,3,68.10116988615975,124 126 66 7,259 263 198
15,306,201,True,3,70.82997294895151,306 302 241 201,865 828 681
16,260,383,True,3,61.70092764904392,260 321 341 383,726 956 998
17,384,304,True,3,67.64046255403541,384 367 306 304,1081 1047 867
18,127,4,True,3,66.48759749998885,127 86 26 4,276 211 118
19,318,392,True,3,70.55458688993414,318 314 352 392,944 918 1026
20,229,124,True,3,58.257326039117615,229 208 166 124,593 443 319
21,301,227,True,4,82.57794789915738,301 241 223 226 227,816 684 553 575
22,198,230,True,3,65.56871480250038,198 216 232 230,380 514 618
23,221,381,True,3,68.51341725386021,221 281 321 381,546 773 958
24,124,203,True,3,68.44497993988489,124 146 206 203,261 298 416
25,55,6,True,3,67.64161282730117,55 32 8 6,192 143 63
26,390,252,True,3,69.33756313761685,390 372 312 252,1123 1058 881
27,7,187,True,3,73.7394454136848,7 66 126 187,60 206 275
28,58,9,True,3,71.42200340584753,58 55 32 9,196 192 144
29,346,260,True,3,62.83208161426764,346 326 303 260,1002 959 839
30,41,10,True,4,82.67701984814319,41 1 5 6 10,153 5 28 42
31,3,147,True,3,71.50290229691288,3 26 87 147,13 129 230
32,386,301,True,3,66.47407247742908,386 384 361 301,1089 1080 1040
33,358,273,True,3,62.73101749189368,358 317 293 273,1037 937 794
34,4,52,True,3,70.54406860406675,4 8 11 52,21 67 101
35,186,235,True,3,70.57285584173599,186 209 232 235,360 464 620
36,223,123,True,3,71.56166023275458,223 206 146 123,550 411 289
37,358,353,True,3,69.37426177753778,358 317 313 353,1037 938 906
38,209,198,True,3,71.60438268438644,209 213 216 198,459 488 508
39,261,347,True,3,70.84632025616962,261 302 305 347,735 835 864
40,46,52,True,3,69.41412201122347,46 8 11 52,159 67 101
41,9,127,True,3,61.55245735371617,9 47 106 127,82 177 238
42,301,227,True,4,82.57794789915738,301 241 223 226 227,816 684 553 575
43,4,52,True,3,70.54406860406675,4 8 11 52,21 67 101
44,201,126,True,3,72.26218398967431,201 204 186 126,386 401 349
45,58,10,True,3,66.39108494931911,58 55 53 10,196 194 185
46,158,232,True,3,66.52368126110042,158 218 216 232,317 532 514
47,318,392,True,3,70.55458688993414,318 314 352 392,944 918 1026
48,3,52,True,3,72.93117785650982,3 7 11 52,12 55 101
49,213,146,True,3,70.698451442672,213 230 207 146,490 601 426
50,13,1,True,4,82.04799325386831,13 10 6 5 1,111 83 38 25
51,229,178,True,4,86.08466279680327,229 232 236 217 178,600 621 660 519
52,226,300,True,3,69.59146018163081,226 223 241 300,573 555 689
53,383,303,True,3,56.61854085112097,383 341 302 303,1074 993 833
54,347,353,True,3,67.73805894414242,347 388 392 353,1016 1112 1143
55,158,232,True,3,66.52368126110042,158 218 216 232,317 532 514
56,4,121,True,4,77.44138057998613,4 3 41 81 121,17 14 154 210
57,393,213,True,3,73.9377463330948,393 332 272 213,1150 969 738
58,347,261,True,4,68.46314489236205,347 305 304 281 261,1008 859 847 767
59,146,41,True,4,83.4046256422381,146 123 121 81 41,289 251 246 208
60,238,313,True,3,68.52638483270182,238 235 253 313,672 655 717
61,221,233,True,4,92.7612995437221,221 204 208 210 233,539 406 449 474
62,13,87,True,3,68.16692180883638,13 11 27 87,112 99 142
63,383,260,True,3,64.70500620183854,383 341 281 260,1074 990 766
64,390,341,True,3,71.75644225861743,390 387 383 341,1125 1097 1074
65,301,226,True,3,70.54070595302119,301 241 223 226,816 684 553
66,41,146,True,4,82.41391018817308,41 81 121 123 146,154 210 248 254
67,124,7,True,3,68.10116988615975,124 126 66 7,259 263 198
68,384,260,True,3,69.54093863077756,384 361 300 260,1080 1039 806
69,273,166,True,4,78.2193977673417,273 232 209 208 166,753 612 456 443
70,306,393,True,3,71.54392921003037,306 367 390 393,873 1057 1130
71,87,1,True,3,68.9613861637967,87 47 5 1,223 167 25
72,58,9,True,3,71.42200340584753,58 55 32 9,196 192 144
73,224,124,True,3,65.39558259468242,224 206 146 124,558 411 290
74,312,206,True,4,80.47890406515151,312 252 230 207 206,881 694 601 433
75,167,8,True,4,81.26357998854161,167 126 66 7 8,332 263 198 52
76,346,260,True,3,62.83208161426764,346 326 303 260,1002 959 839
77,306,381,True,3,67.6044011486218,306 302 321 381,865 836 958
78,358,252,True,3,69.79361844230387,358 317 293 252,1037 937 791
79,224,341,True,3,71.50823583450457,224 221 281 341,560 546 775
80,340,204,True,3,72.79052382184925,340 281 221 204,982 763 539
81,121,46,True,3,70.38723859194208,121 124 106 46,249 255 231
82,201,127,True,3,72.42675514376297,201 204 186 127,386 401 350
83,392,381,True,3,71.72938631663106,392 388 384 381,1145 1106 1082
84,346,346,True,0,0.0,346,
85,381,306,True,3,70.64365033401475,381 321 303 306,1068 954 845
86,1,12,True,3,72.74276372093419,1 5 9 12,5 31 78
87,261,229,True,4,82.28443036806961,261 241 203 206 229,730 682 395 425
88,381,306,True,3,70.64365033401475,381 321 303 306,1068 954 845
89,386,301,True,3,66.47407247742908,386 384 361 301,1089 1080 1040
90,7,55,True,3,66.51043182722219,7 9 32 55,53 81 151
91,198,229,True,3,68.47217109086785,198 217 233 229,381 524 633
92,381,392,True,3,73.12845570251064,381 384 388 392,1073 1086 1112
93,4,126,True,3,60.6315967796272,4 46 106 126,24 166 237
94,272,187,True,3,68.54142887167494,272 232 229 187,739 617 590
95,224,303,True,3,67.38627271443747,224 221 281 303,560 546 771
96,241,347,True,4,79.78613462204905,241 281 304 305 347,688 772 851 864
97,9,126,True,3,60.5300982940294,9 47 106 126,82 177 237
98,300,387,True,3,73.00236418427903,300 341 383 387,814 998 1079
99,86,187,True,2,44.265620939823876,86 146 187,220 297
100,261,166,True,4,80.45134668040603,261 241 203 206 166,730 682 395 412
101,232,393,True,3,68.78040775667066,232 293 352 393,627 802 1027
102,386,301,True,3,66.47407247742908,386 384 361 301,1089 1080 1040
103,381,221,True,3,69.53228257557254,381 341 281 221,1070 990 763
104,221,127,True,3,72.40559546976543,221 204 186 127,539 401 350
105,229,124,True,3,58.257326039117615,229 208 166 124,593 443 319
106,318,392,True,3,70.55458688993414,318 314 352 392,944 918 1026
107,126,10,True,3,68.56311280093868,126 86 27 10,264 212 136
108,46,52,True,3,69.41412201122347,46 8 11 52,159 67 101
109,358,352,True,3,69.37039443450112,358 317 313 352,1037 938 905
110,381,392,True,3,73.12845570251064,381 384 388 392,1073 1086 1112
111,367,301,True,3,60.240913671545954,367 306 305 301,1047 868 856
112,272,389,True,3,68.44715888940516,272 312 372 389,746 893 1063
113,392,381,True,3,71.72938631663106,392 388 384 381,1145 1106 1082
114,389,273,True,3,68.41577923855384,389 372 312 273,1114 1058 884
115,307,381,True,3,71.71155906946754,307 303 321 381,874 846 958
116,390,316,True,3,69.33655414448234,390 352 313 316,1121 1020 903
117,387,300,True,3,69.74722190400658,387 383 341 300,1097 1074 991
118,53,3,True,3,70.69842064339286,53 10 7 3,185 84 48
119,127,4,True,3,66.48759749998885,127 86 26 4,276 211 118
120,393,232,True,3,70.4849893908422,393 352 292 232,1151 1017 776
121,47,227,True,3,72.20295658008948,47 106 167 227,177 242 342
122,227,301,True,3,71.80538408881543,227 223 241 301,586 555 690
123,341,389,True,3,68.8860379610028,341 383 387 389,998 1079 1101
124,352,358,True,4,78.38997731706812,352 313 314 317 358,1020 901 916 943
125,81,167,True,4,75.41680645534144,81 121 123 146 167,210 248 254 295
126,384,304,True,3,67.64046255403541,384 367 306 304,1081 1047 867
127,226,301,True,3,69.41198444699323,226 223 241 301,573 555 690
128,383,353,True,4,80.147273023477,383 387 388 392 353,1079 1100 1112 1143
129,358,352,True,3,69.37039443450112,358 317 313 352,1037 938 905
130,223,86,True,3,72.63619583200457,223 206 146 86,550 411 286
131,52,47,True,3,59.986030650852406,52 11 27 47,179 99 139
132,223,236,True,4,95.94490761779898,223 206 229 232 236,550 425 600 621
133,347,353,True,3,67.73805894414242,347 388 392 353,1016 1112 1143
134,346,241,True,3,70.83116405179038,346 306 302 241,1000 865 828
135,341,390,True,3,72.89377463224776,341 383 386 390,998 1078 1093
136,384,303,True,3,67.44224044768873,384 361 321 303,1080 1041 954
137,106,203,True,3,66.4286017494725,106 146 206 203,239 298 416
138,381,392,True,3,73.12845570251064,381 384 388 392,1073 1086 1112
139,387,313,True,3,67.67673936225869,387 389 372 313,1101 1114 1059
140,303,389,True,3,69.45988808293019,303 306 367 389,845 873 1056
141,212,318,True,3,72.86560115630465,212 272 315 318,484 749 928
142,341,347,True,3,70.73725042360158,341 302 305 347,993 835 864
143,0,12,True,4,86.14988780938376,0 3 7 11 12,1 12 55 97
144,381,392,True,3,73.12845570251064,381 384 388 392,1073 1086 1112
145,87,224,True,3,67.43264232043751,87 146 206 224,229 298 422
146,389,272,True,3,68.31543930875593,389 372 332 272,1114 1060 969
147,121,47,True,3,70.52668966266228,121 124 106 47,249 255 232
148,392,381,True,3,71.72938631663106,392 388 384 381,1145 1106 1082
149,381,306,True,3,70.64365033401475,381 321 303 306,1068 954 845
150,10,147,True,3,71.43473535079598,10 27 87 147,91 142 230
151,315,215,True,3,62.91941580662371,315 273 253 215,920 756 706
152,358,272,True,3,66.766227369402,358 317 293 272,1037 937 793
153,347,241,True,3,71.71358581232529,347 305 302 241,1008 857 828
154,124,7,True,3,68.10116988615975,124 126 66 7,259 263 198
155,218,227,True,4,75.53431508330799,218 217 233 229 227,533 524 633 598
156,1,12,True,3,72.74276372093419,1 5 9 12,5 31 78
157,86,1,True,3,63.792859796173545,86 26 5 1,211 119 25
158,41,9,True,3,71.71836285640907,41 1 5 9,153 5 31
159,158,212,True,3,66.578376160971,158 218 216 212,317 532 509
160,10,41,True,3,70.69842064339286,10 7 3 41,84 48 14
161,123,6,True,3,71.5415267613544,123 126 66 6,253 263 197
162,340,390,True,4,85.71231409399626,340 361 383 386 390,988 1045 1078 1093
163,126,201,True,3,70.71545182989145,126 186 204 201,274 356 402
164,52,3,True,3,70.68275737868203,52 10 7 3,178 84 48
165,238,313,True,3,68.52638483270182,238 235 253 313,672 655 717
166,1,124,True,4,83.35253973846083,1 41 81 121 124,6 154 210 249
167,306,392,True,3,65.44028879809223,306 367 390 392,873 1057 1129
168,12,1,True,3,71.6312903807265,12 8 4 1,103 61 16
169,9,41,True,3,65.68641525351936,9 7 3 41,74 48 14
170,312,226,True,3,72.71505021075856,312 252 230 226,881 694 607
171,187,261,True,3,68.5451210011156,187 224 221 261,374 560 545
172,9,26,True,1,23.11396057645964,9 26,79
173,261,186,True,3,69.12851399046234,261 221 204 186,728 539 401
174,352,383,True,3,71.6284777856082,352 390 387 383,1024 1125 1097
175,55,6,True,3,67.64161282730117,55 32 8 6,192 143 63
176,272,224,True,4,79.67519575566097,272 252 230 226 224,741 694 607 574
177,221,381,True,3,68.51341725386021,221 281 321 381,546 773 958
178,3,120,True,3,66.46806992772693,3 41 81 120,14 154 209
179,41,10,True,4,82.67701984814319,41 1 5 6 10,153 5 28 42
180,53,4,True,3,65.56560456262483,53 10 8 4,185 85 61
181,353,347,True,3,67.52315973896077,353 392 388 347,1035 1145 1104
182,87,224,True,3,67.43264232043751,87 146 206 224,229 298 422
183,318,312,True,2,43.28627443413794,318 316 312,946 931
184,233,392,True,3,68.66732486158755,233 293 332 392,643 801 980
185,232,318,True,3,67.59244310728991,232 293 316 318,627 800 936
186,387,313,True,3,67.67673936225869,387 389 372 313,1101 1114 1059
187,218,312,True,3,70.42451591326616,218 235 253 312,534 655 716
188,55,7,True,3,59.63367756925211,55 32 8 7,192 143 64
189,0,124,True,5,97.39063670434881,0 1 41 81 121 124,0 6 154 210 249
190,261,229,True,4,82.28443036806961,261 241 203 206 229,730 682 395 425
191,312,232,True,2,36.2048109771897,312 252 232,881 695
192,4,53,True,3,72.6465832301232,4 8 11 53,21 67 102
193,6,187,True,3,73.71503433126885,6 66 126 187,47 206 275
194,381,392,True,3,73.12845570251064,381 384 388 392,1073 1086 1112
195,233,318,True,3,66.58424421754276,233 293 316 318,643 800 936
196,227,47,True,3,72.91241012926206,227 166 106 47,576 318 232
197,55,6,True,3,67.64161282730117,55 32 8 6,192 143 63
198,293,218,True,3,66.53358682029605,293 233 235 218,790 636 649
199,341,224,True,3,71.56174535812197,341 281 221 224,990 763 541
200,224,124,True,3,65.39558259468242,224 206 146 124,558 411 290
201,273,212,True,1,24.242535625036332,273 212,751
202,121,4,True,4,87.34182658511475,121 81 41 1 4,246 208 153 4
203,121,4,True,4,87.34182658511475,121 81 41 1 4,246 208 153 4
204,392,381,True,3,71.72938631663106,392 388 384 381,1145 1106 1082
205,1,124,True,4,83.35253973846083,1 41 81 121 124,6 154 210 249
206,386,300,True,3,66.5231158291055,386 384 361 300,1089 1080 1039
207,332,384,True,3,72.85715126721499,332 392 388 384,980 1145 1106
208,167,7,True,3,70.21320071635562,167 126 66 7,332 263 198
209,384,260,True,3,69.54093863077756,384 361 300 260,1080 1039 806
210,158,232,True,3,66.52368126110042,158 218 216 232,317 532 514
211,304,223,True,3,65.66921513500836,304 302 241 223,849 828 684
212,209,260,True,4,79.12823353111564,209 227 223 240 260,461 586 554 677
213,232,127,True,3,71.98022986553873,232 229 187 127,617 590 365
214,52,4,True,3,62.625658207721855,52 32 8 4,182 143 61
215,86,229,True,3,69.50211592313882,86 146 207 229,220 299 441
216,383,304,True,3,66.62423644170266,383 341 302 304,1074 993 834
217,201,381,True,3,73.87343911374222,201 261 321 381,392 736 958
218,238,313,True,3,68.52638483270182,238 235 253 313,672 655 717
219,126,10,True,3,68.56311280093868,126 86 27 10,264 212 136
220,252,186,True,3,61.37182254318303,252 230 207 186,694 601 430
221,32,0,True,3,75.02164025126396,32 8 4 0,143 61 15
222,341,203,True,3,68.51625168845345,341 281 221 203,990 763 538
