cluster,num_segments,num_episodes,min_h,median_h,mean_h,max_h
1,1260,25,1,2.0,2.6547619047619047,5
3,1912,54,1,2.0,2.4728033472803346,5
6,1798,37,1,2.0,2.622358175750834,5
7,2075,35,1,3.0,2.696867469879518,5
8,1448,64,1,2.0,2.4205801104972378,5
10,2207,33,1,3.0,2.695967376529225,5
12,142,49,1,1.0,1.1126760563380282,2
13,57,43,1,1.0,1.087719298245614,2
14,163,49,1,2.0,2.6748466257668713,5
21,2,2,1,1.0,1.0,1
22,2192,74,1,2.0,2.615419708029197,5
23,971,59,1,2.0,2.2687950566426363,5
26,771,43,1,2.0,2.2127107652399483,5
28,1145,49,1,2.0,2.381659388646288,5
31,203,84,1,1.0,1.2315270935960592,3
34,90,74,1,1.0,1.0,1
36,957,43,1,2.0,2.498432601880878,5
37,1503,37,1,2.0,2.636726546906188,5
39,1315,50,1,2.0,2.514068441064639,5
40,1389,47,1,2.0,2.5262778977681783,5
42,1518,59,1,2.0,2.474308300395257,5
43,409,99,1,1.0,1.466992665036675,3
46,1723,41,1,2.0,2.6262333139872314,5
51,1089,36,1,2.0,2.4719926538108354,5
55,1077,36,1,2.0,2.604456824512535,5
56,1588,53,1,2.0,2.447732997481108,5
57,1337,40,1,2.0,2.519820493642483,5
61,31,25,1,1.0,1.0,1
63,1847,45,1,2.0,2.5858148348673526,5
65,303,30,1,2.0,2.597359735973597,5
74,50,38,1,1.0,1.1,2
76,1163,36,1,3.0,2.6809974204643163,5
77,1173,46,1,2.0,2.400682011935209,5
79,1819,47,1,2.0,2.5684442001099503,5
80,1599,45,1,2.0,2.559724828017511,5
82,783,42,1,2.0,2.284802043422733,5
84,1908,40,1,2.0,2.669287211740042,5
85,633,41,1,2.0,2.3412322274881516,5
86,1094,30,1,2.0,2.583180987202925,5
87,1259,24,1,2.0,2.6163621922160445,5
92,1305,36,1,2.0,2.5900383141762453,5
95,1192,39,1,2.0,2.5125838926174495,5
100,1606,36,1,2.0,2.6270236612702367,5
108,1255,41,1,2.0,2.5912350597609564,5
109,1924,32,1,3.0,2.7463617463617465,5
112,1669,25,1,2.0,2.6051527860994605,5
113,1274,52,1,2.0,2.497645211930926,5
115,1426,44,1,2.0,2.539971949509116,5
117,1596,50,1,2.0,2.537593984962406,5
120,1967,61,1,2.0,2.5226232841891205,5
121,162,117,1,1.0,1.0,1
129,299,61,1,1.0,1.3277591973244147,3
130,1104,46,1,2.0,2.384963768115942,5
135,825,43,1,2.0,2.39030303030303,5
136,958,33,1,2.0,2.5647181628392484,5
139,1556,80,1,2.0,2.4646529562982007,5
140,1746,26,1,2.0,2.5836197021764034,5
141,224,87,1,1.0,1.2276785714285714,3
143,2224,39,1,3.0,2.714478417266187,5
146,1411,45,1,2.0,2.3720765414599576,5
147,2685,37,1,3.0,2.706145251396648,5
149,913,53,1,2.0,2.340635268346112,5
151,999,48,1,2.0,2.344344344344344,5
153,995,42,1,2.0,2.492462311557789,5
156,53,45,1,1.0,1.0377358490566038,2
157,969,56,1,2.0,2.3364293085655317,5
161,815,45,1,2.0,2.445398773006135,5
163,48,27,1,1.0,1.2708333333333333,4
164,1298,51,1,2.0,2.5901386748844377,5
166,1647,43,1,2.0,2.5209471766848814,5
167,1331,69,1,2.0,2.3764087152516904,5
169,1424,56,1,2.0,2.423455056179775,5
171,1674,65,1,2.0,2.441457586618877,5
172,1748,52,1,2.0,2.623569794050343,5
173,1284,42,1,2.0,2.5311526479750777,5
175,2832,59,1,2.0,2.5769774011299433,5
179,1,1,1,1.0,1.0,1
180,1053,57,1,2.0,2.2630579297245963,5
184,1434,45,1,2.0,2.569037656903766,5
186,38,33,1,1.0,1.0,1
195,19,16,1,1.0,1.0,1
196,1821,26,1,3.0,2.742998352553542,5
199,1168,67,1,2.0,2.3176369863013697,5
200,819,41,1,2.0,2.4957264957264957,5
205,40,27,1,1.0,1.475,5
206,1411,45,1,2.0,2.508150248051028,5
207,1428,57,1,2.0,2.392857142857143,5
208,252,77,1,1.0,1.4841269841269842,5
217,1991,50,1,2.0,2.6549472626820694,5
222,1786,26,1,3.0,2.7082866741321387,5
224,2172,39,1,2.0,2.638121546961326,5
230,1746,53,1,2.0,2.5635738831615122,5
231,1251,38,1,2.0,2.6410871302957633,5
232,1129,48,1,2.0,2.5491585473870684,5
233,484,72,1,1.0,1.6962809917355373,5
238,1177,37,1,2.0,2.468139337298216,5
243,1390,63,1,2.0,2.527338129496403,5
245,183,47,1,1.0,1.3442622950819672,3
247,1895,15,1,3.0,2.7313984168865435,5
248,91,65,1,1.0,1.0,1
251,1189,69,1,2.0,2.370058873002523,5
253,379,93,1,1.0,1.4485488126649078,4
256,89,70,1,1.0,1.0,1
258,1201,50,1,2.0,2.4462947543713573,5
259,52,30,1,1.0,1.7115384615384615,5
