query_id,src,dst,reachable,path_edges_count,path_cost,path_nodes,path_edge_ids
0,385,369,True,3,11.45281484063948,385 425 375 369,1677 1850 1614
1,402,500,True,5,20.86265113881179,402 375 355 362 505 500,1732 1613 1546 1582 2124
2,39,36,True,3,11.137979449385746,39 383 273 36,230 1648 1217
3,147,395,True,3,10.705999996182355,147 331 135 395,625 1458 553
4,184,40,True,6,19.099012196957204,184 8 171 271 1 362 40,842 47 789 1194 9 1581
5,39,208,True,4,14.740574236883425,39 494 474 279 208,233 2113 2041 1237
6,147,26,True,4,14.66624915256551,147 387 10 497 26,626 1681 66 2114
7,231,355,True,3,9.341474964412573,231 171 271 355,997 789 1210
8,143,271,True,3,8.052042128964924,143 161 369 271,599 715 1589
9,509,385,True,3,9.563659811186279,509 361 479 385,2147 1580 2058
10,352,37,True,2,8.355461885963821,352 474 37,1525 2033
11,494,172,True,3,9.73461631479998,494 311 171 172,2108 1374 785
12,440,117,True,3,10.562948828843115,440 263 405 117,1919 1174 1764
13,230,129,True,3,10.351615044897493,230 22 179 129,976 131 827
